sample_index,sample_id,split,shape_type,topology_type,representation_target,rbc_compatible,component_count,diagnosis,target_role,suitable_for_six_param_refinement,include_in_success_gate,include_in_rbc_control_gate,include_as_negative_control,exclude_reason,failure_reason,model_pass,rbc_representable,baseline_profile_depth_rmse_m,baseline_Er_like_error,baseline_projected_mask_IoU,baseline_projected_mask_Dice,baseline_area_error,baseline_mask_center_error_px,baseline_component_recall_proxy,baseline_merge_component_proxy,baseline_true_component_count,baseline_pred_component_count,oracle_profile_depth_rmse_m,oracle_Er_like_error,oracle_projected_mask_IoU,oracle_projected_mask_Dice,oracle_area_error,oracle_mask_center_error_px,oracle_component_count,oracle_minus_baseline_rmse_m,baseline_minus_oracle_rmse_m,label_L_m,label_W_m,label_D_m,label_aspect_ratio,label_rotation_angle,label_asymmetry_score,label_edge_steepness,feature_input_policy,label_use_policy,test_time_label_use_allowed,pred_L_m,pred_W_m,pred_D_m,pred_wLD,pred_wWD,pred_wLW,oracle_L_m,oracle_W_m,oracle_D_m,oracle_wLD,oracle_wWD,oracle_wLW
10,surf_shape_011_rbc_like_smooth_pit,train,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_and_model_pass,already_pass_reference,True,False,True,False,,oracle_and_model_pass,True,True,7.55296850808856e-05,0.4560295598848119,0.7270029673590505,0.8419243986254296,0.27299703264094954,0.05802579051222658,1.0,False,1,1,3.339219310476943e-05,0.20161380401426274,0.9291784702549575,0.9632892804698973,0.020771513353115726,0.07075399006591182,1,-4.213749197611618e-05,4.213749197611618e-05,0.012,0.0072,0.0015,1.6666666666666667,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.010148267261683941,0.0072843413800001144,0.0020340404007583857,0.9372237920761108,1.0023616552352905,0.9673493504524231,0.013416157806788863,0.007808311938884387,0.0013055838489911098,0.9999496839350748,0.9995379984319345,1.0002647853069595
11,surf_shape_012_rbc_like_smooth_pit,train,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_mask_dice_low,False,True,0.00041015399621022235,2.2047806635249576,0.3587140439932318,0.5280199252801993,1.7877358490566038,0.20109582356759836,1.0,False,1,1,3.736279774785757e-05,0.20084352406857545,0.9301801801801802,0.9638273045507585,0.02122641509433962,0.1238155690091687,1,-0.0003727911984623648,0.0003727911984623648,0.013500000000000002,0.008100000000000001,0.0015,1.6666666666666665,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.02469686046242714,0.015272126533091068,0.0024968301877379417,0.7180840969085693,0.815039336681366,0.7843025922775269,0.015199262122751096,0.008672400022756552,0.0013014095453226875,0.9992203046504515,0.9996096941708575,1.0001780979850097
12,surf_shape_013_rbc_like_smooth_pit,train,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_mask_dice_low,False,True,0.0005515640556339458,3.2030997852599565,0.1427357689039932,0.24981412639405204,6.005952380952381,0.1686261004636507,1.0,False,1,1,3.508970205099844e-05,0.20377654409550974,0.9314285714285714,0.9644970414201184,0.011904761904761904,0.18921752637985007,1,-0.0005164743535829474,0.0005164743535829474,0.0085,0.0051,0.0022,1.6666666666666667,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.024752479046583176,0.015154879540205002,0.0028496230952441692,0.7591021060943604,0.8376961946487427,0.7881836295127869,0.009399222847691993,0.005472778100695215,0.0019209647003496106,0.9999368814769695,0.9995908580190694,1.0001278655237034
13,surf_shape_014_rbc_like_smooth_pit,train,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_mask_dice_low,False,True,0.0003687876642982705,1.8290054979266552,0.31341301460823373,0.47724974721941354,2.190677966101695,0.037993471587174976,1.0,False,1,1,3.997639712419584e-05,0.19826327506528915,0.9465020576131687,0.9725158562367865,0.00423728813559322,0.03354517361973475,1,-0.0003288112671740747,0.0003288112671740747,0.01,0.006,0.0022,1.6666666666666667,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.020418213680386543,0.011532410979270935,0.002766205696389079,0.8510050773620605,0.8968560099601746,0.8588839173316956,0.011143201980452476,0.00643463796283609,0.0018992662231185331,0.9998402021357444,1.0000700710831758,1.0002634488576945
14,surf_shape_015_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_mask_dice_low,False,True,0.0002163964454773409,0.65245802833605,0.5121212121212121,0.6773547094188377,0.9526627218934911,0.05221446529924814,1.0,False,1,1,6.759837471551316e-05,0.2038162049673016,0.9259259259259259,0.9615384615384616,0.0,0.08781551526423152,1,-0.00014879807076182775,0.00014879807076182775,0.012,0.0072,0.003,1.6666666666666667,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.019305100664496422,0.010635440237820148,0.002661064499989152,0.8822357058525085,0.8948541879653931,0.8705684542655945,0.01335901345371775,0.0076922186204935435,0.0026514751347978295,0.9995178347392866,0.9999490025607506,1.0002744765521083
15,surf_shape_016_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_mask_dice_low,False,True,0.0004720432842972136,1.2734795968364185,0.4188118811881188,0.5903698534542917,1.387706855791962,0.06464708553720808,1.0,False,1,1,7.532397375957961e-05,0.20320921179564938,0.9322799097065463,0.9649532710280374,0.02364066193853428,0.11026714117981229,1,-0.000396719310537634,0.000396719310537634,0.013500000000000002,0.008100000000000001,0.003,1.6666666666666665,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.02349155582487583,0.013528816401958466,0.003543195081874728,0.8406174182891846,0.8947386145591736,0.833116888999939,0.015165592122944115,0.008661628627141251,0.002598190594893598,0.9999619293391377,0.9991422944261991,1.0007176739523151
16,surf_shape_017_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_profile_rmse_high|baseline_mask_dice_low,False,True,0.0009163728988650938,11.76640032702182,0.15736505032021958,0.2719367588932806,5.354651162790698,0.11375849913416648,1.0,False,1,1,1.5919697798844885e-05,0.204411913117908,0.9441340782122905,0.9712643678160919,0.023255813953488372,0.17735162254474496,1,-0.000900453201066249,0.000900453201066249,0.0085,0.0051,0.001,1.6666666666666667,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.025301165878772736,0.013337994925677776,0.004412833601236343,0.8898020386695862,0.9103803038597107,0.9125623106956482,0.009693349869657529,0.005564522493758181,0.000850489605646393,0.9997189139034263,1.000038401931483,1.0001578079999625
17,surf_shape_018_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_mask_dice_low,False,True,0.00047077587235342625,5.122657672622286,0.4797570850202429,0.6484268125854993,1.0843881856540085,0.054246858349712206,1.0,False,1,1,1.821262555071562e-05,0.19817720383496848,0.9433198380566802,0.9708333333333333,0.02531645569620253,0.10604535533440464,1,-0.00045256324680271066,0.00045256324680271066,0.01,0.006,0.001,1.6666666666666667,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.017129724845290184,0.008810657076537609,0.003695521503686905,0.9567484259605408,0.9668397307395935,0.9783992767333984,0.011330793680806845,0.006490995035215195,0.000861339375449279,0.9994888296237007,0.9995326712575151,1.0002215218936097
18,surf_shape_019_rbc_like_smooth_pit,val,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_mask_dice_low,False,True,0.0004642032406757924,2.8303319747864957,0.27699917559769166,0.43382827630729504,2.6101190476190474,0.041219674719184606,1.0,False,1,1,3.2563518820781624e-05,0.1985457240579458,0.927170868347339,0.9622093023255814,0.047619047619047616,0.049482114011661686,1,-0.00043163972185501076,0.00043163972185501076,0.012,0.0072,0.0015,1.6666666666666667,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.02490132302045822,0.015494581311941147,0.0025809623766690493,0.7206787467002869,0.8245978355407715,0.7831705808639526,0.013694554116650227,0.0077981330011053585,0.001269070350852991,1.0001172243603835,1.000259093826483,1.00065234915062
19,surf_shape_020_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_mask_dice_low,False,True,0.0004941356689270864,2.662836175046337,0.3354330708661417,0.5023584905660378,1.9812206572769953,0.16283395394213915,1.0,False,1,1,3.748375657878574e-05,0.20199534110003706,0.9249448123620309,0.9610091743119266,0.046948356807511735,0.10160617197652197,1,-0.00045665191234830067,0.00045665191234830067,0.013500000000000002,0.008100000000000001,0.0015,1.6666666666666665,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.025181297212839127,0.01619652286171913,0.00278175575658679,0.7336697578430176,0.776478111743927,0.7594817876815796,0.015480633989877266,0.008777358256122261,0.0012779529176009288,0.9999674701132798,1.0002141757695941,1.000795322092005
20,surf_shape_021_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_mask_dice_low,False,True,0.0004040945395829901,2.3466995714129997,0.22721268163804492,0.37029063509149623,3.4011627906976742,0.07803893503938189,1.0,False,1,1,3.516434208193402e-05,0.20421000139683218,0.9545454545454546,0.9767441860465116,0.0,0.2093023255813975,1,-0.00036893019750105604,0.00036893019750105604,0.0085,0.0051,0.0022,1.6666666666666667,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.020472750067710876,0.011581851169466972,0.0027600612957030535,0.8542502522468567,0.8940156102180481,0.8591381311416626,0.009467064010069866,0.005541283602506338,0.0019299441212781827,0.9999238253128432,0.9999827558040212,1.0001641568952748
21,surf_shape_022_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_mask_dice_low,False,True,0.00034394969476863875,1.71598214785879,0.330028328611898,0.49627263045793396,2.0300429184549356,0.06014330656723973,1.0,False,1,1,3.937662535724862e-05,0.19645194394317966,0.9352226720647774,0.9665271966527197,0.05150214592274678,0.009109778922681541,1,-0.00030457306941139014,0.00030457306941139014,0.01,0.006,0.0022,1.6666666666666667,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.019883906468749046,0.011065594851970673,0.0027206772938370705,0.8747038841247559,0.8940465450286865,0.8659177422523499,0.011394126632387386,0.006511170416058526,0.0018674497552783865,0.9999183088195183,0.99991010716154,1.000246116658366
22,surf_shape_023_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_mask_dice_low,False,True,0.0004841234690491351,1.4702757138182119,0.36630434782608695,0.5361972951471758,1.7299703264094954,0.03420263582605735,1.0,False,1,1,6.507222223278474e-05,0.1976233628602183,0.9355742296918768,0.9667149059334298,0.050445103857566766,0.03860011213351414,1,-0.0004190512468163503,0.0004190512468163503,0.012,0.0072,0.003,1.6666666666666667,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.022735709324479103,0.012576178647577763,0.003541633952409029,0.8706356287002563,0.9116420745849609,0.8668991327285767,0.01372950759009829,0.007839260543730187,0.0025503208245873485,0.9998557067497086,0.999846689442247,1.0006769433320464
23,surf_shape_024_rbc_like_smooth_pit,test,rbc_like_smooth_pit,single_component,six_param_rbc,True,1,rbc_representable_but_model_fail,refinement_target,True,True,True,False,,baseline_mask_dice_low,False,True,0.0005532442241757018,1.488828129775514,0.46405228758169936,0.6339285714285714,1.1549295774647887,0.1209619050600931,1.0,False,1,1,7.446965885538569e-05,0.20040430260953437,0.9263392857142857,0.9617612977983777,0.025821596244131457,0.1035816338105263,1,-0.0004787745653203161,0.0004787745653203161,0.013500000000000002,0.008100000000000001,0.003,1.6666666666666665,0.0,0.0,0.35,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.02348155342042446,0.012034588493406773,0.004202350974082947,0.9060081243515015,0.9270392656326294,0.9219119548797607,0.015258870833806632,0.008695226654939252,0.0025932685131560876,0.9998808237964986,0.999907695677657,1.0005328126570279
24,surf_shape_025_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.0004723831384135362,3.1265727261818808,0.2992,0.4605911330049261,2.342245989304813,0.10194127929312051,1.0,False,1,1,4.258219562340648e-05,0.28183971998706947,0.9121951219512195,0.9540816326530612,0.0962566844919786,0.10435312983466744,1,-0.00042980094279012975,0.00042980094279012975,0.0085,0.0057799999999999995,0.001,1.470588235294118,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.019208557903766632,0.0099936006590724,0.0035250671207904816,0.9215377569198608,0.9304369688034058,0.9330626130104065,0.0085,0.0057799999999999995,0.0010000000474974513,5.0,5.0,5.0
25,surf_shape_026_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_profile_rmse_high|baseline_mask_dice_low,False,True,0.0008188261272693149,4.605075564530254,0.24879923150816521,0.3984615384615385,3.0193050193050195,0.057668899211538324,1.0,False,1,1,4.039934343625789e-05,0.22720578042838516,0.9151943462897526,0.955719557195572,0.09266409266409266,0.0,1,-0.000778426783833057,0.000778426783833057,0.01,0.0068,0.001,1.4705882352941178,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.025154469534754753,0.01277828961610794,0.004426705650985241,0.8910654783248901,0.9262604713439941,0.9238487482070923,0.009771001236869224,0.006927626436309359,0.0011689867983602346,4.999974255852335,4.999981505534719,5.000006010039987
26,surf_shape_027_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.00038489836604100886,1.194548745424567,0.4,0.5714285714285714,1.5,0.03809891222728261,1.0,False,1,1,7.772328842244177e-05,0.24121759110145854,0.9174757281553398,0.9569620253164557,0.08994708994708994,0.05064640508253947,1,-0.0003071750776185671,0.0003071750776185671,0.012,0.008159999999999999,0.0015,1.470588235294118,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.022856561467051506,0.01295878179371357,0.0031332673970609903,0.8409132361412048,0.8904714584350586,0.8516926765441895,0.012020390054315844,0.008190601320433923,0.0017373984918709112,5.000007325389754,5.000007586944317,5.000004909846122
27,surf_shape_028_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,True,True,0.00021784820066138235,0.5993564011715695,0.7659235668789809,0.8674481514878268,0.30561330561330563,0.00777914805970818,1.0,False,1,1,9.169775872977344e-05,0.2522841065518082,0.9109848484848485,0.9534192269573836,0.09771309771309772,0.05059162255837719,1,-0.0001261504419316089,0.0001261504419316089,0.013500000000000002,0.00918,0.0015,1.4705882352941178,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.019088057801127434,0.01021057739853859,0.003075823886319995,0.9032359719276428,0.9189119935035706,0.9081776142120361,0.013504789593057964,0.009219802928776527,0.0017474884376305906,5.000006231897416,5.000017613193602,4.999987862956078
