sample_index,area_bin,low_signal,true_area,pred_area,area_abs_error,true_centroid_x,pred_centroid_x,centroid_x_abs_error,true_centroid_y,pred_centroid_y,centroid_y_abs_error,geometry_l2_error,max_abs_bz,peak_to_peak_bz,mean_abs_bz,std_bz,l2_energy_bz,current_baseline_iou
12,large,False,0.041600000113248825,0.029268138110637665,0.01233186200261116,0.4062439501285553,0.42343881726264954,0.01719486713409424,0.33089306950569153,0.4828745424747467,0.15198147296905518,0.15344740450382233,8.281722068786621,13.65304946899414,2.563303232192993,2.8280274868011475,2085.25537109375,0.284
13,medium,False,0.030300000682473183,0.028066135942935944,0.002233864739537239,0.6045076847076416,0.609069287776947,0.00456160306930542,0.3239824175834656,0.5151069760322571,0.1911245584487915,0.19119204580783844,9.668734550476074,16.5371036529541,2.762547016143799,3.3997035026550293,2718.21044921875,0.1812004530011325
14,medium,False,0.029899999499320984,0.034645214676856995,0.004745215177536011,0.3925984501838684,0.39797288179397583,0.005374431610107422,0.40726667642593384,0.492019385099411,0.08475270867347717,0.085055410861969,11.31285285949707,19.1536922454834,3.246879816055298,3.923112630844116,3588.6533203125,0.5514018691588785
15,medium,False,0.03864999860525131,0.04423822462558746,0.005588226020336151,0.4788561463356018,0.46902385354042053,0.009832292795181274,0.41474249958992004,0.4868260324001312,0.07208353281021118,0.07296532392501831,18.9112606048584,34.98292541503906,5.3544230461120605,7.281975269317627,11066.60546875,0.5449101796407185
16,large,False,0.05130000039935112,0.051502775400877,0.0002027750015258789,0.5220008492469788,0.5099644660949707,0.012036383152008057,0.4504499137401581,0.4864724576473236,0.03602254390716553,0.03798077628016472,23.80953598022461,44.536231994628906,6.676761627197266,9.268757820129395,17619.572265625,0.6566523605150214
17,medium,True,0.026850000023841858,0.025698430836200714,0.0011515691876411438,0.4384773075580597,0.4409824013710022,0.002505093812942505,0.3379230201244354,0.48153626918792725,0.14361324906349182,0.1436397135257721,6.949221611022949,10.554506301879883,2.1814699172973633,2.157958507537842,1424.458740234375,0.23743016759776536
18,medium,False,0.03229999914765358,0.036320630460977554,0.004020631313323975,0.5093968510627747,0.5091142058372498,0.00028264522552490234,0.34046345949172974,0.4938596487045288,0.15339618921279907,0.1534491330385208,13.144657135009766,23.389808654785156,3.724095106124878,4.851989269256592,5158.021484375,0.3488636363636364
19,large,False,0.04529999941587448,0.055127933621406555,0.009827934205532074,0.5974907875061035,0.6013676524162292,0.0038768649101257324,0.3164091110229492,0.5089341998100281,0.19252508878707886,0.19281473755836487,18.198442459106445,30.110286712646484,4.90272331237793,6.608465671539307,9077.576171875,0.18352601156069365
20,small,True,0.01915000006556511,0.05239018797874451,0.0332401879131794,0.5256307721138,0.5263031125068665,0.0006723403930664062,0.5476698875427246,0.4918705224990845,0.05579936504364014,0.06495329737663269,6.00211763381958,8.983802795410156,2.2829575538635254,2.404071569442749,1581.7177734375,0.17462311557788945
21,small,False,0.01954999938607216,0.030418146401643753,0.010868147015571594,0.43435847759246826,0.43195560574531555,0.00240287184715271,0.3246273696422577,0.48351362347602844,0.15888625383377075,0.15927565097808838,9.2296142578125,15.577425956726074,2.755126714706421,3.20207142829895,2517.6953125,0.2728592162554427
22,medium,True,0.0272000003606081,0.02145219035446644,0.005747810006141663,0.24101203680038452,0.24958081543445587,0.00856877863407135,0.6582181453704834,0.499516099691391,0.1587020456790924,0.15903709828853607,6.419785022735596,9.850982666015625,2.1751291751861572,1.976499080657959,1315.5921630859375,0.18500604594921402
23,medium,False,0.0357000008225441,0.03478538617491722,0.0009146146476268768,0.24176907539367676,0.24881644546985626,0.007047370076179504,0.5236256122589111,0.543039083480835,0.019413471221923828,0.02067328803241253,15.412572860717773,27.519073486328125,4.669117450714111,5.679933547973633,7196.2001953125,0.7328687572590011
24,medium,False,0.03525000065565109,0.033591378480196,0.0016586221754550934,0.5332691669464111,0.5357953310012817,0.0025261640548706055,0.30356043577194214,0.5018468499183655,0.19828641414642334,0.19830943644046783,9.64412784576416,16.344894409179688,2.8116936683654785,3.366558313369751,2711.79296875,0.18522267206477733
25,small,False,0.02095000073313713,0.02695148065686226,0.006001479923725128,0.7666854858398438,0.7568842172622681,0.009801268577575684,0.48135295510292053,0.5219972133636475,0.04064425826072693,0.04223787784576416,9.977982521057129,16.8621826171875,2.65385103225708,3.4693586826324463,2725.3076171875,0.3
26,large,True,0.04320000112056732,0.04208618775010109,0.0011138133704662323,0.4197666645050049,0.40586113929748535,0.013905525207519531,0.48252198100090027,0.4984376132488251,0.015915632247924805,0.021163921803236008,6.8546552658081055,11.915005683898926,2.4643795490264893,2.5435006618499756,1785.45849609375,0.19202226345083487
27,large,False,0.04490000009536743,0.06751058995723724,0.022610589861869812,0.4958589971065521,0.5086338520050049,0.012774854898452759,0.5532496571540833,0.4892311692237854,0.06401848793029785,0.06908547133207321,11.68155288696289,21.308578491210938,4.850342750549316,5.6568498611450195,6835.3623046875,0.34776437189496096
28,small,True,0.012600000016391277,0.016744915395975113,0.004144915379583836,0.3539722263813019,0.3621566593647003,0.008184432983398438,0.40893056988716125,0.47497329115867615,0.06604272127151489,0.06667688488960266,4.168682098388672,5.124829292297363,1.639540195465088,0.976747453212738,680.9832763671875,0.0
29,small,False,0.024800000712275505,0.026708105579018593,0.0019081048667430878,0.5974023938179016,0.6192711591720581,0.021868765354156494,0.5549242496490479,0.5154107213020325,0.03951352834701538,0.04520179703831673,9.780794143676758,16.34368133544922,2.7197279930114746,3.363426923751831,2656.8798828125,0.413075780089153
30,medium,False,0.03034999966621399,0.029564274474978447,0.0007857251912355423,0.46081310510635376,0.46599847078323364,0.005185365676879883,0.5862912535667419,0.4868747889995575,0.09941646456718445,0.09955470263957977,8.343037605285645,13.703850746154785,2.553967237472534,2.8567545413970947,2096.82421875,0.2849936948297604
31,medium,False,0.029999999329447746,0.0358087494969368,0.005808750167489052,0.527705192565918,0.527349591255188,0.00035560131072998047,0.5349158048629761,0.49872592091560364,0.036189883947372437,0.036654818803071976,11.660465240478516,20.440799713134766,3.3680005073547363,4.270570278167725,4081.081787109375,0.41748768472906406
32,small,True,0.00930000003427267,0.018992843106389046,0.009692843072116375,0.4196520447731018,0.4071449935436249,0.012507051229476929,0.6698707938194275,0.4737016558647156,0.19616913795471191,0.19680626690387726,4.586025714874268,6.596343994140625,1.7145683765411377,1.2445517778396606,776.2996826171875,0.0
33,small,False,0.015949999913573265,0.025239039212465286,0.009289039298892021,0.6104819178581238,0.6039317846298218,0.006550133228302002,0.38003861904144287,0.5125491619110107,0.13251054286956787,0.13299712538719177,8.151005744934082,13.483505249023438,2.3494668006896973,2.7028191089630127,1863.3590087890625,0.2894736842105263
34,medium,False,0.03200000151991844,0.0285368449985981,0.003463156521320343,0.485128790140152,0.48877668380737305,0.0036478936672210693,0.34313446283340454,0.49185317754745483,0.1487187147140503,0.14880375564098358,7.875034332275391,13.011510848999023,2.408385992050171,2.6558172702789307,1860.91455078125,0.2914923291492329
35,medium,False,0.038750000298023224,0.03260928392410278,0.006140716373920441,0.5820003151893616,0.58724045753479,0.005240142345428467,0.35137179493904114,0.5126506090164185,0.16127881407737732,0.16148072481155396,12.852678298950195,22.60681915283203,3.5457329750061035,4.676579475402832,4771.6298828125,0.3286573146292585
36,medium,False,0.027950000017881393,0.03242064267396927,0.004470642656087875,0.24859537184238434,0.2608204483985901,0.01222507655620575,0.45606330037117004,0.5351244211196899,0.0790611207485199,0.08012552559375763,12.649730682373047,22.335887908935547,3.9243552684783936,4.588263988494873,4875.66064453125,0.5478260869565217
37,small,True,0.006949999835342169,0.014741329476237297,0.007791329640895128,0.4455008804798126,0.46549877524375916,0.019997894763946533,0.25485068559646606,0.4744034707546234,0.21955278515815735,0.22059927880764008,4.122244358062744,5.1643900871276855,1.6058448553085327,1.045867681503296,668.5088500976562,0.0
38,small,False,0.019050000235438347,0.030500192195177078,0.011450191959738731,0.6556271314620972,0.6660686135292053,0.010441482067108154,0.34468042850494385,0.5184335112571716,0.17375308275222778,0.17444273829460144,8.781417846679688,14.615764617919922,2.563563585281372,3.1116225719451904,2322.7900390625,0.058823529411764705
39,large,True,0.055399999022483826,0.03823012858629227,0.01716987043619156,0.36648038029670715,0.38826441764831543,0.021784037351608276,0.49556028842926025,0.4925174415111542,0.003042846918106079,0.027903541922569275,6.56687593460083,9.133135795593262,2.238863229751587,2.1872658729553223,1463.68896484375,0.10138648180242635
40,large,False,0.061900001019239426,0.06219904124736786,0.00029904022812843323,0.48873206973075867,0.4985642433166504,0.009832173585891724,0.6762291789054871,0.49979835748672485,0.1764308214187622,0.17670482397079468,16.623695373535156,28.690296173095703,4.79130744934082,6.149970531463623,8007.4794921875,0.14587332053742802
41,large,False,0.0722000002861023,0.06133345887064934,0.010866541415452957,0.48317766189575195,0.45740625262260437,0.025771409273147583,0.4933965802192688,0.4907898008823395,0.0026067793369293213,0.02808990143239498,15.52670955657959,28.544921875,4.740893363952637,6.055744171142578,7824.87353515625,0.42036553524804177
42,medium,False,0.029200000688433647,0.03890206664800644,0.009702065959572792,0.5691987872123718,0.5803481340408325,0.011149346828460693,0.5829181671142578,0.5079135894775391,0.07500457763671875,0.07644687592983246,8.165380477905273,12.155878067016602,2.271829843521118,2.5815436840057373,1754.328125,0.22408536585365854
43,large,False,0.08160000294446945,0.07698538154363632,0.00461462140083313,0.3425244987010956,0.3601515293121338,0.017627030611038208,0.5437772274017334,0.4945774972438812,0.04919973015785217,0.052465420216321945,17.02390480041504,33.180091857910156,6.578824996948242,7.686062335968018,12593.9833984375,0.3055235903337169
44,small,False,0.01549999974668026,0.028449948877096176,0.012949949130415916,0.4664126932621002,0.45288121700286865,0.013531476259231567,0.4368850290775299,0.4844765067100525,0.04759147763252258,0.05114440992474556,8.010808944702148,13.130056381225586,2.4693949222564697,2.6951799392700195,1917.0283203125,0.2573913043478261
45,small,False,0.023499999195337296,0.029408995062112808,0.005908995866775513,0.2816850244998932,0.28982001543045044,0.008134990930557251,0.6326456069946289,0.5205637812614441,0.11208182573318481,0.11253190785646439,9.960505485534668,16.512731552124023,2.99918270111084,3.327223300933838,2794.265625,0.41361256544502617
46,small,True,0.008999999612569809,0.018781134858727455,0.009781135246157646,0.26351198554039,0.2862948775291443,0.022782891988754272,0.4870931804180145,0.48554903268814087,0.0015441477298736572,0.024841802194714546,5.108976364135742,6.846701145172119,1.8011910915374756,1.3332997560501099,851.5233154296875,0.32903225806451614
47,small,False,0.023499999195337296,0.027229178696870804,0.0037291795015335083,0.6268149614334106,0.6277872323989868,0.0009722709655761719,0.5238770842552185,0.5158110857009888,0.008065998554229736,0.008939375169575214,9.666213989257812,16.30570411682129,2.7101898193359375,3.3074355125427246,2592.9501953125,0.6168384879725086
48,large,False,0.05874999985098839,0.058917827904224396,0.0001678280532360077,0.5935806632041931,0.5952239036560059,0.0016432404518127441,0.35813456773757935,0.5108909010887146,0.15275633335113525,0.15276525914669037,14.736664772033691,28.76325798034668,5.348820686340332,7.005984306335449,10142.619140625,0.3140604467805519
49,medium,False,0.03929999843239784,0.040993206202983856,0.0016932077705860138,0.6443668603897095,0.6417289972305298,0.0026378631591796875,0.41497674584388733,0.5148866176605225,0.09990987181663513,0.09995903074741364,12.650872230529785,21.834596633911133,3.515847682952881,4.689594745635986,4755.103515625,0.42424242424242425
50,large,False,0.04190000146627426,0.033638715744018555,0.008261285722255707,0.5184634327888489,0.5169601440429688,0.001503288745880127,0.41669681668281555,0.4963890612125397,0.07969224452972412,0.08013340085744858,11.649975776672363,20.37969207763672,3.3420653343200684,4.235362529754639,4032.7529296875,0.4522502744237102
51,small,False,0.02419999986886978,0.028362184762954712,0.00416218489408493,0.3161364793777466,0.32562172412872314,0.009485244750976562,0.5012730956077576,0.5020633339881897,0.0007902383804321289,0.01038836408406496,7.689746379852295,12.604536056518555,2.440077781677246,2.5064196586608887,1782.4814453125,0.48513302034428796
52,small,True,0.014499999582767487,0.0204828642308712,0.005982864648103714,0.4974701404571533,0.4991401433944702,0.0016700029373168945,0.35935214161872864,0.4890536665916443,0.12970152497291565,0.12985017895698547,5.351691722869873,7.794585227966309,1.8146716356277466,1.530577540397644,919.47900390625,0.024054982817869417
53,large,False,0.04565000161528587,0.026887591928243637,0.018762409687042236,0.2720337510108948,0.2661827504634857,0.005851000547409058,0.5322225689888,0.5218445658683777,0.010378003120422363,0.022225327789783478,9.467720031738281,16.257593154907227,2.959928035736084,3.2862720489501953,2733.104248046875,0.4905847373637265
54,small,True,0.019050000235438347,0.014711633324623108,0.004338366910815239,0.2271198332309723,0.3089522123336792,0.08183237910270691,0.6455367207527161,0.47818583250045776,0.1673508882522583,0.18633754551410675,4.158139228820801,5.381328582763672,1.7274878025054932,1.1037015914916992,747.6869506835938,0.0
55,large,False,0.049949999898672104,0.028491999953985214,0.02145799994468689,0.7124561667442322,0.7202547192573547,0.007798552513122559,0.5906513333320618,0.5239115953445435,0.06673973798751831,0.07053691148757935,8.18588924407959,13.318889617919922,2.2785391807556152,2.7066237926483154,1820.677978515625,0.28542914171656686
56,medium,True,0.030500000342726707,0.03791629523038864,0.007416294887661934,0.5554412007331848,0.5504109263420105,0.005030274391174316,0.3999006450176239,0.49561405181884766,0.09571340680122375,0.09613199532032013,6.505007743835449,10.082666397094727,2.0851221084594727,2.090911388397217,1291.09619140625,0.07561929595827901
57,large,False,0.06965000182390213,0.06482305377721786,0.004826948046684265,0.4481849670410156,0.44319966435432434,0.004985302686691284,0.4632614850997925,0.49580565094947815,0.03254416584968567,0.03327574580907822,23.648639678955078,40.87944793701172,7.133357048034668,9.234411239624023,17586.548828125,0.5199501246882793
58,medium,False,0.02645000070333481,0.03649245947599411,0.010042458772659302,0.7232096195220947,0.7069187760353088,0.01629084348678589,0.5657711625099182,0.5286818146705627,0.03708934783935547,0.04173562303185463,13.207935333251953,23.797998428344727,3.5310752391815186,4.882249355316162,5078.88818359375,0.4300653594771242
59,medium,False,0.03514999896287918,0.04046546667814255,0.005315467715263367,0.4503670930862427,0.4492288827896118,0.0011382102966308594,0.6511631011962891,0.48552262783050537,0.1656404733657837,0.16572964191436768,15.52563762664795,27.838991165161133,4.390224933624268,5.768899917602539,7132.29736328125,0.38033763654419067
60,small,True,0.01915000006556511,0.014120379462838173,0.005029620602726936,0.48322558403015137,0.4942418932914734,0.011016309261322021,0.4303082823753357,0.4807620942592621,0.05045381188392639,0.05188683047890663,4.111413955688477,5.19569206237793,1.6228103637695312,1.0509331226348877,679.1910400390625,0.0
61,small,True,0.021050000563263893,0.022790711373090744,0.0017407108098268509,0.7016913294792175,0.7242881059646606,0.022596776485443115,0.432280033826828,0.5122427344322205,0.07996270060539246,0.0831124410033226,6.072920322418213,9.172433853149414,1.8725892305374146,1.8518602848052979,1073.1766357421875,0.0975103734439834
62,medium,True,0.025800000876188278,0.023394405841827393,0.0024055950343608856,0.7697985768318176,0.7634381055831909,0.006360471248626709,0.616435706615448,0.5183805823326111,0.09805512428283691,0.09829063713550568,7.326663017272949,11.70526123046875,2.0855770111083984,2.3580832481384277,1476.9930419921875,0.03041144901610018
63,medium,False,0.03125,0.03440980613231659,0.0031598061323165894,0.5823678374290466,0.583572506904602,0.00120466947555542,0.5136646628379822,0.5116413831710815,0.0020232796669006348,0.003940718714147806,13.902384757995605,24.888916015625,3.858034610748291,5.214803695678711,5813.29443359375,0.54125
64,large,False,0.04904999956488609,0.041711289435625076,0.007338710129261017,0.6102531552314758,0.6303641200065613,0.02011096477508545,0.4212770164012909,0.5147742629051208,0.09349724650382996,0.09591685235500336,22.991724014282227,42.68971633911133,6.170767784118652,8.850666999816895,15995.2548828125,0.5622866894197952
65,medium,False,0.03150000050663948,0.0386245958507061,0.00712459534406662,0.37130096554756165,0.384876549243927,0.013575583696365356,0.4237133264541626,0.5011478066444397,0.0774344801902771,0.07893766462802887,14.635311126708984,26.226024627685547,4.235300540924072,5.3976898193359375,6368.22314453125,0.49940968122786306
66,large,False,0.08590000122785568,0.0773322731256485,0.008567728102207184,0.38643741607666016,0.37986278533935547,0.0065746307373046875,0.522818386554718,0.4925979673862457,0.03022041916847229,0.0320921391248703,23.145553588867188,41.201316833496094,8.182835578918457,9.994566917419434,20654.39453125,0.42196531791907516
67,medium,False,0.032999999821186066,0.0296957828104496,0.0033042170107364655,0.24502818286418915,0.24432608485221863,0.00070209801197052,0.6290021538734436,0.5343503952026367,0.09465175867080688,0.0947120189666748,12.47878646850586,22.367599487304688,3.9141147136688232,4.5842790603637695,4886.240234375,0.4151547491995731
68,small,True,0.009850000031292439,0.011945918202400208,0.002095918171107769,0.454965204000473,0.4942256212234497,0.039260417222976685,0.44516226649284363,0.4786648452281952,0.03350257873535156,0.05165458098053932,3.9953269958496094,4.808734893798828,1.5746737718582153,0.9189327955245972,626.81884765625,0.0
69,small,True,0.020649999380111694,0.02362092211842537,0.002970922738313675,0.6975677013397217,0.7272593975067139,0.029691696166992188,0.36331841349601746,0.5162030458450317,0.15288463234901428,0.155769482254982,6.598373889923096,10.191221237182617,1.9624022245407104,2.0167617797851562,1208.1490478515625,0.0851063829787234
70,small,True,0.013399999588727951,0.02286069095134735,0.0094606913626194,0.4691367447376251,0.46927395462989807,0.00013720989227294922,0.6932761073112488,0.48530814051628113,0.20796796679496765,0.20818309485912323,6.0825581550598145,9.304481506347656,1.9862244129180908,1.8764773607254028,1160.06640625,0.0
71,medium,False,0.02954999916255474,0.02815733291208744,0.0013926662504673004,0.47390079498291016,0.43441474437713623,0.039486050605773926,0.5968313217163086,0.48239123821258545,0.11444008350372314,0.12106865644454956,8.508504867553711,14.120719909667969,2.533867120742798,2.8285791873931885,2072.61474609375,0.10367170626349892
72,large,False,0.053300000727176666,0.060537926852703094,0.007237926125526428,0.41020768880844116,0.4164673686027527,0.0062596797943115234,0.5331172347068787,0.49910977482795715,0.03400745987892151,0.035328153520822525,9.249335289001465,16.496498107910156,3.448239803314209,3.7753210067749023,3420.66357421875,0.2212051868802441
73,small,True,0.016100000590085983,0.016678156331181526,0.0005781557410955429,0.49681639671325684,0.5043520331382751,0.0075356364250183105,0.5882427096366882,0.4843823313713074,0.10386037826538086,0.10413499921560287,4.287260055541992,5.385747909545898,1.6328320503234863,1.1021170616149902,696.9139404296875,0.0
74,medium,False,0.029650000855326653,0.03693326190114021,0.0072832610458135605,0.26646724343299866,0.2891467213630676,0.02267947793006897,0.4813736379146576,0.5372449159622192,0.055871278047561646,0.06073717772960663,14.39062786102295,26.058908462524414,4.464765548706055,5.452305793762207,6612.40673828125,0.6163742690058479
75,large,False,0.05204999819397926,0.033527176827192307,0.018522821366786957,0.49169477820396423,0.5032516717910767,0.011556893587112427,0.5023336410522461,0.4938863217830658,0.008447319269180298,0.02340969629585743,11.28306770324707,19.33675765991211,3.19551944732666,3.981376886367798,3620.236083984375,0.34303912647861695
76,medium,False,0.04035000130534172,0.03443637117743492,0.005913630127906799,0.5547751188278198,0.5585214495658875,0.003746330738067627,0.552989661693573,0.506800651550293,0.04618901014328003,0.046716492623090744,11.840253829956055,20.965116500854492,3.354093074798584,4.333404064178467,4169.49072265625,0.5387168141592921
77,large,False,0.07199999690055847,0.06597740948200226,0.006022587418556213,0.3993055522441864,0.4026027321815491,0.003297179937362671,0.4643658399581909,0.49399396777153015,0.029628127813339233,0.030413301661610603,15.31135368347168,30.14735221862793,5.546485424041748,6.684908866882324,9558.552734375,0.2631578947368421
78,small,True,0.021250000223517418,0.02522970736026764,0.003979707136750221,0.3525628447532654,0.3517951965332031,0.0007676482200622559,0.46469399333000183,0.4874917268753052,0.022797733545303345,0.02315521612763405,6.392461776733398,9.681538581848145,2.1208302974700928,1.9945234060287476,1295.58984375,0.6152125279642058
79,medium,False,0.032999999821186066,0.03613656759262085,0.003136567771434784,0.45775848627090454,0.4600009322166443,0.002242445945739746,0.3161616325378418,0.4855513274669647,0.16938969492912292,0.1694335788488388,12.905374526977539,22.621601104736328,3.703425884246826,4.713322639465332,4916.88330078125,0.30457380457380456
80,large,False,0.041749998927116394,0.04569561034440994,0.003945611417293549,0.26207685470581055,0.2524622976779938,0.009614557027816772,0.45507773756980896,0.550627589225769,0.09554985165596008,0.09611337631940842,20.356380462646484,37.76337432861328,6.033506870269775,7.721932888031006,12706.328125,0.651031894934334
81,large,True,0.0515500009059906,0.05825032293796539,0.0067003220319747925,0.41517969965934753,0.4207189083099365,0.005539208650588989,0.5678021311759949,0.49954912066459656,0.06825301051139832,0.06880444288253784,7.5616865158081055,13.126554489135742,3.018094062805176,3.1202714443206787,2491.144287109375,0.16563330380868024
82,large,False,0.05119999870657921,0.041102007031440735,0.010097991675138474,0.5570135712623596,0.5537888407707214,0.0032247304916381836,0.4680989682674408,0.5027958154678345,0.03469684720039368,0.03628001734614372,14.99001693725586,27.216838836669922,4.287558078765869,5.752639293670654,7015.7333984375,0.4965635738831615
83,large,False,0.051249999552965164,0.060181908309459686,0.008931908756494522,0.33804142475128174,0.3721109926700592,0.034069567918777466,0.43818673491477966,0.5004407167434692,0.062253981828689575,0.07152672857046127,16.17646026611328,28.840864181518555,5.069036960601807,6.258615970611572,8523.345703125,0.26618705035971224
84,medium,True,0.03620000183582306,0.020929738879203796,0.015270262956619263,0.2559344172477722,0.245436429977417,0.010497987270355225,0.5804035067558289,0.5000717639923096,0.08033174276351929,0.08244135975837708,6.535782337188721,10.392012596130371,2.194553852081299,1.980446696281433,1329.140869140625,0.33993015133876603
85,small,True,0.02419999986886978,0.01952647604048252,0.0046735238283872604,0.6398106217384338,0.6454682946205139,0.005657672882080078,0.4492028057575226,0.5045260787010193,0.055323272943496704,0.055807847529649734,5.933218479156494,8.723308563232422,1.8747210502624512,1.7337701320648193,1027.837646484375,0.05785123966942149
86,large,False,0.048250000923871994,0.04383457452058792,0.004415426403284073,0.6356028914451599,0.6468426585197449,0.011239767074584961,0.5338985919952393,0.5115096569061279,0.022388935089111328,0.025438018143177032,19.526830673217773,36.024818420410156,5.280517101287842,7.536640644073486,11686.1650390625,0.7701923076923077
87,medium,False,0.03139999881386757,0.03588796406984329,0.004487965255975723,0.5998544096946716,0.6103898286819458,0.01053541898727417,0.3254519999027252,0.515028715133667,0.18957671523094177,0.1899222731590271,15.530667304992676,28.412519454956055,4.297090530395508,5.90613317489624,7356.85302734375,0.27372627372627373
88,small,False,0.02459999918937683,0.030593769624829292,0.005993770435452461,0.5178534984588623,0.5193006992340088,0.0014472007751464844,0.6927814483642578,0.49840250611305237,0.19437894225120544,0.19447670876979828,9.470349311828613,15.618619918823242,2.730206251144409,3.2387824058532715,2545.31396484375,0.08004926108374384
89,medium,True,0.03635000064969063,0.04100186005234718,0.004651859402656555,0.47358524799346924,0.4630115330219269,0.010573714971542358,0.6463257074356079,0.49596482515335083,0.15036088228225708,0.15080398321151733,5.6612677574157715,8.186412811279297,2.0038700103759766,1.9165501594543457,1191.4210205078125,0.04326923076923077
90,small,True,0.023399999365210533,0.02448134869337082,0.001081349328160286,0.38812658190727234,0.3815212547779083,0.006605327129364014,0.3461754322052002,0.481911838054657,0.1357364058494568,0.1359013319015503,6.711978435516357,10.206238746643066,2.165424346923828,2.139569044113159,1395.51708984375,0.2872503840245776
91,small,True,0.014550000429153442,0.027632541954517365,0.013082541525363922,0.5599475502967834,0.5382932424545288,0.02165430784225464,0.561525821685791,0.5023481249809265,0.0591776967048645,0.06435885280370712,6.9870285987854,11.089751243591309,2.1544344425201416,2.2432751655578613,1437.4007568359375,0.3185483870967742
92,medium,True,0.025599999353289604,0.021631978452205658,0.003968020901083946,0.23644590377807617,0.25266724824905396,0.016221344470977783,0.41816604137420654,0.497781902551651,0.07961586117744446,0.08134840428829193,6.184993267059326,9.476698875427246,2.169069766998291,1.927384853363037,1272.780029296875,0.46570972886762363
93,medium,True,0.026200000196695328,0.01993834599852562,0.006261654198169708,0.3093137741088867,0.30567988753318787,0.0036338865756988525,0.41001617908477783,0.4848012626171112,0.07478508353233337,0.07513469457626343,5.0084686279296875,7.117637634277344,1.8041353225708008,1.3828861713409424,866.206298828125,0.16958041958041958
