split,sample_index,defect_type,true_area,area_bin,defect_centroid_x,defect_centroid_y,max_abs_bz,peak_to_peak_bz,mean_abs_bz,std_bz,l2_energy_bz,signal_snr,bz_peak_x,bz_peak_value,peak_centroid_dx_abs,low_signal,num_defects,num_vertices,complexity_level,baseline_iou,baseline_dice,baseline_pred_area,baseline_area_error,baseline_center_error,baseline_pred_area_zero,baseline_pred_area_lt_true,baseline_pred_area_gt_true
train,10,multi_defect,12.182139151047977,medium,-3.4518844293802977,5.525252528190613,15.90002155303955,28.604538917541504,5.058405825607479,6.356764850570695,8659.379894511845,nan,-1.4321608543395996,15.90002155303955,2.019723575040698,False,3.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,11,polygon,5.756060748870169,small,5.898141494503728,2.617177064456637,6.9910478591918945,10.76296091079712,2.0695758802909405,2.216686819003342,1368.4529953641713,nan,7.16080379486084,6.9910478591918945,1.2626623003571122,True,1.0,7.0,2.0,nan,nan,nan,nan,nan,,,
train,12,polygon,5.13172611737896,small,-1.0984447407881655,5.891256793670202,5.485884189605713,8.396483659744263,1.8987292258627713,1.6913058304529358,1030.7430772247944,nan,0.5276381969451904,5.485884189605713,1.6260829377333559,True,1.0,5.0,2.0,nan,nan,nan,nan,nan,,,
train,13,multi_defect,13.659223523112544,large,0.7830960835468277,4.126549773125877,8.567200660705566,13.572358131408691,2.513413777947426,2.9511996222107224,2186.840932651192,nan,3.693467378616333,8.567200660705566,2.9103712950695053,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,14,rotated_rect,8.131577883324525,medium,-0.03500649299514427,3.7528846460335266,10.686458587646484,18.170238971710205,3.0889350268617273,3.796487531311353,3346.2132041631967,nan,1.1306532621383667,10.686458587646484,1.165659755133511,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,15,multi_defect,11.953724041965827,medium,2.7077105180852734,4.0099079921746705,5.974405288696289,9.840122699737549,2.1417099262797272,2.295512979596799,1452.5171060172286,nan,7.763819217681885,5.974405288696289,5.056108699596612,True,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,16,rotated_rect,9.745711320838382,medium,-3.4673366993665695,4.191919201612473,14.270028114318848,25.754182815551758,4.114528093994595,5.236215898993934,6005.234576261746,nan,-2.185929536819458,14.270028114318848,1.2814071625471115,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,17,rotated_rect,8.466586709978344,medium,7.007881133676433,6.719896801941687,11.623300552368164,20.193767547607422,3.0622857502289116,4.183316604345851,3810.257981946653,nan,8.517587661743164,11.623300552368164,1.5097065280667312,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,18,polygon,5.11649844344015,small,0.8385678408223958,2.9942279883793423,8.524715423583984,14.33791971206665,2.570168895125389,2.918802621049847,2154.326541598392,nan,1.8844220638275146,8.524715423583984,1.0458542230051189,False,1.0,9.0,2.0,nan,nan,nan,nan,nan,,,
train,19,multi_defect,17.390003638120987,large,-4.572380284477032,5.28790532582278,5.8750200271606445,10.206806659698486,2.4453748938255013,2.2804365760821734,1580.0787656152122,nan,0.07537688314914703,5.8750200271606445,4.647757167626179,True,3.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,20,rotated_rect,9.958898755981721,medium,-5.214835641945538,6.595156458175146,12.856718063354492,22.935531616210938,3.8094381912983954,4.657721133487438,4898.110036165447,nan,-3.8442211151123047,12.856718063354492,1.3706145268332337,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,21,rotated_rect,11.405527780168669,medium,-3.8011486040097533,6.286361612210445,9.16886043548584,15.16953182220459,2.7805121478298678,3.1483612524985083,2487.210419833468,nan,-2.336683511734009,9.16886043548584,1.4644650922757445,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,22,multi_defect,11.557804519556768,medium,-2.9601565153388325,5.029211757054285,6.365818023681641,9.973024368286133,2.1575120527576654,2.0752819740000388,1343.8004245237387,nan,-0.979899525642395,6.365818023681641,1.9802569896964375,True,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,23,rotated_rect,16.04996833150571,large,-0.7346028013745114,4.588676133463459,10.662627220153809,18.567232608795166,3.1060617511719464,3.8137250875279776,3365.1784553818143,nan,0.5276381969451904,10.662627220153809,1.2622409983197018,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,24,rotated_rect,6.1367525973404184,small,4.011434352131695,4.789332531817793,9.327466011047363,15.541858673095703,2.6029218946769834,3.146697427008986,2376.4209108828304,nan,5.35175895690918,9.327466011047363,1.3403246047774848,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,25,polygon,6.456533750055428,small,-1.4531383297212843,2.6877263120885164,7.823749542236328,12.791629791259766,2.4319160072063095,2.630275657382318,1860.8841570446825,nan,-0.37688443064689636,7.823749542236328,1.076253899074388,False,1.0,7.0,2.0,nan,nan,nan,nan,nan,,,
train,26,polygon,5.45150727009397,small,-3.14098425417639,3.9540657857276873,8.143693923950195,13.074709415435791,2.502709612653125,2.716380966483766,1969.1667102933598,nan,-1.5829145908355713,8.143693923950195,1.5580696633408189,False,1.0,6.0,2.0,nan,nan,nan,nan,nan,,,
train,27,rotated_rect,11.877585672271778,medium,-7.220139163579696,6.81442630474384,17.857343673706055,32.70630073547363,5.404774714112282,6.784417011858268,9954.03075994475,nan,-5.804019927978516,17.857343673706055,1.4161192356011805,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,28,rotated_rect,8.390448340284294,medium,1.3243622790663732,6.618269807846707,8.050118446350098,13.537389278411865,2.4374846848472953,2.786739371882247,1974.3841253248443,nan,2.638190984725952,8.050118446350098,1.313828705659579,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,29,polygon,3.3957712883546236,small,-2.660499810370629,4.886080537676277,6.5912699699401855,10.16741418838501,2.1476635352708398,2.053735795299721,1337.0090956991733,nan,-3.241205930709839,6.5912699699401855,0.5807061203392099,True,1.0,7.0,2.0,nan,nan,nan,nan,nan,,,
train,30,multi_defect,15.288584634565211,large,-3.636258992540884,4.347961687709231,18.153839111328125,33.75957679748535,5.508770940508693,7.139178277993171,10774.687565548618,nan,-1.8844220638275146,18.153839111328125,1.7518369287133693,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,31,polygon,4.294204050744412,small,5.221319363472309,3.459058644078302,5.942862510681152,9.05481743812561,1.9250850400701165,1.8733410654486287,1117.4630325889405,nan,6.557788848876953,5.942862510681152,1.3364694854046437,True,1.0,8.0,2.0,nan,nan,nan,nan,nan,,,
train,32,polygon,3.776463136824873,small,4.559085753656203,3.861192552312728,6.601241588592529,10.307432889938354,1.9959325349144637,2.042557938810897,1240.4346206650193,nan,5.954773902893066,6.601241588592529,1.3956881492368636,True,1.0,6.0,2.0,nan,nan,nan,nan,nan,,,
train,33,multi_defect,15.121080221238302,large,0.31069243812609054,4.774125953695445,12.492859840393066,22.04659366607666,4.138471339195966,5.039660468848032,5514.199943796504,nan,4.597990036010742,12.492859840393066,4.287297597884652,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,34,rotated_rect,9.562979233572662,medium,-6.023189179456917,3.578459755060779,7.600164890289307,11.917973041534424,2.378164654788561,2.3959864408835467,1671.196040460767,nan,-4.447236061096191,7.600164890289307,1.5759531183607258,True,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,35,polygon,5.22309216101182,small,-1.1460362997764053,6.296787114602136,7.178421974182129,11.449691772460938,2.306250078053563,2.3901230758981313,1626.4743802420278,nan,-0.5276381969451904,7.178421974182129,0.6183981028312149,True,1.0,6.0,2.0,nan,nan,nan,nan,nan,,,
train,36,rotated_rect,11.512121497740338,medium,0.7948472496693727,4.2398856277503665,11.334486961364746,19.397668838500977,3.1619249480299185,3.9943538683105855,3608.2757186293065,nan,2.0351758003234863,11.334486961364746,1.2403285506541137,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,37,polygon,9.136604363285983,medium,6.267839179436366,3.1163299586375555,8.10515308380127,13.339925289154053,2.320746037675999,2.7675031659800986,1893.15818635162,nan,7.311557769775391,8.10515308380127,1.043718590339025,False,1.0,7.0,2.0,nan,nan,nan,nan,nan,,,
train,38,rotated_rect,10.81164849655508,medium,-5.199094056747329,5.595105990893404,12.861042022705078,22.519015312194824,3.8270418550097385,4.676450118013027,4949.762834197489,nan,-3.693467378616333,12.861042022705078,1.5056266781309962,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,39,multi_defect,6.289029336728518,small,-6.450472708764434,3.9939344945311834,4.90501594543457,6.899994134902954,1.8548772181219828,1.4366398747232239,909.7874699976826,nan,-4.748743534088135,4.90501594543457,1.7017291746762995,True,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,40,rotated_rect,8.085894861508095,medium,-2.265707066587809,3.8113717148308477,9.773874282836914,16.10812997817993,2.802162478417158,3.2235654620836423,2567.9965967209905,nan,-0.8291457295417786,9.773874282836914,1.4365613370460304,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,41,rotated_rect,11.679625911067248,medium,5.05084090313669,3.871175900742781,8.98279857635498,15.219727516174316,2.564142322091211,3.1447485548102256,2353.499866356787,nan,6.25628137588501,8.98279857635498,1.20544047274832,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,42,multi_defect,14.116053741276843,large,-1.7687954316729482,5.213298017281673,13.362443923950195,23.853028297424316,3.9473845309577884,5.063633023992102,5623.570563939025,nan,0.07537688314914703,13.362443923950195,1.8441723148220952,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,43,polygon,6.182435619156848,small,-5.085897460946896,4.108822214192357,7.9923787117004395,12.9415922164917,2.524831013197545,2.6840671079723353,1947.6424500727753,nan,-2.788944721221924,7.9923787117004395,2.296952739724972,False,1.0,6.0,2.0,nan,nan,nan,nan,nan,,,
train,44,rotated_rect,17.679329442958377,large,6.426512412835975,5.939759347276581,16.45132827758789,29.73159885406494,4.284187265792862,6.150459269174732,7849.8177405572205,nan,7.914572715759277,16.45132827758789,1.4880603029233024,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,45,polygon,9.974126429920531,medium,5.138632091129099,6.842778923675304,12.070720672607422,21.594003677368164,3.2886408160440626,4.4348014955362425,4275.834750358417,nan,6.8592963218688965,12.070720672607422,1.7206642307397972,False,1.0,9.0,2.0,nan,nan,nan,nan,nan,,,
train,46,rotated_rect,3.243494548966524,small,2.3083728378367536,3.370797158406934,6.3287672996521,9.406132221221924,1.9441399717703463,1.8748239449247477,1130.1377425635537,nan,3.693467378616333,6.3287672996521,1.3850945407795794,True,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,47,multi_defect,9.075693667530743,medium,-3.4458365856401074,4.611890712840445,6.8630523681640625,11.55111312866211,2.722049148884835,2.7857131033485354,2089.0243608518967,nan,-6.4070353507995605,6.8630523681640625,2.961198765159453,True,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,48,polygon,5.28400285676706,small,4.114882779739776,5.813466070708349,6.97299861907959,11.057721138000488,2.0955138289462774,2.240751180617908,1405.1595329475056,nan,5.653266429901123,6.97299861907959,1.5383836501613475,True,1.0,6.0,2.0,nan,nan,nan,nan,nan,,,
train,49,rotated_rect,10.52232269171769,medium,4.543448070713821,6.8363811669577395,6.439952373504639,9.752946615219116,1.9548603187594562,1.9525455843836077,1168.893894511556,nan,6.25628137588501,6.439952373504639,1.7128333051711886,True,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,50,rotated_rect,13.841955610378264,large,4.434631909998862,4.8695980686821425,18.681419372558594,34.59652900695801,5.051837388500571,7.200369723272099,10665.24253425121,nan,5.804019927978516,18.681419372558594,1.369388017979654,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,51,rotated_rect,16.71998598481335,large,0.0793585402039448,5.3022023493692085,16.343551635742188,29.956506729125977,4.64477953374204,6.232913303019588,8214.351053739523,nan,1.2814069986343384,16.343551635742188,1.2020484584303937,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,52,multi_defect,17.268182246610507,large,2.5911302644319214,4.379331237582303,18.295682907104492,32.73254108428955,4.835562522712862,6.811515372488864,9623.806815908629,nan,5.35175895690918,18.295682907104492,2.7606286924772583,False,3.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,53,rotated_rect,6.684948859137577,small,6.701674676430253,4.854697312743897,7.506472110748291,12.217183589935303,2.156923543177545,2.4648212603751767,1583.938056871939,nan,8.36683464050293,7.506472110748291,1.6651599640726769,True,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,54,polygon,4.644440551337041,small,-3.3825685829412744,6.701440625112565,4.792581558227539,6.757313013076782,1.7508000214770436,1.3000926620494597,816.2220372730812,nan,-2.185929536819458,4.792581558227539,1.1966390461218164,True,1.0,6.0,2.0,nan,nan,nan,nan,nan,,,
train,55,multi_defect,12.928295174049666,large,0.7613154151273981,4.746998850111406,9.761381149291992,17.545477390289307,3.9213498225202783,4.59529487249743,4628.361050237342,nan,8.668341636657715,9.761381149291992,7.907026221530317,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,56,polygon,8.131577883324525,medium,3.5565467805005193,4.8299474184879205,12.72122859954834,22.79912281036377,3.507376840375364,4.679701665767805,4759.703814888274,nan,5.050251483917236,12.72122859954834,1.493704703416717,False,1.0,7.0,2.0,nan,nan,nan,nan,nan,,,
train,57,polygon,4.766261942847521,small,0.7920593356076902,5.803401432098291,7.33876895904541,11.721717834472656,2.2534347051009536,2.402659629996136,1590.5726536409165,nan,2.336683511734009,7.33876895904541,1.5446241761263186,True,1.0,6.0,2.0,nan,nan,nan,nan,nan,,,
train,58,polygon,7.065640707607827,small,-7.206614977326886,6.020114937732959,6.640552997589111,10.220558166503906,2.22555752273649,2.0652404811302993,1387.3041444971857,nan,-5.050251483917236,6.640552997589111,2.15636349340965,True,1.0,6.0,2.0,nan,nan,nan,nan,nan,,,
train,59,rotated_rect,7.842252078487135,medium,2.2207640091192373,5.6367559090401365,11.241861343383789,19.640380859375,3.2352388452738525,4.120157608186116,3813.612592009061,nan,3.693467378616333,11.241861343383789,1.4727033694970957,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,60,rotated_rect,8.009756491814045,medium,-7.425053038977851,6.351538193996415,10.888947486877441,18.503360748291016,3.347261665947735,3.790962386027262,3488.6616898157645,nan,-5.954773902893066,10.888947486877441,1.4702791360847849,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,61,polygon,5.5581009876656395,small,5.832931779835322,6.8055901501276725,8.706393241882324,14.629977226257324,2.3778950935043395,2.9251777859439376,2060.0349705957774,nan,8.668341636657715,8.706393241882324,2.835409856822393,False,1.0,5.0,2.0,nan,nan,nan,nan,nan,,,
train,62,polygon,4.811944964663951,small,-5.751065453396568,5.766206377669226,7.347931385040283,11.650120258331299,2.3692592543084174,2.417879304627304,1680.7471859786717,nan,-3.8442211151123047,7.347931385040283,1.9068443382842633,True,1.0,5.0,2.0,nan,nan,nan,nan,nan,,,
train,63,rotated_rect,9.030010645714313,medium,-0.1765573221756676,3.412029228765285,13.709967613220215,24.552593231201172,3.8245227044448256,4.9993973267952265,5442.509158353454,nan,1.2814069986343384,13.709967613220215,1.457964320810006,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,64,multi_defect,15.8824639181788,large,5.150994665442125,6.021577231607409,11.08816909790039,19.657716751098633,3.1398530734702943,4.1471460758136525,3782.405900688643,nan,6.708542823791504,11.08816909790039,1.5575481583493787,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,65,polygon,11.466438475923908,medium,4.616008322235756,4.446054161623971,18.728618621826172,34.39466571807861,5.018941842842614,7.1916162279044915,10650.59199261226,nan,6.25628137588501,18.728618621826172,1.6402730536492536,False,1.0,9.0,2.0,nan,nan,nan,nan,nan,,,
train,66,rotated_rect,16.84180737632383,large,-1.1564149838917726,3.4604635831460384,19.348957061767578,35.56266403198242,5.4478733814368026,7.356077565860239,11303.478466089571,nan,0.2261306494474411,19.348957061767578,1.3825456333392137,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,67,multi_defect,10.58323338747293,medium,-5.35631394077548,5.61194681263656,16.936567306518555,30.820122718811035,5.2697882296144964,6.6309558319412005,9422.65713083694,nan,-3.5427136421203613,16.936567306518555,1.8136002986551185,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,68,multi_defect,29.800557898251114,large,1.932182624357418,4.9490304177490865,11.597404479980469,20.22718334197998,4.017300029806793,4.8306564683117195,5039.832804854567,nan,2.788944721221924,11.597404479980469,0.8567620968645058,False,3.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,69,rotated_rect,5.695150053114929,small,4.460941074366238,5.9182736516636325,9.224916458129883,15.628361701965332,2.6379147015884516,3.2513237715296377,2500.849570539734,nan,5.954773902893066,9.224916458129883,1.4938328285268287,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,70,polygon,10.50709501777888,medium,0.4996722730173581,5.983604158180348,8.48414421081543,14.25132703781128,2.5769574475428088,2.949971414661591,2186.6704673558725,nan,2.0351758003234863,8.48414421081543,1.5355035273061282,False,1.0,6.0,2.0,nan,nan,nan,nan,nan,,,
train,71,polygon,2.3298341126379256,small,6.990343873017753,3.6390043987947354,2.9450082778930664,2.690242111682892,1.477910175770521,0.501713093083095,487.18690308341183,nan,9.874371528625488,2.9450082778930664,2.884027655607735,True,1.0,5.0,2.0,nan,nan,nan,nan,nan,,,
train,72,rotated_rect,9.517296211756232,medium,-6.6492060409545894,3.885252519226074,6.441585063934326,9.745753288269043,2.1303214011201637,1.953009558025212,1286.456281445032,nan,-5.050251483917236,6.441585063934326,1.5989545570373531,True,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,73,multi_defect,15.181990916993541,large,4.044268476329333,5.627488517713403,14.798255920410156,29.375908851623535,4.953969164905138,6.604537855564571,9028.029366975892,nan,7.010050296783447,14.798255920410156,2.965781820454114,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,74,multi_defect,9.821849690532432,medium,-1.6231155769769536,4.886383211427881,8.721369743347168,14.399507999420166,2.697000571358949,3.060907816202854,2353.902395758863,nan,0.37688443064689636,8.721369743347168,2.00000000762385,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,75,polygon,3.3805436144158136,small,-3.334917839582976,6.064246072425498,6.189210414886475,9.5706627368927,2.0765576848736966,1.955233510877007,1245.8628405655747,nan,-2.0351758003234863,6.189210414886475,1.2997420392594896,True,1.0,5.0,2.0,nan,nan,nan,nan,nan,,,
train,76,polygon,4.324659398622032,small,-1.779849949017377,5.551287538568738,6.77388858795166,10.460105180740356,2.0870295172755142,2.0348884458653047,1298.0433836903858,nan,-0.37688443064689636,6.77388858795166,1.4029655183704806,True,1.0,9.0,2.0,nan,nan,nan,nan,nan,,,
train,77,multi_defect,30.912178095784242,large,2.8821447162498983,5.709260080835502,27.508272171020508,45.70970153808594,8.305617092177272,10.690123834043852,23062.92812798272,nan,8.065326690673828,27.508272171020508,5.183181974423929,False,3.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,78,polygon,6.426078402177808,small,7.2354664440968595,5.252046544404957,8.072810173034668,13.521808624267578,2.2755240973224864,2.7001216230736853,1818.0215867674158,nan,9.12060260772705,8.072810173034668,1.8851361636301913,False,1.0,9.0,2.0,nan,nan,nan,nan,nan,,,
train,79,multi_defect,8.512269731794774,medium,-1.6090739916390298,4.4897996018739,6.9360198974609375,9.917141437530518,2.1529356272518636,2.187314527142251,1431.1215302815685,nan,0.37688443064689636,6.9360198974609375,1.9859584222859261,True,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,80,rotated_rect,11.07051895351485,medium,0.6889675302223457,5.3268586880895095,10.686330795288086,18.757347106933594,3.110115387707483,3.8698948035201437,3433.627369213207,nan,2.0351758003234863,10.686330795288086,1.3462082701011406,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,81,polygon,9.349791798429322,medium,-0.961484946892976,3.75777316714731,13.603472709655762,24.042085647583008,3.8663263278547673,4.997289395007405,5465.833025087846,nan,0.37688443064689636,13.603472709655762,1.3383693775398724,False,1.0,9.0,2.0,nan,nan,nan,nan,nan,,,
train,82,polygon,3.639414071375583,small,0.3112844559188667,5.385655732334408,3.8092081546783447,4.489765048027039,1.5246790491603315,0.8903197873652153,590.8277714234904,nan,2.4874372482299805,3.8092081546783447,2.1761527923111137,True,1.0,5.0,2.0,nan,nan,nan,nan,nan,,,
train,83,multi_defect,13.461263761908015,large,1.7193433142423091,4.99737190863126,7.082162857055664,10.334319829940796,2.1473168404051104,2.338512952990314,1501.2175612046694,nan,7.914572715759277,7.082162857055664,6.195229401516968,True,3.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,84,multi_defect,10.35481827839078,medium,2.6067100165959665,6.0298574040917785,8.054885864257812,12.701032161712646,2.4174268406629564,2.778154017000316,1950.525682531082,nan,4.597990036010742,8.054885864257812,1.9912800194147757,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,85,rotated_rect,7.004730011852587,small,3.0521083632241126,5.406236297151317,11.182580947875977,19.519165992736816,3.1643075368367137,4.079162166640312,3732.7010073573224,nan,4.597990036010742,11.182580947875977,1.5458816727866296,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,86,polygon,4.416025442254892,small,0.2178132066438938,4.46220829240207,4.366213321685791,5.712989449501038,1.6625213986076415,1.1760302104149165,733.2044346019968,nan,2.0351758003234863,4.366213321685791,1.8173625936795925,True,1.0,9.0,2.0,nan,nan,nan,nan,nan,,,
train,87,multi_defect,11.984179389843447,medium,3.0253235722360645,6.099495587536764,14.363768577575684,25.85688304901123,4.075053508467972,5.485078879677021,6400.918804456101,nan,4.597990036010742,14.363768577575684,1.5726664637746777,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,88,rotated_rect,7.217917446995926,small,0.39851154600769156,5.1246643725326795,8.307984352111816,13.618578910827637,2.4514102415461094,2.759034494224927,1955.2345588985747,nan,2.0351758003234863,8.307984352111816,1.6366642543157948,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,89,multi_defect,16.43066017997596,large,0.569553048261014,5.098154851581566,11.76758861541748,20.417668342590332,3.3408882262930275,4.227470924684142,4019.167213466206,nan,1.8844220638275146,11.76758861541748,1.3148690155665006,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,90,polygon,5.954020510074699,small,0.36878767148460573,6.7227259743244145,10.048084259033203,17.255553245544434,2.9626551348529757,3.5984447366073273,3037.3849658399245,nan,1.5829145908355713,10.048084259033203,1.2141269193509656,False,1.0,5.0,2.0,nan,nan,nan,nan,nan,,,
train,91,rotated_rect,8.192488579079765,medium,7.449982262012241,6.147347080663234,10.846148490905762,18.823051929473877,2.9028557853715027,3.889773092222769,3329.4469189602437,nan,8.969849586486816,10.846148490905762,1.5198673244745757,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
train,92,polygon,9.075693667530743,medium,-2.7087619290155853,3.384516299570967,12.095834732055664,21.25963592529297,3.5604246168583633,4.450852429507289,4457.288956955577,nan,-0.5276381969451904,12.095834732055664,2.181123732070395,False,1.0,5.0,2.0,nan,nan,nan,nan,nan,,,
train,93,multi_defect,20.054846577412732,large,-3.6745802009295767,6.6285481887417665,9.120686531066895,15.66968822479248,2.991978838481009,3.3526075357040583,2779.603249502774,nan,-5.502512454986572,9.120686531066895,1.8279322540569956,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,94,multi_defect,18.105704313245056,large,-1.08120501552739,5.431522968739798,7.624337196350098,12.572726726531982,2.797963376513217,3.035002061881834,2297.9328849408607,nan,-4.597990036010742,7.624337196350098,3.5167850204833524,False,2.0,nan,3.0,nan,nan,nan,nan,nan,,,
train,95,polygon,6.6544935112599575,small,-7.618929896802051,4.953886682436177,8.177165031433105,13.347590923309326,2.605929207811132,2.675268256553784,1989.9609690210511,nan,-6.25628137588501,8.177165031433105,1.3626485209170411,False,1.0,9.0,2.0,nan,nan,nan,nan,nan,,,
train,96,rotated_rect,9.212742732980033,medium,-6.927073380966817,3.678604218585432,8.599516868591309,13.71384859085083,2.618462172690779,2.7443533744395503,2058.629400228509,nan,-5.502512454986572,8.599516868591309,1.424560925980245,False,1.0,nan,2.0,nan,nan,nan,nan,nan,,,
