sample_id,source_pack,source_sample_id,split,defect_type,center_x,center_y,width,length,depth,angle_deg,vertex_count,polygon_area,n_lines,signal_length,signal_shape,mask_shape,mask_area,delta_bz_min,delta_bz_max,delta_bz_mean,delta_bz_std,has_bz_no_defect,has_bz_defect,has_delta_bz,has_mask,has_coords,delta_matches_defect_minus_reference,notes
rect_0019,pilot_v2_rectangular_notch,sample_028,train,rectangular_notch,0.00075,0.0,0.013,0.006,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",378,-0.0017289823006841514,0.0017015486074377824,-4.236535750426295e-05,0.000710152990296887,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0020,pilot_v2_rectangular_notch,sample_029,train,rectangular_notch,0.0015,0.0,0.014,0.0075,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",528,-0.0014817295160385671,0.0015370804970149044,-9.156118242410725e-05,0.0005192887721141943,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0021,pilot_v2_rectangular_notch,sample_031,train,rectangular_notch,-0.003,-0.0005,0.013,0.008,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",525,-0.0017999145358051812,0.001836241345734034,-4.312355412615388e-06,0.0007667577080923438,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0022,pilot_v2_rectangular_notch,sample_032,train,rectangular_notch,0.0015,-0.0005,0.015,0.007,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",528,-0.0021131480956370526,0.0015060399871460227,-4.886051415309508e-05,0.0006993092536660733,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0023,pilot_v2_rectangular_notch,sample_034,train,rectangular_notch,0.00075,-0.0005,0.016,0.0095,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",780,-0.0020952831127171822,0.0017992357401794474,-4.150917404696709e-05,0.0007938345346080218,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0024,pilot_v2_rectangular_notch,sample_035,val,rectangular_notch,0.0,0.0005,0.008,0.0075,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",276,-0.0015816252771367265,0.0015653066464860334,-6.144248341282561e-05,0.0005903950589232151,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0025,pilot_v2_rectangular_notch,sample_037,train,rectangular_notch,0.0015,-0.0005,0.016,0.0085,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",675,-0.0018087879910286889,0.0013888120621445826,-2.9643319182808958e-05,0.0006140572613104679,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0026,pilot_v2_rectangular_notch,sample_038,train,rectangular_notch,0.003,0.0,0.013,0.01,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",672,-0.0013470419754108309,0.0014510694424415614,-5.7855833479989874e-05,0.0005855186864961963,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0027,pilot_v2_rectangular_notch,sample_040,val,rectangular_notch,-0.00075,-0.0005,0.008,0.0085,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",351,-0.00192544265003589,0.0017834388490653211,-4.89279900509923e-05,0.0007259322448954495,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0028,pilot_v2_rectangular_notch,sample_041,val,rectangular_notch,0.00075,-0.0005,0.009,0.006,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",266,-0.0014499169617816685,0.0012337508148901437,-4.2862584030891964e-05,0.000462335461530477,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0029,pilot_v2_rectangular_notch,sample_043,train,rectangular_notch,0.0,0.001,0.011,0.006,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",342,-0.0015565126555166075,0.0013092701234071586,-4.7813206675692705e-05,0.0004960880954638228,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0030,pilot_v2_rectangular_notch,sample_044,train,rectangular_notch,0.00075,0.0005,0.012,0.0095,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",570,-0.002042154967170615,0.0014829293578543117,-7.621631487244255e-05,0.0006543911118060147,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0031,pilot_v2_rectangular_notch,sample_046,train,rectangular_notch,0.0,-0.001,0.014,0.01,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",704,-0.0015560166898485805,0.0016272919130415034,-4.450051033222222e-05,0.0006662029912849214,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0032,pilot_v2_rectangular_notch,sample_047,val,rectangular_notch,-0.0015,0.0005,0.01,0.006,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",304,-0.0014369666971028243,0.0013333936857979419,-6.335095574469345e-05,0.0005014552793899702,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0033,pilot_v2_rectangular_notch,sample_049,test,rectangular_notch,0.003,-0.001,0.01,0.009,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",448,-0.0010596925803413283,0.001612031999625127,2.399695136800927e-05,0.0005314427454165264,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0034,pilot_v2_rectangular_notch,sample_050,val,rectangular_notch,0.003,-0.001,0.009,0.007,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",308,-0.001551664084306189,0.0017205556468937212,-5.4491859817507385e-05,0.0006407913725035475,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0035,pilot_v2_rectangular_notch,sample_052,train,rectangular_notch,-0.00225,0.001,0.015,0.01,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",736,-0.0018322722871435522,0.0016794388450102962,-2.460859606234599e-05,0.0005726140715761357,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0036,pilot_v2_rectangular_notch,sample_053,train,rectangular_notch,-0.00225,-0.0005,0.011,0.0095,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",510,-0.0015766625409144985,0.0014592358378131892,-6.6157120836218415e-06,0.0006147290571007834,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0037,pilot_v2_rectangular_notch,sample_055,train,rectangular_notch,0.003,0.0005,0.011,0.008,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",425,-0.0015479916157877943,0.0018638544015772344,-3.090238562658369e-05,0.0006570600054417481,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0038,pilot_v2_rectangular_notch,sample_056,train,rectangular_notch,0.00075,-0.0005,0.013,0.0065,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",441,-0.0016880443436070231,0.0010788449979959838,-0.00012674384137403705,0.0005327079823578728,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0039,pilot_v2_rectangular_notch,sample_058,train,rectangular_notch,-0.0015,0.0,0.013,0.01,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",672,-0.0017525878696283018,0.0015407632543638645,-5.697997376463858e-05,0.0006441320033476049,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0040,pilot_v2_rectangular_notch,sample_059,val,rectangular_notch,0.00075,-0.0005,0.009,0.007,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",308,-0.00155711181577721,0.0016023662962012953,-5.374230724267476e-05,0.0006409393872197289,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0041,pilot_v2_rectangular_notch,sample_061,train,rectangular_notch,0.00225,-0.0005,0.014,0.006,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",437,-0.001798016569542368,0.0015071794428299277,-5.203049340809817e-05,0.0006532552765849186,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0042,pilot_v2_rectangular_notch,sample_062,train,rectangular_notch,0.003,0.001,0.014,0.009,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",616,-0.0013626700056016774,0.0013683748698289176,4.2452145418786014e-05,0.0005191921761568154,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0043,pilot_v2_rectangular_notch,sample_064,train,rectangular_notch,0.00225,0.0,0.013,0.0075,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",504,-0.001405060782002756,0.0015384118220944103,-4.261054910995308e-05,0.0005532507249637594,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0044,pilot_v2_rectangular_notch,sample_065,train,rectangular_notch,0.00225,0.0005,0.008,0.008,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",325,-0.0016893488784978257,0.0016759000560565632,-2.406006247106228e-05,0.0007265233461148217,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0045,pilot_v2_rectangular_notch,sample_067,train,rectangular_notch,-0.00225,0.0005,0.013,0.0075,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",483,-0.0013388309855113887,0.0015441897195675462,4.957792180704304e-05,0.0005907312666507608,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0046,pilot_v2_rectangular_notch,sample_068,test,rectangular_notch,0.0,0.0,0.008,0.0095,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",360,-0.002206581315190641,0.001867182938829307,-5.534531347971867e-05,0.0008234206998375029,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0047,pilot_v2_rectangular_notch,sample_070,train,rectangular_notch,0.00075,0.001,0.008,0.0085,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",351,-0.0015520887514335372,0.001486138479411801,-3.543548968957277e-05,0.0005492356744121366,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0048,pilot_v2_rectangular_notch,sample_071,test,rectangular_notch,-0.00075,-0.0005,0.009,0.0065,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",294,-0.001239723129660602,0.0012939966336568604,2.8231850722127497e-05,0.0004995625226813087,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0049,pilot_v2_rectangular_notch,sample_073,val,rectangular_notch,0.0015,0.0,0.008,0.006,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",234,-0.0011136876440061968,0.0014342690103123514,2.9149128504192005e-06,0.0004763492246503844,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0050,pilot_v2_rectangular_notch,sample_074,train,rectangular_notch,0.003,0.001,0.01,0.006,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",304,-0.0015241250171964473,0.0013589271805289102,-9.425427515556968e-05,0.0005324944352357771,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0051,pilot_v2_rectangular_notch,sample_076,train,rectangular_notch,-0.0015,0.0005,0.011,0.007,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",374,-0.002047630954017214,0.0017850008230575491,-5.069640041859495e-05,0.000703641153080139,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0052,pilot_v2_rectangular_notch,sample_077,train,rectangular_notch,0.00225,0.0,0.014,0.008,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",598,-0.0013568200254083181,0.0014906496355149778,-7.080663995644832e-05,0.0005309681907980112,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0053,pilot_v2_rectangular_notch,sample_079,train,rectangular_notch,-0.00225,0.001,0.013,0.0075,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",504,-0.0017916762919216855,0.001530474435054218,-0.00010070594804813284,0.0006366301243002535,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0054,pilot_v2_rectangular_notch,sample_080,train,rectangular_notch,0.0,-0.001,0.012,0.007,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",440,-0.0017808620348530259,0.001713811121514416,-5.451473033352122e-05,0.0007673960215428971,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0055,pilot_v2_rectangular_notch,sample_082,train,rectangular_notch,-0.0015,0.0005,0.013,0.0075,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",483,-0.0019196387359141712,0.0017210707774540813,-5.2352853515356945e-05,0.0006677061264458758,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0056,pilot_v2_rectangular_notch,sample_083,train,rectangular_notch,-0.003,-0.0005,0.011,0.0065,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",357,-0.0013363412847555598,0.0014702665514919552,1.5729503301811071e-06,0.000639876194020586,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0057,pilot_v2_rectangular_notch,sample_085,train,rectangular_notch,0.0,-0.001,0.016,0.007,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",572,-0.0013470076589904316,0.0014851030744129135,-2.569538472813165e-05,0.0005984033640812871,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0058,pilot_v2_rectangular_notch,sample_086,train,rectangular_notch,0.0,0.0005,0.008,0.008,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",300,-0.0016127534451952901,0.0014602447146939137,-1.3281560538783882e-05,0.0006052019900989353,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0059,pilot_v2_rectangular_notch,sample_088,train,rectangular_notch,0.0,0.0,0.012,0.009,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",560,-0.0019252509229447752,0.001579345776821968,-2.293462118722495e-05,0.0006641575437245174,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0060,pilot_v2_rectangular_notch,sample_089,test,rectangular_notch,0.0015,0.0005,0.008,0.009,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",377,-0.0016354799763086516,0.0015842918386406737,-4.3269309044388396e-05,0.000682370887191382,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0061,pilot_v2_rectangular_notch,sample_091,val,rectangular_notch,0.00075,-0.001,0.008,0.0075,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",312,-0.001333278495100382,0.0012733949554367776,-4.816862621766576e-05,0.00046555205128723194,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0062,pilot_v2_rectangular_notch,sample_092,test,rectangular_notch,0.00225,0.0005,0.011,0.007,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",374,-0.0017340985281216613,0.0015789922138515875,-5.113492703184587e-05,0.0006712253395459558,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0063,pilot_v2_rectangular_notch,sample_094,test,rectangular_notch,0.0015,0.001,0.01,0.008,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",400,-0.0013376430118829815,0.001518282787855279,-6.61260452924565e-05,0.0005051346599342429,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0064,pilot_v2_rectangular_notch,sample_095,test,rectangular_notch,-0.003,-0.0005,0.008,0.009,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",377,-0.0014573434977618765,0.000888364363653201,-5.233408750827902e-05,0.0004576345339543407,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0065,pilot_v2_rectangular_notch,sample_097,train,rectangular_notch,0.00075,0.0,0.016,0.009,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",728,-0.0016811954448457235,0.001789973362901692,2.5572877707086263e-05,0.0005645035186351727,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0066,pilot_v2_rectangular_notch,sample_098,train,rectangular_notch,0.00075,0.001,0.01,0.0075,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",384,-0.0014375229523477854,0.0014303094394677567,-7.230367555920192e-05,0.0006501418792720507,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0067,pilot_v2_rectangular_notch,sample_100,test,rectangular_notch,0.0,0.001,0.011,0.006,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",342,-0.001422744048522606,0.001907443576293626,-3.5123250718367934e-06,0.0006278005110059474,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0068,pilot_v2_rectangular_notch,sample_101,train,rectangular_notch,0.00225,-0.001,0.008,0.007,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",286,-0.0010915728844744744,0.0012148254864735944,-4.684982063641632e-05,0.00045993683882486225,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0069,pilot_v2_rectangular_notch,sample_103,train,rectangular_notch,-0.00225,-0.0005,0.014,0.007,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",506,-0.0016544939313033699,0.001188814943730313,-5.80574440215694e-05,0.0005932947670678199,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0070,pilot_v2_rectangular_notch,sample_104,train,rectangular_notch,0.003,0.0,0.012,0.0095,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",570,-0.0017556198792943113,0.0017115521694579944,-5.8169068344732575e-05,0.0007670798682802971,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0071,pilot_v2_rectangular_notch,sample_106,train,rectangular_notch,0.00225,0.0005,0.016,0.0085,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",675,-0.001431702660425185,0.0016272784310290334,9.91884934992689e-06,0.0005863380745581855,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0072,pilot_v2_rectangular_notch,sample_107,train,rectangular_notch,-0.003,0.0,0.016,0.0095,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",750,-0.001504795837999589,0.0013109890505121889,-3.575579744281335e-05,0.0005453834045696824,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0073,pilot_v2_rectangular_notch,sample_109,train,rectangular_notch,0.0015,0.0005,0.013,0.01,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",651,-0.0019470978907970746,0.001835448985068908,-2.3879159629401985e-05,0.0008056068031937481,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0074,pilot_v2_rectangular_notch,sample_110,train,rectangular_notch,-0.003,0.001,0.013,0.0075,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",504,-0.0015610424371286097,0.0015002154492254126,-1.0169798156637393e-05,0.0005897054963650474,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0075,pilot_v2_rectangular_notch,sample_112,test,rectangular_notch,0.003,-0.0005,0.01,0.0065,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",336,-0.0016178532372569012,0.0014319877878012665,-3.495816439066007e-05,0.0005627900893198981,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0076,pilot_v2_rectangular_notch,sample_113,train,rectangular_notch,0.0,0.0,0.014,0.0075,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",528,-0.001551126007081401,0.0015385177302432622,-1.9875396404570364e-05,0.0005547623995623345,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0077,pilot_v2_rectangular_notch,sample_115,test,rectangular_notch,0.00075,-0.0005,0.009,0.0085,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",378,-0.0014290920591694747,0.0013613215914785328,-3.2584174897733495e-05,0.0005416565750915838,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0078,pilot_v2_rectangular_notch,sample_116,test,rectangular_notch,0.003,0.0,0.011,0.006,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",306,-0.0013566839894156605,0.0014317141454662113,-6.667718789978721e-05,0.0005350867326815638,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0079,pilot_v2_rectangular_notch,sample_118,test,rectangular_notch,-0.00075,0.0,0.008,0.009,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",364,-0.0014936492230817064,0.0013814786101871842,-1.2033544516190204e-05,0.0005966397944560467,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rect_0080,pilot_v2_rectangular_notch,sample_119,train,rectangular_notch,0.003,0.001,0.012,0.01,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",608,-0.0014961189578946528,0.0014676687977544557,-9.604442224486064e-05,0.0005720597427738572,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rot_0001,pilot_v3_rotated_rect,sample_001,val,rotated_rect,-0.003,-0.001,0.008,0.006,0.001,20.0,0,,3,201,"(3, 201)","(64, 128)",240,-0.0018236543657881405,0.0014437145591740107,-1.838585923969547e-05,0.0006660005953237181,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rot_0002,pilot_v3_rotated_rect,sample_002,val,rotated_rect,0.0,0.001,0.012,0.009,0.0015,-30.0,0,,3,201,"(3, 201)","(64, 128)",539,-0.0016277499754272268,0.0015786664670816102,-2.127393642104357e-05,0.0006323376552293486,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rot_0003,pilot_v3_rotated_rect,sample_003,val,rotated_rect,0.003,0.0,0.016,0.007,0.002,-20.0,0,,3,201,"(3, 201)","(64, 128)",560,-0.001554378876752172,0.0013565076475664474,-1.7187153131218307e-05,0.0006277139457986146,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
rot_0004,pilot_v3_rotated_rect,sample_005,val,rotated_rect,0.0015,0.001,0.014,0.008,0.001,10.0,0,,3,201,"(3, 201)","(64, 128)",560,-0.0017138725847805972,0.002078637000481037,1.2345417375646024e-05,0.0007297932177583602,True,True,True,True,True,True,balanced pilot_v7 single-defect mixed sample
