source_pack,sample_id,split,curvature_template,depth_bin,size_bin,aspect_bin,schema_pass,delta_max_abs_error,defect_signal_norm
v1_assembled_source,rbc_pilot_021_deep_small_compact_round,train,round,deep,small_compact,compact,True,0.0,0.018441001001181383
v1_assembled_source,rbc_pilot_022_deep_medium_balanced_round,val,round,deep,medium_balanced,balanced,True,0.0,0.019269286855348497
v1_assembled_source,rbc_pilot_023_deep_large_wide_round,train,round,deep,large_wide,wide,True,0.0,0.02116733812895521
v1_assembled_source,rbc_pilot_025_shallow_small_compact_boxy,train,boxy,shallow,small_compact,compact,True,0.0,0.021485002661349693
v1_assembled_source,rbc_pilot_026_shallow_medium_balanced_boxy,train,boxy,shallow,medium_balanced,balanced,True,0.0,0.022143548938801768
v1_assembled_source,rbc_pilot_027_shallow_large_wide_boxy,train,boxy,shallow,large_wide,wide,True,0.0,0.022437937469058887
v1_assembled_source,rbc_pilot_028_shallow_elongated_boxy,val,boxy,shallow,elongated,narrow,True,0.0,0.020817555605875403
v1_assembled_source,rbc_pilot_029_medium_small_compact_boxy,train,boxy,medium,small_compact,compact,True,0.0,0.021204527160610276
v1_assembled_source,rbc_pilot_030_medium_medium_balanced_boxy,train,boxy,medium,medium_balanced,balanced,True,0.0,0.021456533390632557
v1_assembled_source,rbc_pilot_031_medium_large_wide_boxy,train,boxy,medium,large_wide,wide,True,0.0,0.022006041681119477
v1_assembled_source,rbc_pilot_032_medium_elongated_boxy,test,boxy,medium,elongated,narrow,True,0.0,0.020217577951244754
v1_assembled_source,rbc_pilot_037_shallow_small_compact_LD_dominant,val,LD_dominant,shallow,small_compact,compact,True,0.0,0.02064270123651393
v1_assembled_source,rbc_pilot_038_shallow_medium_balanced_LD_dominant,test,LD_dominant,shallow,medium_balanced,balanced,True,0.0,0.021435889271230066
v1_assembled_source,rbc_pilot_039_shallow_large_wide_LD_dominant,train,LD_dominant,shallow,large_wide,wide,True,0.0,0.020945354482477772
v1_assembled_source,rbc_pilot_040_shallow_elongated_LD_dominant,train,LD_dominant,shallow,elongated,narrow,True,0.0,0.021452907997873655
v1_assembled_source,rbc_pilot_041_medium_small_compact_LD_dominant,val,LD_dominant,medium,small_compact,compact,True,0.0,0.019833305750625856
v1_assembled_source,rbc_pilot_042_medium_medium_balanced_LD_dominant,train,LD_dominant,medium,medium_balanced,balanced,True,0.0,0.02010153664216463
v1_assembled_source,rbc_pilot_043_medium_large_wide_LD_dominant,train,LD_dominant,medium,large_wide,wide,True,0.0,0.01973584028555762
v1_assembled_source,rbc_pilot_044_medium_elongated_LD_dominant,train,LD_dominant,medium,elongated,narrow,True,0.0,0.018696232520855983
v1_assembled_source,rbc_pilot_045_deep_small_compact_LD_dominant,test,LD_dominant,deep,small_compact,compact,True,0.0,0.017666380688945826
v1_assembled_source,rbc_pilot_047_deep_large_wide_LD_dominant,train,LD_dominant,deep,large_wide,wide,True,0.0,0.019608800881695237
v1_assembled_source,rbc_pilot_048_deep_elongated_LD_dominant,train,LD_dominant,deep,elongated,narrow,True,0.0,0.018100934845947204
v1_assembled_source,rbc_pilot_049_shallow_small_compact_WD_dominant,train,WD_dominant,shallow,small_compact,compact,True,0.0,0.021175947099598143
v1_assembled_source,rbc_pilot_050_shallow_medium_balanced_WD_dominant,train,WD_dominant,shallow,medium_balanced,balanced,True,0.0,0.020187230159904864
v1_assembled_source,rbc_pilot_051_shallow_large_wide_WD_dominant,test,WD_dominant,shallow,large_wide,wide,True,0.0,0.020787206411562578
v1_assembled_source,rbc_pilot_052_shallow_elongated_WD_dominant,train,WD_dominant,shallow,elongated,narrow,True,0.0,0.02113888489421432
v1_assembled_source,rbc_pilot_053_medium_small_compact_WD_dominant,train,WD_dominant,medium,small_compact,compact,True,0.0,0.01953675744058107
v1_assembled_source,rbc_pilot_054_medium_medium_balanced_WD_dominant,val,WD_dominant,medium,medium_balanced,balanced,True,0.0,0.020282851231072367
v1_assembled_source,rbc_pilot_055_medium_large_wide_WD_dominant,test,WD_dominant,medium,large_wide,wide,True,0.0,0.01909762424833523
v1_assembled_source,rbc_pilot_058_deep_medium_balanced_WD_dominant,val,WD_dominant,deep,medium_balanced,balanced,True,0.0,0.01803854415697136
v1_assembled_source,rbc_pilot_059_deep_large_wide_WD_dominant,train,WD_dominant,deep,large_wide,wide,True,0.0,0.019484063870810593
v1_assembled_source,rbc_pilot_060_deep_elongated_WD_dominant,train,WD_dominant,deep,elongated,narrow,True,0.0,0.017897548650230514
v1_assembled_source,rbc_pilot_033_deep_small_compact_boxy,train,boxy,deep,small_compact,compact,True,0.0,0.020907794417010565
v1_assembled_source,rbc_pilot_034_deep_medium_balanced_boxy,train,boxy,deep,medium_balanced,balanced,True,0.0,0.021072407566729803
v1_assembled_source,rbc_pilot_035_deep_large_wide_boxy,val,boxy,deep,large_wide,wide,True,0.0,0.022881125638097105
v1_assembled_source,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,elongated,narrow,True,0.0,0.020864256890151228
v1_assembled_source,rbc_topup_safety_train_wd_medium_balanced,train,WD_dominant,medium,medium_balanced,balanced,True,0.0,0.018888855609765835
v2_topup_20_74,rbc_v2topup_001_shallow_small_compact_sharp,train,sharp,shallow,small_compact,compact,True,0.0,0.02000815581576366
v2_topup_20_74,rbc_v2topup_002_shallow_medium_balanced_sharp,train,sharp,shallow,medium_balanced,balanced,True,0.0,0.02114151169822752
v2_topup_20_74,rbc_v2topup_003_shallow_large_wide_sharp,train,sharp,shallow,large_wide,wide,True,0.0,0.022736619139704307
v2_topup_20_74,rbc_v2topup_004_shallow_elongated_sharp,train,sharp,shallow,elongated,narrow,True,0.0,0.021513796880387
v2_topup_20_74,rbc_v2topup_005_medium_small_compact_sharp,train,sharp,medium,small_compact,compact,True,0.0,0.021591052517349375
v2_topup_20_74,rbc_v2topup_006_medium_medium_balanced_sharp,train,sharp,medium,medium_balanced,balanced,True,0.0,0.02083294482257145
v2_topup_20_74,rbc_v2topup_007_medium_large_wide_sharp,train,sharp,medium,large_wide,wide,True,0.0,0.021760561851493603
v2_topup_20_74,rbc_v2topup_009_deep_small_compact_sharp,train,sharp,deep,small_compact,compact,True,0.0,0.02163069527962919
v2_topup_20_74,rbc_v2topup_010_deep_medium_balanced_sharp,train,sharp,deep,medium_balanced,balanced,True,0.0,0.019900957490492224
v2_topup_20_74,rbc_v2topup_011_deep_large_wide_sharp,train,sharp,deep,large_wide,wide,True,0.0,0.021470319072221952
v2_topup_20_74,rbc_v2topup_012_shallow_small_compact_round,train,round,shallow,small_compact,compact,True,0.0,0.022052155346052482
v2_topup_20_74,rbc_v2topup_013_shallow_medium_balanced_round,train,round,shallow,medium_balanced,balanced,True,0.0,0.022681147946804203
v2_topup_20_74,rbc_v2topup_014_shallow_large_wide_round,train,round,shallow,large_wide,wide,True,0.0,0.022759852251094167
v2_topup_20_74,rbc_v2topup_015_shallow_elongated_round,train,round,shallow,elongated,narrow,True,0.0,0.02219029478008101
v2_topup_20_74,rbc_v2topup_016_medium_small_compact_round,train,round,medium,small_compact,compact,True,0.0,0.021692340175003558
v2_topup_20_74,rbc_v2topup_017_medium_medium_balanced_round,train,round,medium,medium_balanced,balanced,True,0.0,0.021158389221815233
v2_topup_20_74,rbc_v2topup_018_medium_large_wide_round,train,round,medium,large_wide,wide,True,0.0,0.022905316945279433
v2_topup_20_74,rbc_v2topup_019_medium_elongated_round,train,round,medium,elongated,narrow,True,0.0,0.020293451266377046
v2_topup_20_74,rbc_v2topup_020_deep_small_compact_round,train,round,deep,small_compact,compact,True,0.0,0.020312878224467163
v2_topup_20_74,rbc_v2topup_021_deep_medium_balanced_round,train,round,deep,medium_balanced,balanced,True,0.0,0.020713261291058382
v2_topup_20_74,rbc_v2topup_022_deep_large_wide_round,train,round,deep,large_wide,wide,True,0.0,0.0216196763814007
v2_topup_20_74,rbc_v2topup_023_shallow_small_compact_boxy,train,boxy,shallow,small_compact,compact,True,0.0,0.020264520635360037
v2_topup_20_74,rbc_v2topup_024_shallow_medium_balanced_boxy,train,boxy,shallow,medium_balanced,balanced,True,0.0,0.021363493940257876
v2_topup_20_74,rbc_v2topup_025_shallow_large_wide_boxy,train,boxy,shallow,large_wide,wide,True,0.0,0.02034996758729918
v2_topup_20_74,rbc_v2topup_026_shallow_elongated_boxy,train,boxy,shallow,elongated,narrow,True,0.0,0.020170673973559695
v2_topup_20_74,rbc_v2topup_027_medium_small_compact_boxy,train,boxy,medium,small_compact,compact,True,0.0,0.02032369453433506
v2_topup_20_74,rbc_v2topup_028_medium_medium_balanced_boxy,train,boxy,medium,medium_balanced,balanced,True,0.0,0.01957104629252037
v2_topup_20_74,rbc_v2topup_029_medium_large_wide_boxy,train,boxy,medium,large_wide,wide,True,0.0,0.019918380549786403
v2_topup_20_74,rbc_v2topup_031_deep_small_compact_boxy,train,boxy,deep,small_compact,compact,True,0.0,0.018887558683803204
v2_topup_20_74,rbc_v2topup_032_deep_medium_balanced_boxy,train,boxy,deep,medium_balanced,balanced,True,0.0,0.01994507649669411
v2_topup_20_74,rbc_v2topup_033_deep_large_wide_boxy,train,boxy,deep,large_wide,wide,True,0.0,0.019661350182171685
v2_topup_20_74,rbc_v2topup_034_shallow_small_compact_LD_dominant,train,LD_dominant,shallow,small_compact,compact,True,0.0,0.020216302740907747
v2_topup_20_74,rbc_v2topup_035_shallow_medium_balanced_LD_dominant,train,LD_dominant,shallow,medium_balanced,balanced,True,0.0,0.021602051166175276
v2_topup_20_74,rbc_v2topup_036_shallow_large_wide_LD_dominant,val,LD_dominant,shallow,large_wide,wide,True,0.0,0.02110969892209169
v2_topup_20_74,rbc_v2topup_037_shallow_elongated_LD_dominant,test,LD_dominant,shallow,elongated,narrow,True,0.0,0.02200444754671057
v2_topup_20_74,rbc_v2topup_038_medium_small_compact_LD_dominant,train,LD_dominant,medium,small_compact,compact,True,0.0,0.02011871395725384
v2_topup_20_74,rbc_v2topup_039_medium_medium_balanced_LD_dominant,val,LD_dominant,medium,medium_balanced,balanced,True,0.0,0.020761851040739618
v2_topup_20_74,rbc_v2topup_040_medium_large_wide_LD_dominant,test,LD_dominant,medium,large_wide,wide,True,0.0,0.02057850058742546
v2_topup_20_74,rbc_v2topup_041_medium_elongated_LD_dominant,train,LD_dominant,medium,elongated,narrow,True,0.0,0.02125301789333464
v2_topup_20_74,rbc_v2topup_042_deep_small_compact_LD_dominant,val,LD_dominant,deep,small_compact,compact,True,0.0,0.019792383859478624
v2_topup_20_74,rbc_v2topup_043_deep_medium_balanced_LD_dominant,test,LD_dominant,deep,medium_balanced,balanced,True,0.0,0.018848109619671996
v2_topup_20_74,rbc_v2topup_044_deep_medium_balanced_LD_dominant,train,LD_dominant,deep,medium_balanced,balanced,True,0.0,0.019939328286950754
v2_topup_20_74,rbc_v2topup_045_deep_large_wide_LD_dominant,val,LD_dominant,deep,large_wide,wide,True,0.0,0.02104790065029348
v2_topup_20_74,rbc_v2topup_046_shallow_small_compact_WD_dominant,test,WD_dominant,shallow,small_compact,compact,True,0.0,0.01996598426179593
v2_topup_20_74,rbc_v2topup_047_shallow_medium_balanced_WD_dominant,train,WD_dominant,shallow,medium_balanced,balanced,True,0.0,0.021894082907832527
v2_topup_20_74,rbc_v2topup_048_shallow_large_wide_WD_dominant,val,WD_dominant,shallow,large_wide,wide,True,0.0,0.020846357885428116
v2_topup_20_74,rbc_v2topup_049_shallow_elongated_WD_dominant,test,WD_dominant,shallow,elongated,narrow,True,0.0,0.020313249454168993
v2_topup_20_74,rbc_v2topup_050_medium_large_wide_WD_dominant,train,WD_dominant,medium,large_wide,wide,True,0.0,0.020109493513254837
v2_topup_20_74,rbc_v2topup_051_deep_medium_balanced_WD_dominant,val,WD_dominant,deep,medium_balanced,balanced,True,0.0,0.019093762397125454
v2_topup_20_74,rbc_v2topup_052_deep_large_wide_WD_dominant,test,WD_dominant,deep,large_wide,wide,True,0.0,0.01931562362111519
v2_topup_20_74,rbc_v2topup_056_deep_elongated_round,train,round,deep,elongated,narrow,True,0.0,0.019878737617726037
v2_topup_20_74,rbc_v2topup_057_deep_elongated_boxy,val,boxy,deep,elongated,narrow,True,0.0,0.02004779595898139
v2_topup_20_74,rbc_v2topup_058_deep_elongated_LD_dominant,test,LD_dominant,deep,elongated,narrow,True,0.0,0.019045171980305947
v2_topup_20_74,rbc_v2topup_059_medium_small_compact_WD_dominant,train,WD_dominant,medium,small_compact,compact,True,0.0,0.0191711037178357
v2_topup_20_74,rbc_v2topup_063_deep_small_compact_WD_dominant,val,WD_dominant,deep,small_compact,compact,True,0.0,0.01516223044294662
v2_topup_20_74,rbc_v2topup_077_buffer_shallow_small_compact_sharp,test,sharp,shallow,small_compact,compact,True,0.0,0.022436927568004313
