case_type,sample_id,split,curvature_template,depth_bin,aspect_bin,size_bin,normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m,notes
highest_curvature_error,rbc_v3topup_123_test_boxy_medium_wide,test,boxy,medium,wide,large_wide,0.8669916987419128,0.06806907057762146,1.6659144163131714,0.21451152861118317,0.3767293095588684,0.13078446686267853,0.3910132050514221,0.3494616746902466,0.3543676733970642,0.36494752764701843,0.9170854271356784,0.9567496723460026,0.00030969345243647695,ranked_by=curvature_mae_mean; reverse=True
highest_curvature_error,rbc_v3topup_126_test_boxy_deep_wide,test,boxy,deep,wide,large_wide,1.3155020475387573,0.991215705871582,1.639788269996643,3.8477611541748047,2.783844232559204,2.6442198753356934,0.3979962468147278,0.33190250396728516,0.3482581377029419,0.3593856394290924,0.692,0.817966903073286,0.0014706799993291497,ranked_by=curvature_mae_mean; reverse=True
highest_curvature_error,rbc_pilot_009_deep_small_compact_sharp,test,sharp,deep,compact,small_compact,1.073071837425232,0.5432489514350891,1.60289466381073,2.4721920490264893,0.608741283416748,1.671295166015625,0.3489801287651062,0.331951379776001,0.3687189817428589,0.34988346695899963,0.6929824561403509,0.8186528497409327,0.0005388809950090945,ranked_by=curvature_mae_mean; reverse=True
highest_curvature_error,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,narrow,elongated,1.3689192533493042,1.1688761711120605,1.5689622163772583,1.584466576576233,8.182263374328613,2.1803691387176514,0.39971327781677246,0.29089999198913574,0.34080183506011963,0.3438050448894501,0.6188118811881188,0.764525993883792,0.0012984290951862931,ranked_by=curvature_mae_mean; reverse=True
highest_curvature_error,rbc_v2topup_077_buffer_shallow_small_compact_sharp,test,sharp,shallow,compact,small_compact,0.8729714751243591,0.1854562908411026,1.5604864358901978,0.013538636267185211,1.3301326036453247,0.3936261534690857,0.26850569248199463,0.40137624740600586,0.3505536913871765,0.34014520049095154,0.7377049180327869,0.8490566037735849,0.00026858787168748677,ranked_by=curvature_mae_mean; reverse=True
highest_curvature_error,rbc_v3topup_113_test_sharp_shallow_compact,test,sharp,shallow,compact,small_compact,1.027737021446228,0.5179514288902283,1.5375226736068726,3.2744481563568115,1.7973971366882324,0.9543082118034363,0.3389570713043213,0.30926525592803955,0.3582782745361328,0.33550021052360535,0.5119047619047619,0.6771653543307087,0.0005117618711665273,ranked_by=curvature_mae_mean; reverse=True
highest_curvature_error,rbc_pilot_032_medium_elongated_boxy,test,boxy,medium,narrow,elongated,1.11316978931427,0.8188859820365906,1.4074538946151733,3.2465291023254395,8.660536766052246,0.007051043212413788,0.36493194103240967,0.26177358627319336,0.29940080642700195,0.30870211124420166,0.453781512605042,0.6242774566473989,0.0002542581642046571,ranked_by=curvature_mae_mean; reverse=True
highest_curvature_error,rbc_v3topup_110_test_sharp_medium_compact,test,sharp,medium,compact,small_compact,0.8103222846984863,0.3399949073791504,1.2806497812271118,2.820711612701416,0.9491611123085022,0.5396185517311096,0.2776215076446533,0.2459723949432373,0.3130732774734497,0.2788890600204468,0.6630434782608695,0.7973856209150327,0.00017279497114941478,ranked_by=curvature_mae_mean; reverse=True
highest_curvature_error,rbc_pilot_002_shallow_medium_balanced_sharp,test,sharp,shallow,balanced,medium_balanced,0.6919889450073242,0.1385008692741394,1.2454770803451538,0.3609415292739868,0.9320052266120911,0.22848090529441833,0.26321905851364136,0.24584871530532837,0.304407000541687,0.27115824818611145,0.9245283018867925,0.9607843137254902,0.00019230064935982227,ranked_by=curvature_mae_mean; reverse=True
highest_curvature_error,rbc_v3topup_112_test_sharp_shallow_balanced,test,sharp,shallow,balanced,medium_balanced,0.6962851881980896,0.18584297597408295,1.206727385520935,0.900277853012085,0.3663683235645294,0.5046038627624512,0.25972622632980347,0.22526460886001587,0.30253684520721436,0.26250922679901123,0.864406779661017,0.9272727272727272,0.0003045165503863245,ranked_by=curvature_mae_mean; reverse=True
highest_D_m_error,rbc_v3topup_126_test_boxy_deep_wide,test,boxy,deep,wide,large_wide,1.3155020475387573,0.991215705871582,1.639788269996643,3.8477611541748047,2.783844232559204,2.6442198753356934,0.3979962468147278,0.33190250396728516,0.3482581377029419,0.3593856394290924,0.692,0.817966903073286,0.0014706799993291497,ranked_by=D_mae_mm; reverse=True
highest_D_m_error,rbc_v3topup_114_test_sharp_deep_balanced,test,sharp,deep,balanced,medium_balanced,0.8727510571479797,0.6206672787666321,1.1248348951339722,0.794926643371582,0.6586704254150391,2.4213812351226807,0.21344786882400513,0.23754209280014038,0.28214597702026367,0.24437864124774933,0.8232758620689655,0.9030732860520094,0.0008533278596587479,ranked_by=D_mae_mm; reverse=True
highest_D_m_error,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,narrow,elongated,1.3689192533493042,1.1688761711120605,1.5689622163772583,1.584466576576233,8.182263374328613,2.1803691387176514,0.39971327781677246,0.29089999198913574,0.34080183506011963,0.3438050448894501,0.6188118811881188,0.764525993883792,0.0012984290951862931,ranked_by=D_mae_mm; reverse=True
highest_D_m_error,rbc_pilot_009_deep_small_compact_sharp,test,sharp,deep,compact,small_compact,1.073071837425232,0.5432489514350891,1.60289466381073,2.4721920490264893,0.608741283416748,1.671295166015625,0.3489801287651062,0.331951379776001,0.3687189817428589,0.34988346695899963,0.6929824561403509,0.8186528497409327,0.0005388809950090945,ranked_by=D_mae_mm; reverse=True
highest_D_m_error,rbc_v3topup_115_test_round_deep_compact,test,round,deep,compact,small_compact,0.8347230553627014,0.9282703995704651,0.741175651550293,7.0147199630737305,2.6673526763916016,1.6164320707321167,0.14630740880966187,0.15198570489883423,0.18505769968032837,0.16111694276332855,0.4696132596685083,0.6390977443609023,0.0006115866708569229,ranked_by=D_mae_mm; reverse=True
highest_D_m_error,rbc_v3topup_120_test_round_deep_narrow,test,round,deep,narrow,elongated,0.6889381408691406,0.991981029510498,0.3858952224254608,1.0261311531066895,8.128199577331543,1.5264866352081299,0.04247629642486572,0.10850000381469727,0.09927976131439209,0.08341868966817856,0.5547445255474452,0.7136150234741784,0.0005864002741873264,ranked_by=D_mae_mm; reverse=True
highest_D_m_error,rbc_pilot_045_deep_small_compact_LD_dominant,test,LD_dominant,deep,compact,small_compact,0.519853413105011,0.41043201088905334,0.6292747855186462,1.2504756450653076,0.3196718096733093,1.4622211456298828,0.26918482780456543,0.10865634679794312,0.04855191707611084,0.1421310305595398,0.883495145631068,0.9381443298969072,0.0007082826341502368,ranked_by=D_mae_mm; reverse=True
highest_D_m_error,rbc_pilot_051_shallow_large_wide_WD_dominant,test,WD_dominant,shallow,wide,large_wide,0.7073309421539307,0.3986610174179077,1.0160008668899536,1.698883295059204,0.16405898332595825,1.3508737087249756,0.11609256267547607,0.36148303747177124,0.18898236751556396,0.22218598425388336,0.970873786407767,0.9852216748768473,0.0005412985337898135,ranked_by=D_mae_mm; reverse=True
highest_D_m_error,rbc_pilot_015_shallow_large_wide_round,test,round,shallow,wide,large_wide,0.37489116191864014,0.46909698843955994,0.28068533539772034,1.9033383131027222,1.1619114875793457,1.2839637994766235,0.0028125643730163574,0.10415422916412354,0.07396334409713745,0.06031004711985588,0.8414634146341463,0.9139072847682119,0.0005763266235589981,ranked_by=D_mae_mm; reverse=True
highest_D_m_error,rbc_v2topup_043_deep_medium_balanced_LD_dominant,test,LD_dominant,deep,balanced,medium_balanced,0.505807101726532,0.4065742790699005,0.6050400137901306,1.2923684120178223,0.8956081867218018,1.23860502243042,0.30385732650756836,0.04411965608596802,0.061879515647888184,0.13661883771419525,0.9234234234234234,0.9601873536299765,0.0006377585814334452,ranked_by=D_mae_mm; reverse=True
lowest_projected_mask_dice,rbc_v3topup_117_test_round_medium_narrow,test,round,medium,narrow,elongated,0.5914836525917053,0.8301279544830322,0.3528393805027008,1.914491891860962,8.090651512145996,0.5798637866973877,0.026631534099578857,0.10549575090408325,0.09577423334121704,0.07596717029809952,0.4393939393939394,0.6105263157894737,0.0002115101960953325,ranked_by=projected_mask_dice; reverse=False
lowest_projected_mask_dice,rbc_pilot_032_medium_elongated_boxy,test,boxy,medium,narrow,elongated,1.11316978931427,0.8188859820365906,1.4074538946151733,3.2465291023254395,8.660536766052246,0.007051043212413788,0.36493194103240967,0.26177358627319336,0.29940080642700195,0.30870211124420166,0.453781512605042,0.6242774566473989,0.0002542581642046571,ranked_by=projected_mask_dice; reverse=False
lowest_projected_mask_dice,rbc_v3topup_115_test_round_deep_compact,test,round,deep,compact,small_compact,0.8347230553627014,0.9282703995704651,0.741175651550293,7.0147199630737305,2.6673526763916016,1.6164320707321167,0.14630740880966187,0.15198570489883423,0.18505769968032837,0.16111694276332855,0.4696132596685083,0.6390977443609023,0.0006115866708569229,ranked_by=projected_mask_dice; reverse=False
lowest_projected_mask_dice,rbc_v2topup_049_shallow_elongated_WD_dominant,test,WD_dominant,shallow,narrow,elongated,0.7050203680992126,0.6347969174385071,0.7752438187599182,3.1618587970733643,4.715484142303467,0.5255000591278076,0.03324472904205322,0.34388238191604614,0.13104689121246338,0.16939133405685425,0.49444444444444446,0.6617100371747212,0.00019671763584483415,ranked_by=projected_mask_dice; reverse=False
lowest_projected_mask_dice,rbc_v3topup_113_test_sharp_shallow_compact,test,sharp,shallow,compact,small_compact,1.027737021446228,0.5179514288902283,1.5375226736068726,3.2744481563568115,1.7973971366882324,0.9543082118034363,0.3389570713043213,0.30926525592803955,0.3582782745361328,0.33550021052360535,0.5119047619047619,0.6771653543307087,0.0005117618711665273,ranked_by=projected_mask_dice; reverse=False
lowest_projected_mask_dice,rbc_v3topup_120_test_round_deep_narrow,test,round,deep,narrow,elongated,0.6889381408691406,0.991981029510498,0.3858952224254608,1.0261311531066895,8.128199577331543,1.5264866352081299,0.04247629642486572,0.10850000381469727,0.09927976131439209,0.08341868966817856,0.5547445255474452,0.7136150234741784,0.0005864002741873264,ranked_by=projected_mask_dice; reverse=False
lowest_projected_mask_dice,rbc_v3topup_119_test_round_medium_compact,test,round,medium,compact,small_compact,0.5710017085075378,0.5123103857040405,0.6296929717063904,4.978533744812012,1.5794793367385864,0.5832085013389587,0.13924193382263184,0.10449016094207764,0.16644322872161865,0.13672511279582977,0.5555555555555556,0.7142857142857143,0.000214519546716474,ranked_by=projected_mask_dice; reverse=False
lowest_projected_mask_dice,rbc_v3topup_109_test_WD_dominant_shallow_narrow,test,WD_dominant,shallow,narrow,elongated,0.581376850605011,0.46768665313720703,0.6950671076774597,1.0507404804229736,3.6664652824401855,0.6364781856536865,0.012926101684570312,0.3207353353500366,0.12103813886642456,0.1515665203332901,0.58,0.7341772151898734,0.0002503847354091704,ranked_by=projected_mask_dice; reverse=False
lowest_projected_mask_dice,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,narrow,elongated,1.3689192533493042,1.1688761711120605,1.5689622163772583,1.584466576576233,8.182263374328613,2.1803691387176514,0.39971327781677246,0.29089999198913574,0.34080183506011963,0.3438050448894501,0.6188118811881188,0.764525993883792,0.0012984290951862931,ranked_by=projected_mask_dice; reverse=False
lowest_projected_mask_dice,rbc_v3topup_122_test_boxy_deep_balanced,test,boxy,deep,balanced,medium_balanced,0.9913170337677002,0.7959871292114258,1.1866469383239746,5.376160144805908,3.7086997032165527,1.0604134798049927,0.28507518768310547,0.26283693313598633,0.23407697677612305,0.2606630325317383,0.652046783625731,0.7893805309734513,0.0007001463673077524,ranked_by=projected_mask_dice; reverse=False
high_dice_high_curvature_error,rbc_v3topup_123_test_boxy_medium_wide,test,boxy,medium,wide,large_wide,0.8669916987419128,0.06806907057762146,1.6659144163131714,0.21451152861118317,0.3767293095588684,0.13078446686267853,0.3910132050514221,0.3494616746902466,0.3543676733970642,0.36494752764701843,0.9170854271356784,0.9567496723460026,0.00030969345243647695,projected footprint is good while curvature remains wrong
high_dice_high_curvature_error,rbc_v3topup_126_test_boxy_deep_wide,test,boxy,deep,wide,large_wide,1.3155020475387573,0.991215705871582,1.639788269996643,3.8477611541748047,2.783844232559204,2.6442198753356934,0.3979962468147278,0.33190250396728516,0.3482581377029419,0.3593856394290924,0.692,0.817966903073286,0.0014706799993291497,candidate has high curvature error but Dice below 0.90; not a clean decoupling case
high_dice_high_curvature_error,rbc_pilot_009_deep_small_compact_sharp,test,sharp,deep,compact,small_compact,1.073071837425232,0.5432489514350891,1.60289466381073,2.4721920490264893,0.608741283416748,1.671295166015625,0.3489801287651062,0.331951379776001,0.3687189817428589,0.34988346695899963,0.6929824561403509,0.8186528497409327,0.0005388809950090945,candidate has high curvature error but Dice below 0.90; not a clean decoupling case
high_dice_high_curvature_error,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,narrow,elongated,1.3689192533493042,1.1688761711120605,1.5689622163772583,1.584466576576233,8.182263374328613,2.1803691387176514,0.39971327781677246,0.29089999198913574,0.34080183506011963,0.3438050448894501,0.6188118811881188,0.764525993883792,0.0012984290951862931,candidate has high curvature error but Dice below 0.90; not a clean decoupling case
high_dice_high_curvature_error,rbc_v2topup_077_buffer_shallow_small_compact_sharp,test,sharp,shallow,compact,small_compact,0.8729714751243591,0.1854562908411026,1.5604864358901978,0.013538636267185211,1.3301326036453247,0.3936261534690857,0.26850569248199463,0.40137624740600586,0.3505536913871765,0.34014520049095154,0.7377049180327869,0.8490566037735849,0.00026858787168748677,candidate has high curvature error but Dice below 0.90; not a clean decoupling case
high_dice_high_curvature_error,rbc_v3topup_113_test_sharp_shallow_compact,test,sharp,shallow,compact,small_compact,1.027737021446228,0.5179514288902283,1.5375226736068726,3.2744481563568115,1.7973971366882324,0.9543082118034363,0.3389570713043213,0.30926525592803955,0.3582782745361328,0.33550021052360535,0.5119047619047619,0.6771653543307087,0.0005117618711665273,candidate has high curvature error but Dice below 0.90; not a clean decoupling case
high_dice_high_curvature_error,rbc_pilot_032_medium_elongated_boxy,test,boxy,medium,narrow,elongated,1.11316978931427,0.8188859820365906,1.4074538946151733,3.2465291023254395,8.660536766052246,0.007051043212413788,0.36493194103240967,0.26177358627319336,0.29940080642700195,0.30870211124420166,0.453781512605042,0.6242774566473989,0.0002542581642046571,candidate has high curvature error but Dice below 0.90; not a clean decoupling case
high_dice_high_curvature_error,rbc_v3topup_110_test_sharp_medium_compact,test,sharp,medium,compact,small_compact,0.8103222846984863,0.3399949073791504,1.2806497812271118,2.820711612701416,0.9491611123085022,0.5396185517311096,0.2776215076446533,0.2459723949432373,0.3130732774734497,0.2788890600204468,0.6630434782608695,0.7973856209150327,0.00017279497114941478,candidate has high curvature error but Dice below 0.90; not a clean decoupling case
high_dice_high_curvature_error,rbc_pilot_002_shallow_medium_balanced_sharp,test,sharp,shallow,balanced,medium_balanced,0.6919889450073242,0.1385008692741394,1.2454770803451538,0.3609415292739868,0.9320052266120911,0.22848090529441833,0.26321905851364136,0.24584871530532837,0.304407000541687,0.27115824818611145,0.9245283018867925,0.9607843137254902,0.00019230064935982227,projected footprint is good while curvature remains wrong
high_dice_high_curvature_error,rbc_v3topup_112_test_sharp_shallow_balanced,test,sharp,shallow,balanced,medium_balanced,0.6962851881980896,0.18584297597408295,1.206727385520935,0.900277853012085,0.3663683235645294,0.5046038627624512,0.25972622632980347,0.22526460886001587,0.30253684520721436,0.26250922679901123,0.864406779661017,0.9272727272727272,0.0003045165503863245,projected footprint is good while curvature remains wrong
