sample_id,source_pack,source_sample_id,split,defect_type,center_x,center_y,width,length,depth,angle_deg,vertex_count,polygon_area,n_lines,signal_length,signal_shape,mask_shape,mask_area,delta_bz_min,delta_bz_max,delta_bz_mean,delta_bz_std,has_bz_no_defect,has_bz_defect,has_delta_bz,has_mask,has_coords,delta_matches_defect_minus_reference,notes
rect_0025,pilot_v2_rectangular_notch,sample_025,val,rectangular_notch,-0.00225,-0.0005,0.009,0.01,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",465,-0.0018290086055478133,0.0013156130030583567,-3.153461562163537e-05,0.0005794698114603219,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0026,pilot_v2_rectangular_notch,sample_026,test,rectangular_notch,0.003,0.0,0.008,0.01,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",416,-0.0015031512215594655,0.0016985224605349195,-6.647076695900223e-05,0.0007225936493725628,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0027,pilot_v2_rectangular_notch,sample_027,train,rectangular_notch,0.00075,0.0,0.014,0.0065,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",440,-0.001742056217125045,0.0017428306022693823,-2.326347803384573e-06,0.0006264587339438244,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0028,pilot_v2_rectangular_notch,sample_028,train,rectangular_notch,0.00075,0.0,0.013,0.006,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",378,-0.0017289823006841514,0.0017015486074377824,-4.236535750426295e-05,0.000710152990296887,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0029,pilot_v2_rectangular_notch,sample_029,train,rectangular_notch,0.0015,0.0,0.014,0.0075,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",528,-0.0014817295160385671,0.0015370804970149044,-9.156118242410725e-05,0.0005192887721141943,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0030,pilot_v2_rectangular_notch,sample_030,train,rectangular_notch,0.0,-0.001,0.008,0.0095,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",360,-0.0017455033597709524,0.0014134392951309,-1.663274224528673e-05,0.0005492327843300014,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0031,pilot_v2_rectangular_notch,sample_031,train,rectangular_notch,-0.003,-0.0005,0.013,0.008,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",525,-0.0017999145358051812,0.001836241345734034,-4.312355412615388e-06,0.0007667577080923438,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0032,pilot_v2_rectangular_notch,sample_032,train,rectangular_notch,0.0015,-0.0005,0.015,0.007,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",528,-0.0021131480956370526,0.0015060399871460227,-4.886051415309508e-05,0.0006993092536660733,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0033,pilot_v2_rectangular_notch,sample_033,train,rectangular_notch,0.00225,0.001,0.014,0.0075,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",552,-0.0018138783351044525,0.001971180315105774,-4.2261382508677e-05,0.0006843718162056815,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0034,pilot_v2_rectangular_notch,sample_034,train,rectangular_notch,0.00075,-0.0005,0.016,0.0095,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",780,-0.0020952831127171822,0.0017992357401794474,-4.150917404696709e-05,0.0007938345346080218,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0035,pilot_v2_rectangular_notch,sample_035,val,rectangular_notch,0.0,0.0005,0.008,0.0075,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",276,-0.0015816252771367265,0.0015653066464860334,-6.144248341282561e-05,0.0005903950589232151,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0036,pilot_v2_rectangular_notch,sample_036,train,rectangular_notch,-0.003,0.001,0.013,0.006,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",399,-0.0011886114679977005,0.0012174378931436958,-3.3914249835931925e-05,0.0005076769626605602,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0037,pilot_v2_rectangular_notch,sample_037,train,rectangular_notch,0.0015,-0.0005,0.016,0.0085,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",675,-0.0018087879910286889,0.0013888120621445826,-2.9643319182808958e-05,0.0006140572613104679,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0038,pilot_v2_rectangular_notch,sample_038,train,rectangular_notch,0.003,0.0,0.013,0.01,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",672,-0.0013470419754108309,0.0014510694424415614,-5.7855833479989874e-05,0.0005855186864961963,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0039,pilot_v2_rectangular_notch,sample_039,train,rectangular_notch,0.003,0.0005,0.009,0.01,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",434,-0.001351452506019894,0.001535246222776325,-2.335912893509728e-05,0.0005392385662361132,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0040,pilot_v2_rectangular_notch,sample_040,val,rectangular_notch,-0.00075,-0.0005,0.008,0.0085,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",351,-0.00192544265003589,0.0017834388490653211,-4.89279900509923e-05,0.0007259322448954495,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0041,pilot_v2_rectangular_notch,sample_041,val,rectangular_notch,0.00075,-0.0005,0.009,0.006,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",266,-0.0014499169617816685,0.0012337508148901437,-4.2862584030891964e-05,0.000462335461530477,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0042,pilot_v2_rectangular_notch,sample_042,train,rectangular_notch,0.0,0.0005,0.014,0.0085,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",594,-0.001638891326547538,0.0013313656388652477,-4.123289145568045e-05,0.0005174508584139429,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0043,pilot_v2_rectangular_notch,sample_043,test,rectangular_notch,0.0,0.001,0.011,0.006,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",342,-0.0015565126555166075,0.0013092701234071586,-4.7813206675692705e-05,0.0004960880954638228,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0044,pilot_v2_rectangular_notch,sample_044,train,rectangular_notch,0.00075,0.0005,0.012,0.0095,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",570,-0.002042154967170615,0.0014829293578543117,-7.621631487244255e-05,0.0006543911118060147,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0045,pilot_v2_rectangular_notch,sample_045,val,rectangular_notch,-0.0015,-0.0005,0.009,0.007,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",330,-0.0017734145780851096,0.0016556268557057932,-1.5767487157655084e-06,0.0006959589948318999,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0046,pilot_v2_rectangular_notch,sample_046,train,rectangular_notch,0.0,-0.001,0.014,0.01,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",704,-0.0015560166898485805,0.0016272919130415034,-4.450051033222222e-05,0.0006662029912849214,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0047,pilot_v2_rectangular_notch,sample_047,val,rectangular_notch,-0.0015,0.0005,0.01,0.006,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",304,-0.0014369666971028243,0.0013333936857979419,-6.335095574469345e-05,0.0005014552793899702,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0048,pilot_v2_rectangular_notch,sample_048,train,rectangular_notch,-0.00075,0.0005,0.009,0.006,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",266,-0.0011929208981779165,0.001297221457768191,-3.206583444135737e-05,0.0004642449620658273,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0049,pilot_v2_rectangular_notch,sample_049,val,rectangular_notch,0.003,-0.001,0.01,0.009,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",448,-0.0010596925803413283,0.001612031999625127,2.399695136800927e-05,0.0005314427454165264,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0050,pilot_v2_rectangular_notch,sample_050,val,rectangular_notch,0.003,-0.001,0.009,0.007,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",308,-0.001551664084306189,0.0017205556468937212,-5.4491859817507385e-05,0.0006407913725035475,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0051,pilot_v2_rectangular_notch,sample_051,train,rectangular_notch,0.0,-0.0005,0.015,0.007,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",528,-0.0021433612107492842,0.0018560142879608175,-3.817481405855366e-05,0.0007549901228522362,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0052,pilot_v2_rectangular_notch,sample_052,train,rectangular_notch,-0.00225,0.001,0.015,0.01,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",736,-0.0018322722871435522,0.0016794388450102962,-2.460859606234599e-05,0.0005726140715761357,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0053,pilot_v2_rectangular_notch,sample_053,val,rectangular_notch,-0.00225,-0.0005,0.011,0.0095,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",510,-0.0015766625409144985,0.0014592358378131892,-6.6157120836218415e-06,0.0006147290571007834,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0054,pilot_v2_rectangular_notch,sample_054,train,rectangular_notch,-0.0015,-0.0005,0.013,0.009,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",609,-0.002107499703149169,0.0020405480804210167,-6.342319085548892e-05,0.0008131972224596949,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0055,pilot_v2_rectangular_notch,sample_055,train,rectangular_notch,0.003,0.0005,0.011,0.008,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",425,-0.0015479916157877943,0.0018638544015772344,-3.090238562658369e-05,0.0006570600054417481,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0056,pilot_v2_rectangular_notch,sample_056,train,rectangular_notch,0.00075,-0.0005,0.013,0.0065,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",441,-0.0016880443436070231,0.0010788449979959838,-0.00012674384137403705,0.0005327079823578728,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0057,pilot_v2_rectangular_notch,sample_057,train,rectangular_notch,0.00225,0.0,0.015,0.008,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",598,-0.002112254430596134,0.001744566927015973,-3.153064259835934e-05,0.0008099808458127428,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0058,pilot_v2_rectangular_notch,sample_058,train,rectangular_notch,-0.0015,0.0,0.013,0.01,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",672,-0.0017525878696283018,0.0015407632543638645,-5.697997376463858e-05,0.0006441320033476049,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0059,pilot_v2_rectangular_notch,sample_059,val,rectangular_notch,0.00075,-0.0005,0.009,0.007,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",308,-0.00155711181577721,0.0016023662962012953,-5.374230724267476e-05,0.0006409393872197289,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0060,pilot_v2_rectangular_notch,sample_060,train,rectangular_notch,0.0015,-0.0005,0.012,0.006,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",361,-0.001458128815954247,0.001422436003805466,-7.262855211442273e-05,0.0005172145709002932,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0061,pilot_v2_rectangular_notch,sample_061,train,rectangular_notch,0.00225,-0.0005,0.014,0.006,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",437,-0.001798016569542368,0.0015071794428299277,-5.203049340809817e-05,0.0006532552765849186,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0062,pilot_v2_rectangular_notch,sample_062,train,rectangular_notch,0.003,0.001,0.014,0.009,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",616,-0.0013626700056016774,0.0013683748698289176,4.2452145418786014e-05,0.0005191921761568154,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0063,pilot_v2_rectangular_notch,sample_063,test,rectangular_notch,-0.003,-0.001,0.01,0.0095,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",480,-0.0019914365364698287,0.0016858198984659712,-3.945901934083967e-05,0.0007818184285124913,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0064,pilot_v2_rectangular_notch,sample_064,train,rectangular_notch,0.00225,0.0,0.013,0.0075,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",504,-0.001405060782002756,0.0015384118220944103,-4.261054910995308e-05,0.0005532507249637594,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0065,pilot_v2_rectangular_notch,sample_065,train,rectangular_notch,0.00225,0.0005,0.008,0.008,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",325,-0.0016893488784978257,0.0016759000560565632,-2.406006247106228e-05,0.0007265233461148217,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0066,pilot_v2_rectangular_notch,sample_066,train,rectangular_notch,0.003,0.0005,0.014,0.007,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",484,-0.0014572440308140832,0.0012409915580856544,-4.06707762340737e-05,0.0006233972180344255,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0067,pilot_v2_rectangular_notch,sample_067,train,rectangular_notch,-0.00225,0.0005,0.013,0.0075,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",483,-0.0013388309855113887,0.0015441897195675462,4.957792180704304e-05,0.0005907312666507608,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0068,pilot_v2_rectangular_notch,sample_068,test,rectangular_notch,0.0,0.0,0.008,0.0095,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",360,-0.002206581315190641,0.001867182938829307,-5.534531347971867e-05,0.0008234206998375029,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0069,pilot_v2_rectangular_notch,sample_069,train,rectangular_notch,-0.0015,0.001,0.008,0.009,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",364,-0.0013765198956755937,0.0012373781076463158,-5.269565255621314e-05,0.0005770306654765807,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0070,pilot_v2_rectangular_notch,sample_070,train,rectangular_notch,0.00075,0.001,0.008,0.0085,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",351,-0.0015520887514335372,0.001486138479411801,-3.543548968957277e-05,0.0005492356744121366,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0071,pilot_v2_rectangular_notch,sample_071,test,rectangular_notch,-0.00075,-0.0005,0.009,0.0065,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",294,-0.001239723129660602,0.0012939966336568604,2.8231850722127497e-05,0.0004995625226813087,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0072,pilot_v2_rectangular_notch,sample_072,train,rectangular_notch,-0.00075,0.0,0.012,0.009,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",532,-0.001694166905612914,0.0015503728514034434,-5.32383716358137e-05,0.0005704715727519892,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0073,pilot_v2_rectangular_notch,sample_073,val,rectangular_notch,0.0015,0.0,0.008,0.006,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",234,-0.0011136876440061968,0.0014342690103123514,2.9149128504192005e-06,0.0004763492246503844,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0074,pilot_v2_rectangular_notch,sample_074,train,rectangular_notch,0.003,0.001,0.01,0.006,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",304,-0.0015241250171964473,0.0013589271805289102,-9.425427515556968e-05,0.0005324944352357771,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0075,pilot_v2_rectangular_notch,sample_075,train,rectangular_notch,-0.0015,0.001,0.015,0.0075,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",576,-0.001584539777394178,0.0015364841791061894,-6.347431526174779e-06,0.0005428301841586049,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0076,pilot_v2_rectangular_notch,sample_076,val,rectangular_notch,-0.0015,0.0005,0.011,0.007,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",374,-0.002047630954017214,0.0017850008230575491,-5.069640041859495e-05,0.000703641153080139,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0077,pilot_v2_rectangular_notch,sample_077,train,rectangular_notch,0.00225,0.0,0.014,0.008,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",598,-0.0013568200254083181,0.0014906496355149778,-7.080663995644832e-05,0.0005309681907980112,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0078,pilot_v2_rectangular_notch,sample_078,train,rectangular_notch,-0.003,-0.001,0.012,0.01,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",608,-0.001496546156347769,0.0012554396440864648,-9.043521760969061e-05,0.0005677529280509677,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0079,pilot_v2_rectangular_notch,sample_079,train,rectangular_notch,-0.00225,0.001,0.013,0.0075,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",504,-0.0017916762919216855,0.001530474435054218,-0.00010070594804813284,0.0006366301243002535,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0080,pilot_v2_rectangular_notch,sample_080,train,rectangular_notch,0.0,-0.001,0.012,0.007,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",440,-0.0017808620348530259,0.001713811121514416,-5.451473033352122e-05,0.0007673960215428971,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0081,pilot_v2_rectangular_notch,sample_081,test,rectangular_notch,0.003,0.001,0.009,0.0065,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",280,-0.0015854905757811213,0.0016964325254306895,-6.668215056349854e-05,0.0006671110037874185,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0082,pilot_v2_rectangular_notch,sample_082,train,rectangular_notch,-0.0015,0.0005,0.013,0.0075,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",483,-0.0019196387359141712,0.0017210707774540813,-5.2352853515356945e-05,0.0006677061264458758,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0083,pilot_v2_rectangular_notch,sample_083,train,rectangular_notch,-0.003,-0.0005,0.011,0.0065,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",357,-0.0013363412847555598,0.0014702665514919552,1.5729503301811071e-06,0.000639876194020586,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
rect_0084,pilot_v2_rectangular_notch,sample_084,train,rectangular_notch,0.00225,0.0,0.009,0.007,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",330,-0.0012171415611706773,0.001232913431030973,-6.858082218547566e-05,0.0005039619647405141,True,True,True,True,True,True,balanced pilot_v8 single-defect mixed sample
