plan_row_index,base_ordinal,variant_ordinal,base_sample_id,base_source_index,perturb_sample_id,split,defect_type,forward_geometry_type,source_pack,source_sample_id,variant_type,perturb_level,expected_quality_rank,requires_comsol_forward,reference_delta_bz_source,center_x,center_y,width,length,depth,angle_rad,angle_deg,angle_sin,angle_cos,base_center_x,base_center_y,base_width,base_length,base_depth,base_angle_rad,base_angle_deg,geometry_mask_iou_vs_true,geometry_mask_dice_vs_true,area_error_vs_true,pred_mask_area_px,true_mask_area_px,center_delta_m,angle_delta_abs_deg,size_delta_norm,depth_delta_abs_m,perturbation_deltas,geometry_params,geometry_quality_to_true,notes
48,6,0,rect_v9_0062,181,rect_v9_0062__perturb_00_true_geometry_reference,train,rectangular_notch,rectangular_notch,pilot_v9_topup_rectangular_notch,rect_candidate_18830,true_geometry_reference,reference,0,false,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_v9_0062,0.00225,0.0,0.015,0.0095,0.001,0.0,0.0,0.0,1.0,0.00225,0.0,0.015,0.0095,0.001,0.0,0.0,1.0,1.0,0.0,690.0,690.0,0.0,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":1.0,""angle_deg"":0.0,""angle_rad"":0.0,""angle_sin"":0.0,""base_defect_type"":""rectangular_notch"",""center_x"":0.00225,""center_y"":0.0,""depth"":0.001,""forward_geometry_type"":""rectangular_notch"",""length"":0.0095,""units"":""coordinates=m, Bz=T"",""width"":0.015}","{""angle_delta_abs_deg"":0.0,""area_error"":0.0,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":1.0,""mask_iou"":1.0,""pred_area_px"":690.0,""size_delta_norm"":0.0,""true_area_px"":690.0}",true_geometry_reference_reuses_original_delta_bz
49,6,1,rect_v9_0062,181,rect_v9_0062__perturb_01_center_shift_small,train,rectangular_notch,rectangular_notch,pilot_v9_topup_rectangular_notch,rect_candidate_18830,center_shift_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_v9_0062,0.0014999999999999998,-0.0005,0.015,0.0095,0.001,0.0,0.0,0.0,1.0,0.00225,0.0,0.015,0.0095,0.001,0.0,0.0,0.7758186397984886,0.873758865248227,0.043478260869565216,720.0,690.0,0.0009013878188659974,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":-0.00075,""actual_delta_center_y"":-0.0005,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":-0.00075,""delta_center_y"":-0.0005,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":1.0,""angle_deg"":0.0,""angle_rad"":0.0,""angle_sin"":0.0,""base_defect_type"":""rectangular_notch"",""center_x"":0.0014999999999999998,""center_y"":-0.0005,""depth"":0.001,""forward_geometry_type"":""rectangular_notch"",""length"":0.0095,""units"":""coordinates=m, Bz=T"",""width"":0.015}","{""angle_delta_abs_deg"":0.0,""area_error"":0.043478260869565216,""center_delta_m"":0.0009013878188659974,""depth_delta_abs_m"":0.0,""mask_dice"":0.873758865248227,""mask_iou"":0.7758186397984886,""pred_area_px"":720.0,""size_delta_norm"":0.0,""true_area_px"":690.0}",requires_real_comsol_forward
50,6,2,rect_v9_0062,181,rect_v9_0062__perturb_02_center_shift_large,train,rectangular_notch,rectangular_notch,pilot_v9_topup_rectangular_notch,rect_candidate_18830,center_shift_large,large,2,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_v9_0062,0.00425,0.000822359547717649,0.015,0.0095,0.001,0.0,0.0,0.0,1.0,0.00225,0.0,0.015,0.0095,0.001,0.0,0.0,0.6206896551724138,0.7659574468085106,0.043478260869565216,720.0,690.0,0.002162469705157133,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0020000000000000005,""actual_delta_center_y"":0.000822359547717649,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":0.002,""delta_center_y"":0.0014,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":1.0,""angle_deg"":0.0,""angle_rad"":0.0,""angle_sin"":0.0,""base_defect_type"":""rectangular_notch"",""center_x"":0.00425,""center_y"":0.000822359547717649,""depth"":0.001,""forward_geometry_type"":""rectangular_notch"",""length"":0.0095,""units"":""coordinates=m, Bz=T"",""width"":0.015}","{""angle_delta_abs_deg"":0.0,""area_error"":0.043478260869565216,""center_delta_m"":0.002162469705157133,""depth_delta_abs_m"":0.0,""mask_dice"":0.7659574468085106,""mask_iou"":0.6206896551724138,""pred_area_px"":720.0,""size_delta_norm"":0.0,""true_area_px"":690.0}",requires_real_comsol_forward
51,6,3,rect_v9_0062,181,rect_v9_0062__perturb_03_size_scale_small,train,rectangular_notch,rectangular_notch,pilot_v9_topup_rectangular_notch,rect_candidate_18830,size_scale_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_v9_0062,0.00225,0.0,0.0138,0.008835,0.0010600000000000002,0.0,0.0,0.0,1.0,0.00225,0.0,0.015,0.0095,0.001,0.0,0.0,0.8927536231884058,0.9433384379785605,0.1072463768115942,616.0,690.0,0.0,0.0,0.07499999999999993,6.000000000000016e-05,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.06,""actual_length_scale"":0.9300000000000002,""actual_width_scale"":0.92,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.06,""length_scale"":0.93,""width_scale"":0.92}","{""angle_cos"":1.0,""angle_deg"":0.0,""angle_rad"":0.0,""angle_sin"":0.0,""base_defect_type"":""rectangular_notch"",""center_x"":0.00225,""center_y"":0.0,""depth"":0.0010600000000000002,""forward_geometry_type"":""rectangular_notch"",""length"":0.008835,""units"":""coordinates=m, Bz=T"",""width"":0.0138}","{""angle_delta_abs_deg"":0.0,""area_error"":0.1072463768115942,""center_delta_m"":0.0,""depth_delta_abs_m"":6.000000000000016e-05,""mask_dice"":0.9433384379785605,""mask_iou"":0.8927536231884058,""pred_area_px"":616.0,""size_delta_norm"":0.07499999999999993,""true_area_px"":690.0}",requires_real_comsol_forward
52,6,4,rect_v9_0062,181,rect_v9_0062__perturb_04_size_scale_large,train,rectangular_notch,rectangular_notch,pilot_v9_topup_rectangular_notch,rect_candidate_18830,size_scale_large,large,2,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_v9_0062,0.00225,0.0,0.0183,0.011399999999999999,0.00085,0.0,0.0,0.0,1.0,0.00225,0.0,0.015,0.0095,0.001,0.0,0.0,0.6609195402298851,0.7958477508650519,0.5130434782608696,1044.0,690.0,0.0,0.0,0.20999999999999996,0.00015000000000000007,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":0.85,""actual_length_scale"":1.2,""actual_width_scale"":1.22,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":0.85,""length_scale"":1.2,""width_scale"":1.22}","{""angle_cos"":1.0,""angle_deg"":0.0,""angle_rad"":0.0,""angle_sin"":0.0,""base_defect_type"":""rectangular_notch"",""center_x"":0.00225,""center_y"":0.0,""depth"":0.00085,""forward_geometry_type"":""rectangular_notch"",""length"":0.011399999999999999,""units"":""coordinates=m, Bz=T"",""width"":0.0183}","{""angle_delta_abs_deg"":0.0,""area_error"":0.5130434782608696,""center_delta_m"":0.0,""depth_delta_abs_m"":0.00015000000000000007,""mask_dice"":0.7958477508650519,""mask_iou"":0.6609195402298851,""pred_area_px"":1044.0,""size_delta_norm"":0.20999999999999996,""true_area_px"":690.0}",requires_real_comsol_forward
53,6,5,rect_v9_0062,181,rect_v9_0062__perturb_05_angle_shift_small,train,rectangular_notch,rotated_rect,pilot_v9_topup_rectangular_notch,rect_candidate_18830,angle_shift_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_v9_0062,0.00225,0.0,0.015,0.0095,0.001,-0.08726646259971647,-5.0,-0.08715574274765817,0.9961946980917455,0.00225,0.0,0.015,0.0095,0.001,0.0,0.0,0.9037940379403794,0.9494661921708185,0.036231884057971016,715.0,690.0,0.0,5.0,0.0,0.0,"{""actual_delta_angle_deg"":-5.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":-5.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.9961946980917455,""angle_deg"":-5.0,""angle_rad"":-0.08726646259971647,""angle_sin"":-0.08715574274765817,""base_defect_type"":""rectangular_notch"",""center_x"":0.00225,""center_y"":0.0,""depth"":0.001,""forward_geometry_type"":""rotated_rect"",""length"":0.0095,""units"":""coordinates=m, Bz=T"",""width"":0.015}","{""angle_delta_abs_deg"":5.0,""area_error"":0.036231884057971016,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":0.9494661921708185,""mask_iou"":0.9037940379403794,""pred_area_px"":715.0,""size_delta_norm"":0.0,""true_area_px"":690.0}",requires_real_comsol_forward
54,6,6,rect_v9_0062,181,rect_v9_0062__perturb_06_angle_shift_large,train,rectangular_notch,rotated_rect,pilot_v9_topup_rectangular_notch,rect_candidate_18830,angle_shift_large,large,2,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_v9_0062,0.00225,0.0,0.015,0.0095,0.001,0.2617993877991494,15.0,0.25881904510252074,0.9659258262890683,0.00225,0.0,0.015,0.0095,0.001,0.0,0.0,0.7885350318471338,0.8817663817663818,0.034782608695652174,714.0,690.0,0.0,15.0,0.0,0.0,"{""actual_delta_angle_deg"":15.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":15.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.9659258262890683,""angle_deg"":15.0,""angle_rad"":0.2617993877991494,""angle_sin"":0.25881904510252074,""base_defect_type"":""rectangular_notch"",""center_x"":0.00225,""center_y"":0.0,""depth"":0.001,""forward_geometry_type"":""rotated_rect"",""length"":0.0095,""units"":""coordinates=m, Bz=T"",""width"":0.015}","{""angle_delta_abs_deg"":15.0,""area_error"":0.034782608695652174,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":0.8817663817663818,""mask_iou"":0.7885350318471338,""pred_area_px"":714.0,""size_delta_norm"":0.0,""true_area_px"":690.0}",requires_real_comsol_forward
55,6,7,rect_v9_0062,181,rect_v9_0062__perturb_07_mixed_center_size_angle,train,rectangular_notch,rotated_rect,pilot_v9_topup_rectangular_notch,rect_candidate_18830,mixed_center_size_angle,mixed,3,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_v9_0062,0.0007499999999999998,0.001,0.0129,0.00836,0.0011,0.17453292519943295,10.0,0.17364817766693033,0.984807753012208,0.00225,0.0,0.015,0.0095,0.001,0.0,0.0,0.6496644295302013,0.7876322213181448,0.21884057971014492,539.0,690.0,0.0018027756377319948,10.0,0.13,0.00010000000000000005,"{""actual_delta_angle_deg"":10.0,""actual_delta_center_x"":-0.0015,""actual_delta_center_y"":0.001,""actual_depth_scale"":1.1,""actual_length_scale"":0.88,""actual_width_scale"":0.86,""delta_angle_deg"":10.0,""delta_center_x"":-0.0015,""delta_center_y"":0.001,""depth_scale"":1.1,""length_scale"":0.88,""width_scale"":0.86}","{""angle_cos"":0.984807753012208,""angle_deg"":10.0,""angle_rad"":0.17453292519943295,""angle_sin"":0.17364817766693033,""base_defect_type"":""rectangular_notch"",""center_x"":0.0007499999999999998,""center_y"":0.001,""depth"":0.0011,""forward_geometry_type"":""rotated_rect"",""length"":0.00836,""units"":""coordinates=m, Bz=T"",""width"":0.0129}","{""angle_delta_abs_deg"":10.0,""area_error"":0.21884057971014492,""center_delta_m"":0.0018027756377319948,""depth_delta_abs_m"":0.00010000000000000005,""mask_dice"":0.7876322213181448,""mask_iou"":0.6496644295302013,""pred_area_px"":539.0,""size_delta_norm"":0.13,""true_area_px"":690.0}",requires_real_comsol_forward
56,7,0,rect_p2_0119,118,rect_p2_0119__perturb_00_true_geometry_reference,train,rectangular_notch,rectangular_notch,pilot_v2_rectangular_notch,sample_119,true_geometry_reference,reference,0,false,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_p2_0119,0.003,0.001,0.012,0.01,0.0025,0.0,0.0,0.0,1.0,0.003,0.001,0.012,0.01,0.0025,0.0,0.0,1.0,1.0,0.0,608.0,608.0,0.0,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":1.0,""angle_deg"":0.0,""angle_rad"":0.0,""angle_sin"":0.0,""base_defect_type"":""rectangular_notch"",""center_x"":0.003,""center_y"":0.001,""depth"":0.0025,""forward_geometry_type"":""rectangular_notch"",""length"":0.01,""units"":""coordinates=m, Bz=T"",""width"":0.012}","{""angle_delta_abs_deg"":0.0,""area_error"":0.0,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":1.0,""mask_iou"":1.0,""pred_area_px"":608.0,""size_delta_norm"":0.0,""true_area_px"":608.0}",true_geometry_reference_reuses_original_delta_bz
57,7,1,rect_p2_0119,118,rect_p2_0119__perturb_01_center_shift_small,train,rectangular_notch,rectangular_notch,pilot_v2_rectangular_notch,sample_119,center_shift_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_p2_0119,0.00375,0.0015,0.012,0.01,0.0025,0.0,0.0,0.0,1.0,0.003,0.001,0.012,0.01,0.0025,0.0,0.0,0.821917808219178,0.9022556390977443,0.03125,589.0,608.0,0.0009013878188659972,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0007499999999999998,""actual_delta_center_y"":0.0005,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":0.00075,""delta_center_y"":0.0005,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":1.0,""angle_deg"":0.0,""angle_rad"":0.0,""angle_sin"":0.0,""base_defect_type"":""rectangular_notch"",""center_x"":0.00375,""center_y"":0.0015,""depth"":0.0025,""forward_geometry_type"":""rectangular_notch"",""length"":0.01,""units"":""coordinates=m, Bz=T"",""width"":0.012}","{""angle_delta_abs_deg"":0.0,""area_error"":0.03125,""center_delta_m"":0.0009013878188659972,""depth_delta_abs_m"":0.0,""mask_dice"":0.9022556390977443,""mask_iou"":0.821917808219178,""pred_area_px"":589.0,""size_delta_norm"":0.0,""true_area_px"":608.0}",requires_real_comsol_forward
58,7,2,rect_p2_0119,118,rect_p2_0119__perturb_02_center_shift_large,train,rectangular_notch,rectangular_notch,pilot_v2_rectangular_notch,sample_119,center_shift_large,large,2,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_p2_0119,0.001,0.001889750324093345,0.012,0.01,0.0025,0.0,0.0,0.0,1.0,0.003,0.001,0.012,0.01,0.0025,0.0,0.0,0.6170212765957447,0.7631578947368421,0.0,608.0,608.0,0.002188985070580476,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":-0.002,""actual_delta_center_y"":0.000889750324093345,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":-0.002,""delta_center_y"":0.0014,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":1.0,""angle_deg"":0.0,""angle_rad"":0.0,""angle_sin"":0.0,""base_defect_type"":""rectangular_notch"",""center_x"":0.001,""center_y"":0.001889750324093345,""depth"":0.0025,""forward_geometry_type"":""rectangular_notch"",""length"":0.01,""units"":""coordinates=m, Bz=T"",""width"":0.012}","{""angle_delta_abs_deg"":0.0,""area_error"":0.0,""center_delta_m"":0.002188985070580476,""depth_delta_abs_m"":0.0,""mask_dice"":0.7631578947368421,""mask_iou"":0.6170212765957447,""pred_area_px"":608.0,""size_delta_norm"":0.0,""true_area_px"":608.0}",requires_real_comsol_forward
59,7,3,rect_p2_0119,118,rect_p2_0119__perturb_03_size_scale_small,train,rectangular_notch,rectangular_notch,pilot_v2_rectangular_notch,sample_119,size_scale_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_p2_0119,0.003,0.001,0.012960000000000001,0.010700000000000001,0.00265,0.0,0.0,0.0,1.0,0.003,0.001,0.012,0.01,0.0025,0.0,0.0,0.8515406162464986,0.9198184568835098,0.17434210526315788,714.0,608.0,0.0,0.0,0.07500000000000007,0.00014999999999999996,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.06,""actual_length_scale"":1.07,""actual_width_scale"":1.08,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.06,""length_scale"":1.07,""width_scale"":1.08}","{""angle_cos"":1.0,""angle_deg"":0.0,""angle_rad"":0.0,""angle_sin"":0.0,""base_defect_type"":""rectangular_notch"",""center_x"":0.003,""center_y"":0.001,""depth"":0.00265,""forward_geometry_type"":""rectangular_notch"",""length"":0.010700000000000001,""units"":""coordinates=m, Bz=T"",""width"":0.012960000000000001}","{""angle_delta_abs_deg"":0.0,""area_error"":0.17434210526315788,""center_delta_m"":0.0,""depth_delta_abs_m"":0.00014999999999999996,""mask_dice"":0.9198184568835098,""mask_iou"":0.8515406162464986,""pred_area_px"":714.0,""size_delta_norm"":0.07500000000000007,""true_area_px"":608.0}",requires_real_comsol_forward
60,7,4,rect_p2_0119,118,rect_p2_0119__perturb_04_size_scale_large,train,rectangular_notch,rectangular_notch,pilot_v2_rectangular_notch,sample_119,size_scale_large,large,2,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_p2_0119,0.003,0.001,0.009600000000000001,0.012,0.002125,0.0,0.0,0.0,1.0,0.003,0.001,0.012,0.01,0.0025,0.0,0.0,0.6876790830945558,0.8149405772495756,0.0625,570.0,608.0,0.0,0.0,0.19999999999999998,0.0003749999999999999,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":0.8500000000000001,""actual_length_scale"":1.2,""actual_width_scale"":0.8,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":0.85,""length_scale"":1.2,""width_scale"":0.8}","{""angle_cos"":1.0,""angle_deg"":0.0,""angle_rad"":0.0,""angle_sin"":0.0,""base_defect_type"":""rectangular_notch"",""center_x"":0.003,""center_y"":0.001,""depth"":0.002125,""forward_geometry_type"":""rectangular_notch"",""length"":0.012,""units"":""coordinates=m, Bz=T"",""width"":0.009600000000000001}","{""angle_delta_abs_deg"":0.0,""area_error"":0.0625,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0003749999999999999,""mask_dice"":0.8149405772495756,""mask_iou"":0.6876790830945558,""pred_area_px"":570.0,""size_delta_norm"":0.19999999999999998,""true_area_px"":608.0}",requires_real_comsol_forward
61,7,5,rect_p2_0119,118,rect_p2_0119__perturb_05_angle_shift_small,train,rectangular_notch,rotated_rect,pilot_v2_rectangular_notch,sample_119,angle_shift_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_p2_0119,0.003,0.001,0.012,0.01,0.0025,0.08726646259971647,5.0,0.08715574274765817,0.9961946980917455,0.003,0.001,0.012,0.01,0.0025,0.0,0.0,0.9235668789808917,0.9602649006622517,0.013157894736842105,600.0,608.0,0.0,5.0,0.0,0.0,"{""actual_delta_angle_deg"":5.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":5.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.9961946980917455,""angle_deg"":5.0,""angle_rad"":0.08726646259971647,""angle_sin"":0.08715574274765817,""base_defect_type"":""rectangular_notch"",""center_x"":0.003,""center_y"":0.001,""depth"":0.0025,""forward_geometry_type"":""rotated_rect"",""length"":0.01,""units"":""coordinates=m, Bz=T"",""width"":0.012}","{""angle_delta_abs_deg"":5.0,""area_error"":0.013157894736842105,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":0.9602649006622517,""mask_iou"":0.9235668789808917,""pred_area_px"":600.0,""size_delta_norm"":0.0,""true_area_px"":608.0}",requires_real_comsol_forward
62,7,6,rect_p2_0119,118,rect_p2_0119__perturb_06_angle_shift_large,train,rectangular_notch,rotated_rect,pilot_v2_rectangular_notch,sample_119,angle_shift_large,large,2,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_p2_0119,0.003,0.001,0.012,0.01,0.0025,0.2617993877991494,15.0,0.25881904510252074,0.9659258262890683,0.003,0.001,0.012,0.01,0.0025,0.0,0.0,0.8192771084337349,0.9006622516556292,0.013157894736842105,600.0,608.0,0.0,15.0,0.0,0.0,"{""actual_delta_angle_deg"":15.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":15.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.9659258262890683,""angle_deg"":15.0,""angle_rad"":0.2617993877991494,""angle_sin"":0.25881904510252074,""base_defect_type"":""rectangular_notch"",""center_x"":0.003,""center_y"":0.001,""depth"":0.0025,""forward_geometry_type"":""rotated_rect"",""length"":0.01,""units"":""coordinates=m, Bz=T"",""width"":0.012}","{""angle_delta_abs_deg"":15.0,""area_error"":0.013157894736842105,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":0.9006622516556292,""mask_iou"":0.8192771084337349,""pred_area_px"":600.0,""size_delta_norm"":0.0,""true_area_px"":608.0}",requires_real_comsol_forward
63,7,7,rect_p2_0119,118,rect_p2_0119__perturb_07_mixed_center_size_angle,train,rectangular_notch,rotated_rect,pilot_v2_rectangular_notch,sample_119,mixed_center_size_angle,mixed,3,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rect_p2_0119,0.0045000000000000005,0.0,0.0138,0.011399999999999999,0.0027500000000000003,0.17453292519943295,10.0,0.17364817766693033,0.984807753012208,0.003,0.001,0.012,0.01,0.0025,0.0,0.0,0.6438679245283019,0.7833572453371592,0.29276315789473684,786.0,608.0,0.001802775637731995,10.0,0.1449999999999999,0.0002500000000000002,"{""actual_delta_angle_deg"":10.0,""actual_delta_center_x"":0.0015000000000000005,""actual_delta_center_y"":-0.001,""actual_depth_scale"":1.1,""actual_length_scale"":1.14,""actual_width_scale"":1.15,""delta_angle_deg"":10.0,""delta_center_x"":0.0015,""delta_center_y"":-0.001,""depth_scale"":1.1,""length_scale"":1.14,""width_scale"":1.15}","{""angle_cos"":0.984807753012208,""angle_deg"":10.0,""angle_rad"":0.17453292519943295,""angle_sin"":0.17364817766693033,""base_defect_type"":""rectangular_notch"",""center_x"":0.0045000000000000005,""center_y"":0.0,""depth"":0.0027500000000000003,""forward_geometry_type"":""rotated_rect"",""length"":0.011399999999999999,""units"":""coordinates=m, Bz=T"",""width"":0.0138}","{""angle_delta_abs_deg"":10.0,""area_error"":0.29276315789473684,""center_delta_m"":0.001802775637731995,""depth_delta_abs_m"":0.0002500000000000002,""mask_dice"":0.7833572453371592,""mask_iou"":0.6438679245283019,""pred_area_px"":786.0,""size_delta_norm"":0.1449999999999999,""true_area_px"":608.0}",requires_real_comsol_forward
64,8,0,rot_v9_0018,337,rot_v9_0018__perturb_00_true_geometry_reference,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_018,true_geometry_reference,reference,0,false,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0018,-0.003,-0.001,0.008,0.006,0.0015,-0.5235987755982988,-30.0,-0.49999999999999994,0.8660254037844387,-0.003,-0.001,0.008,0.006,0.0015,-0.5235987755982988,-30.0,1.0,1.0,0.0,239.0,239.0,0.0,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.8660254037844387,""angle_deg"":-30.0,""angle_rad"":-0.5235987755982988,""angle_sin"":-0.49999999999999994,""base_defect_type"":""rotated_rect"",""center_x"":-0.003,""center_y"":-0.001,""depth"":0.0015,""forward_geometry_type"":""rotated_rect"",""length"":0.006,""units"":""coordinates=m, Bz=T"",""width"":0.008}","{""angle_delta_abs_deg"":0.0,""area_error"":0.0,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":1.0,""mask_iou"":1.0,""pred_area_px"":239.0,""size_delta_norm"":0.0,""true_area_px"":239.0}",true_geometry_reference_reuses_original_delta_bz
