sample_id,base_sample_id,perturb_sample_id,source_index,split,source_defect_type,source_pack,generated_geometry_type,variant_type,perturb_level,expected_quality_rank,requires_comsol_forward,reused_original,reused_from_20_60,reused_base_from_20_60,planned_real_comsol_forward,geometry_hash,plan_generation_stage,center_x,center_y,angle_rad,angle_deg,length,depth,profile_params_json,polygon_vertices_json,vertex_count,polygon_area_m2,polygon_valid,polygon_finite,polygon_in_bounds,polygon_self_intersects,mask_non_empty,component_count,profile_mask_area,quality_iou_vs_true,quality_dice_vs_true,quality_area_error_vs_true,quality_center_error_px_vs_true,profile_l2_delta,roughness_delta,area_delta_ratio,observed_delta_bz_reference_sample_id,notes,u_station_0,u_station_1,u_station_2,u_station_3,u_station_4,u_station_5,u_station_6,u_station_7,half_width_0,half_width_1,half_width_2,half_width_3,half_width_4,half_width_5,half_width_6,half_width_7,center_offset_0,center_offset_1,center_offset_2,center_offset_3,center_offset_4,center_offset_5,center_offset_6,center_offset_7,occupancy_0,occupancy_1,occupancy_2,occupancy_3,occupancy_4,occupancy_5,occupancy_6,occupancy_7
expanded_profile_perturb_003_00,rect_p2_0097,rect_p2_0097__true_reference,96,train,rectangular_notch,pilot_v2_rectangular_notch,original_rect_rot_reference,true_reference,reference,0,0,1,0,0,0,ffecd10d77a05059,20.61_expanded_profile_perturbation,0.00075,0.0,0.0,0.0,0.009,0.0025,"{""angle_deg"": 0.0, ""angle_rad"": 0.0, ""area_proxy"": 0.000144, ""center_offsets"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""center_x"": 0.00075, ""center_y"": 0.0, ""depth_proxy"": 0.0025, ""half_widths"": [0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008], ""length"": 0.009, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 0.0, ""u_stations"": [-0.0045, -0.003214285714285714, -0.0019285714285714284, -0.0006428571428571429, 0.0006428571428571429, 0.0019285714285714288, 0.003214285714285714, 0.0045]}","[[-0.00375, 0.008], [-0.002464285714285714, 0.008], [-0.0011785714285714283, 0.008], [0.00010714285714285708, 0.008], [0.001392857142857143, 0.008], [0.0026785714285714286, 0.008], [0.003964285714285714, 0.008], [0.0052499999999999995, 0.008], [0.0052499999999999995, -0.008], [0.003964285714285714, -0.008], [0.0026785714285714286, -0.008], [0.001392857142857143, -0.008], [0.00010714285714285708, -0.008], [-0.0011785714285714283, -0.008], [-0.002464285714285714, -0.008], [-0.00375, -0.008]]",16,0.000144,1,1,1,0,1,1,700.0,0.3783783783783784,0.5490196078431373,0.038461538461538464,0.0,0.00415340934128224,-1.8735460354206145e-07,0.4264550145740373,rect_p2_0097,true_reference reuses original NPZ arrays,-0.0045,-0.003214285714285714,-0.0019285714285714284,-0.0006428571428571429,0.0006428571428571429,0.0019285714285714288,0.003214285714285714,0.0045,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_003_01,rect_p2_0097,rect_p2_0097__profile_extracted_reference,96,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,profile_extracted_reference,reference,1,1,0,0,0,1,d62bf3ede66b634f,20.61_expanded_profile_perturbation,0.0006586756237022255,-6.908637366698552e-05,0.045623283447636886,2.6140215890786616,0.012763291621949044,0.001500000013038516,"{""angle_deg"": 2.6140215890786616, ""angle_rad"": 0.045623283447636886, ""area_proxy"": 0.00010094955573695449, ""center_offsets"": [-0.0007667025337395732, 0.00041563008287940213, -0.0006219471885489158, 0.0005891145251764721, -0.0004771918327394446, 0.0007625989899744255, -0.0005633791477587259, 0.0002730943422313882], ""center_x"": 0.0006586756237022255, ""center_y"": -6.908637366698552e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0035040989624465684, 0.003742111525995408, 0.004088081723821928, 0.004070777534747955, 0.004087970611179805, 0.004393675546776348, 0.003799239435870431, 0.0034977562776224752], ""length"": 0.012763291621949044, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 1.8735460354206145e-07, ""u_stations"": [-0.006405771593801907, -0.004582444219237758, -0.002759116844673609, -0.0009357894701094603, 0.000887537904454689, 0.0027108652790188382, 0.004534192653582987, 0.006357520028147136]}","[[-0.00586527606283602, 0.0023733106684971305], [-0.004108624305291453, 0.0038753352183552607], [-0.0022556517745861387, 0.003267605130616814], [-0.0004886659301184111, 0.004543277803345808], [0.0013806115498543512, 0.0035784135149155975], [0.003131555507695259, 0.005205458416044908], [0.005040570809705559, 0.003370199802687797], [0.0068376013510837875, 0.003987790770275935], [0.007156648894310307, -0.0030004425240375047], [0.005387118113729753, -0.004220372384595969], [0.003532324251332899, -0.0035727488984063096], [0.0017534954436302977, -0.004589020137905933], [-0.00011735030135600526, -0.003589805477518303], [-0.0018827577456799324, -0.0049000505162498905], [-0.0037672879187379523, -0.003601100039383906], [-0.005545649972149367, -0.004627594795557419]]",16,0.0001009495557369545,1,1,1,0,1,1,503.0,0.679399727148704,0.8090982940698619,0.3090659340659341,0.2558556198058379,0.0,0.0,0.0,rect_p2_0097,new real COMSOL forward required,-0.006405771593801907,-0.004582444219237758,-0.002759116844673609,-0.0009357894701094603,0.000887537904454689,0.0027108652790188382,0.004534192653582987,0.006357520028147136,0.0035040989624465684,0.003742111525995408,0.004088081723821928,0.004070777534747955,0.004087970611179805,0.004393675546776348,0.003799239435870431,0.0034977562776224752,-0.0007667025337395732,0.00041563008287940213,-0.0006219471885489158,0.0005891145251764721,-0.0004771918327394446,0.0007625989899744255,-0.0005633791477587259,0.0002730943422313882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_003_02,rect_p2_0097,rect_p2_0097__half_width_shrink_local,96,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,half_width_shrink_local,small,2,1,0,0,0,1,0ea0bd44d2df75d0,20.61_expanded_profile_perturbation,0.0006586756237022255,-6.908637366698552e-05,0.045623283447636886,2.6140215890786616,0.012763291621949044,0.001500000013038516,"{""angle_deg"": 2.6140215890786616, ""angle_rad"": 0.045623283447636886, ""area_proxy"": 9.678425646269399e-05, ""center_offsets"": [-0.0007667025337395732, 0.00041563008287940213, -0.0006219471885489158, 0.0005891145251764721, -0.0004771918327394446, 0.0007625989899744255, -0.0005633791477587259, 0.0002730943422313882], ""center_x"": 0.0006586756237022255, ""center_y"": -6.908637366698552e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0035040989624465684, 0.003742111525995408, 0.004088081723821928, 0.0035008686798832416, 0.0035156547256146326, 0.004393675546776348, 0.003799239435870431, 0.0034977562776224752], ""length"": 0.012763291621949044, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 7.073356407085229e-07, ""u_stations"": [-0.006405771593801907, -0.004582444219237758, -0.002759116844673609, -0.0009357894701094603, 0.000887537904454689, 0.0027108652790188382, 0.004534192653582987, 0.006357520028147136]}","[[-0.00586527606283602, 0.0023733106684971305], [-0.004108624305291453, 0.0038753352183552607], [-0.0022556517745861387, 0.003267605130616814], [-0.00046267383610504277, 0.003973961973685321], [0.0014067134224186677, 0.00300669315921809], [0.003131555507695259, 0.005205458416044908], [0.005040570809705559, 0.003370199802687797], [0.0068376013510837875, 0.003987790770275935], [0.007156648894310307, -0.0030004425240375047], [0.005387118113729753, -0.004220372384595969], [0.003532324251332899, -0.0035727488984063096], [0.0017273935710659816, -0.004017299782208426], [-0.0001433423953693737, -0.0030204896478578146], [-0.0018827577456799324, -0.0049000505162498905], [-0.0037672879187379523, -0.003601100039383906], [-0.005545649972149367, -0.004627594795557419]]",16,9.6784256462694e-05,1,1,1,0,1,1,478.0,0.6497948016415869,0.7877280265339967,0.3434065934065934,0.24257861195185465,0.0002855568191541434,5.199810371664615e-07,-0.041261194701183904,rect_p2_0097,new real COMSOL forward required,-0.006405771593801907,-0.004582444219237758,-0.002759116844673609,-0.0009357894701094603,0.000887537904454689,0.0027108652790188382,0.004534192653582987,0.006357520028147136,0.0035040989624465684,0.003742111525995408,0.004088081723821928,0.0035008686798832416,0.0035156547256146326,0.004393675546776348,0.003799239435870431,0.0034977562776224752,-0.0007667025337395732,0.00041563008287940213,-0.0006219471885489158,0.0005891145251764721,-0.0004771918327394446,0.0007625989899744255,-0.0005633791477587259,0.0002730943422313882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_003_03,rect_p2_0097,rect_p2_0097__half_width_expand_local,96,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,half_width_expand_local,small,2,1,0,0,0,1,d38a3cd5c84bb783,20.61_expanded_profile_perturbation,0.0006586756237022255,-6.908637366698552e-05,0.045623283447636886,2.6140215890786616,0.012763291621949044,0.001500000013038516,"{""angle_deg"": 2.6140215890786616, ""angle_rad"": 0.045623283447636886, ""area_proxy"": 0.00010527976139740375, ""center_offsets"": [-0.0007667025337395732, 0.00041563008287940213, -0.0006219471885489158, 0.0005891145251764721, -0.0004771918327394446, 0.0007625989899744255, -0.0005633791477587259, 0.0002730943422313882], ""center_x"": 0.0006586756237022255, ""center_y"": -6.908637366698552e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0035040989624465684, 0.003742111525995408, 0.004660413165156998, 0.004070777534747955, 0.004087970611179805, 0.005008790123325036, 0.003799239435870431, 0.0034977562776224752], ""length"": 0.012763291621949044, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 1.5474189458444919e-06, ""u_stations"": [-0.006405771593801907, -0.004582444219237758, -0.002759116844673609, -0.0009357894701094603, 0.000887537904454689, 0.0027108652790188382, 0.004534192653582987, 0.006357520028147136]}","[[-0.00586527606283602, 0.0023733106684971305], [-0.004108624305291453, 0.0038753352183552607], [-0.0022817543566095735, 0.0038393410258974834], [-0.0004886659301184111, 0.004543277803345808], [0.0013806115498543512, 0.0035784135149155975], [0.0031035016956406244, 0.0058199329280564935], [0.005040570809705559, 0.003370199802687797], [0.0068376013510837875, 0.003987790770275935], [0.007156648894310307, -0.0030004425240375047], [0.005387118113729753, -0.004220372384595969], [0.003560378063387534, -0.004187223410417894], [0.0017534954436302977, -0.004589020137905933], [-0.00011735030135600526, -0.003589805477518303], [-0.001856655163656498, -0.005471786411530559], [-0.0037672879187379523, -0.003601100039383906], [-0.005545649972149367, -0.004627594795557419]]",16,0.00010527976139740378,1,1,1,0,1,1,521.0,0.6901217861975643,0.8166533226581265,0.28434065934065933,0.19608289731946477,0.000297054124071555,1.3600643423024305e-06,0.04289474707281064,rect_p2_0097,new real COMSOL forward required,-0.006405771593801907,-0.004582444219237758,-0.002759116844673609,-0.0009357894701094603,0.000887537904454689,0.0027108652790188382,0.004534192653582987,0.006357520028147136,0.0035040989624465684,0.003742111525995408,0.004660413165156998,0.004070777534747955,0.004087970611179805,0.005008790123325036,0.003799239435870431,0.0034977562776224752,-0.0007667025337395732,0.00041563008287940213,-0.0006219471885489158,0.0005891145251764721,-0.0004771918327394446,0.0007625989899744255,-0.0005633791477587259,0.0002730943422313882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_003_04,rect_p2_0097,rect_p2_0097__smooth_global_width_scale,96,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,smooth_global_width_scale,small,2,1,0,0,0,1,2510c36ff855ea26,20.61_expanded_profile_perturbation,0.0006586756237022255,-6.908637366698552e-05,0.045623283447636886,2.6140215890786616,0.012763291621949044,0.001500000013038516,"{""angle_deg"": 2.6140215890786616, ""angle_rad"": 0.045623283447636886, ""area_proxy"": 0.00010902552019591084, ""center_offsets"": [-0.0007667025337395732, 0.00041563008287940213, -0.0006219471885489158, 0.0005891145251764721, -0.0004771918327394446, 0.0007625989899744255, -0.0005633791477587259, 0.0002730943422313882], ""center_x"": 0.0006586756237022255, ""center_y"": -6.908637366698552e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.003784426879442294, 0.004041480448075041, 0.004415128261727683, 0.004396439737527792, 0.00441500826007419, 0.004745169590518456, 0.004103178590740066, 0.0037775767798322733], ""length"": 0.012763291621949044, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 2.1853040957146027e-07, ""u_stations"": [-0.006405771593801907, -0.004582444219237758, -0.002759116844673609, -0.0009357894701094603, 0.000887537904454689, 0.0027108652790188382, 0.004534192653582987, 0.006357520028147136]}","[[-0.005878061106463486, 0.0026533468870593127], [-0.004122277760753593, 0.0041743926286648275], [-0.0022705675357423873, 0.003594311356491483], [-0.0005035185552689075, 0.004868601134580374], [0.0013656961941033133, 0.0039051108610284593], [0.0031155247579497535, 0.005556586708622957], [0.005026708917544592, 0.003673822690179148], [0.006824839449354727, 0.004267320102048472], [0.007169410796039367, -0.003279971855810042], [0.005400980005890721, -0.00452399527208732], [0.0035483550010784047, -0.003923877190984359], [0.0017684107993813356, -0.004915717484018795], [-0.00010249767620550902, -0.003915128808752867], [-0.0018678419845236842, -0.005226756742124559], [-0.0037536344632758123, -0.003900157449693473], [-0.0055328649285219, -0.0049076310141196]]",16,0.00010902552019591085,1,1,1,0,1,1,544.0,0.7142857142857143,0.8333333333333334,0.25274725274725274,0.28053421989021543,0.00031273011741959645,3.117580602939882e-08,0.0799999999999999,rect_p2_0097,new real COMSOL forward required,-0.006405771593801907,-0.004582444219237758,-0.002759116844673609,-0.0009357894701094603,0.000887537904454689,0.0027108652790188382,0.004534192653582987,0.006357520028147136,0.003784426879442294,0.004041480448075041,0.004415128261727683,0.004396439737527792,0.00441500826007419,0.004745169590518456,0.004103178590740066,0.0037775767798322733,-0.0007667025337395732,0.00041563008287940213,-0.0006219471885489158,0.0005891145251764721,-0.0004771918327394446,0.0007625989899744255,-0.0005633791477587259,0.0002730943422313882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_003_05,rect_p2_0097,rect_p2_0097__centerline_offset_small,96,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,centerline_offset_small,small,3,1,0,0,0,1,ba51d14daddb93ab,20.61_expanded_profile_perturbation,0.0006586756237022255,-6.908637366698552e-05,0.045623283447636886,2.6140215890786616,0.012763291621949044,0.001500000013038516,"{""angle_deg"": 2.6140215890786616, ""angle_rad"": 0.045623283447636886, ""area_proxy"": 0.00010094955573695449, ""center_offsets"": [-0.0005609638492663025, 0.0008455413595581529, -5.30125205267111e-05, 0.0011843880960145303, 2.6519409658742226e-05, 0.001074981714762798, -0.0005041961703472067, 6.73556577581174e-05], ""center_x"": 0.0006586756237022255, ""center_y"": -6.908637366698552e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0035040989624465684, 0.003742111525995408, 0.004088081723821928, 0.004070777534747955, 0.004087970611179805, 0.004393675546776348, 0.003799239435870431, 0.0034977562776224752], ""length"": 0.012763291621949044, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 1.8735460354206145e-07, ""u_stations"": [-0.006405771593801907, -0.004582444219237758, -0.002759116844673609, -0.0009357894701094603, 0.000887537904454689, 0.0027108652790188382, 0.004534192653582987, 0.006357520028147136]}","[[-0.005874659281193428, 0.0025788352692194022], [-0.004128231465674132, 0.004304799145917614], [-0.0022815994384142576, 0.0038359477871361004], [-0.0005158148443435976, 0.005137931955433126], [0.0013576385606539779, 0.004081600614795477], [0.0031173085257760556, 0.005517516087401346], [0.005037871624564391, 0.0034293211965724653], [0.006846984569441196, 0.003782266169553662], [0.007166032112667715, -0.003205967124759777], [0.005384418928588585, -0.004161250990711301], [0.0035180772694136954, -0.003260691227049873], [0.0017305224544299242, -0.004085833038026053], [-0.00014449921558119165, -0.0029951513254309857], [-0.0019087054095080513, -0.004331707859730604], [-0.0037868950791206312, -0.0031716361118215544], [-0.0055550331905067744, -0.0044220701948351464]]",16,0.00010094955573695449,1,1,1,0,1,1,501.0,0.6653116531165312,0.7990235964198535,0.3118131868131868,0.9711199369678091,0.0004034737299826334,0.0,0.0,rect_p2_0097,new real COMSOL forward required,-0.006405771593801907,-0.004582444219237758,-0.002759116844673609,-0.0009357894701094603,0.000887537904454689,0.0027108652790188382,0.004534192653582987,0.006357520028147136,0.0035040989624465684,0.003742111525995408,0.004088081723821928,0.004070777534747955,0.004087970611179805,0.004393675546776348,0.003799239435870431,0.0034977562776224752,-0.0005609638492663025,0.0008455413595581529,-5.30125205267111e-05,0.0011843880960145303,2.6519409658742226e-05,0.001074981714762798,-0.0005041961703472067,6.73556577581174e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_003_06,rect_p2_0097,rect_p2_0097__roughness_noise,96,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,roughness_noise,small,3,1,0,0,0,1,117c3631624763c1,20.61_expanded_profile_perturbation,0.0006586756237022255,-6.908637366698552e-05,0.045623283447636886,2.6140215890786616,0.012763291621949044,0.001500000013038516,"{""angle_deg"": 2.6140215890786616, ""angle_rad"": 0.045623283447636886, ""area_proxy"": 0.00010114329270011953, ""center_offsets"": [-0.0007667025337395732, 0.00041563008287940213, -0.0006219471885489158, 0.0005891145251764721, -0.0004771918327394446, 0.0007625989899744255, -0.0005633791477587259, 0.0002730943422313882], ""center_x"": 0.0006586756237022255, ""center_y"": -6.908637366698552e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0033639350039487057, 0.004078901563334995, 0.0037610351859161738, 0.004274316411485353, 0.003965331492844411, 0.004701232835050692, 0.003419315492283388, 0.003707621654279824], ""length"": 0.012763291621949044, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 1.6771088706107823e-06, ""u_stations"": [-0.006405771593801907, -0.004582444219237758, -0.002759116844673609, -0.0009357894701094603, 0.000887537904454689, 0.0027108652790188382, 0.004534192653582987, 0.006357520028147136]}","[[-0.005858883541022287, 0.0022332925592160394], [-0.00412398444268636, 0.004211774804953524], [-0.0022407360134298906, 0.0029408989047421457], [-0.0004979488208374712, 0.004746604885367411], [0.0013862048082609905, 0.003455902010123274], [0.0031175286016679416, 0.005512695672050701], [0.005057898174906769, 0.0029906711933236087], [0.006828029924786992, 0.004197437769105338], [0.0071662203206071026, -0.003210089522866908], [0.005369790748528543, -0.0038408437752317807], [0.003546351157360216, -0.0038799861544121022], [0.0017479021852236584, -0.00446650863311361], [-0.00010806741063694512, -0.003793132559539905], [-0.001897673506836181, -0.004573344290375222], [-0.0037519277813430453, -0.003937539625982169], [-0.0055520424939631, -0.0044875766862763275]]",16,0.00010114329270011953,1,1,1,0,1,1,500.0,0.6753069577080492,0.8061889250814332,0.3131868131868132,0.19226024029944455,0.00026913716181523154,1.489754267068721e-06,0.0019191462681605674,rect_p2_0097,new real COMSOL forward required,-0.006405771593801907,-0.004582444219237758,-0.002759116844673609,-0.0009357894701094603,0.000887537904454689,0.0027108652790188382,0.004534192653582987,0.006357520028147136,0.0033639350039487057,0.004078901563334995,0.0037610351859161738,0.004274316411485353,0.003965331492844411,0.004701232835050692,0.003419315492283388,0.003707621654279824,-0.0007667025337395732,0.00041563008287940213,-0.0006219471885489158,0.0005891145251764721,-0.0004771918327394446,0.0007625989899744255,-0.0005633791477587259,0.0002730943422313882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_003_07,rect_p2_0097,rect_p2_0097__mixed_profile_perturbation,96,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,mixed_profile_perturbation,mixed,4,1,0,0,0,1,dfec73b9e2775f02,20.61_expanded_profile_perturbation,0.00021163765759176347,-0.0005464321328339283,0.19564614443968517,11.209698354400858,0.012763291621949044,0.001500000013038516,"{""angle_deg"": 11.209698354400858, ""angle_rad"": 0.19564614443968517, ""area_proxy"": 9.389128718881918e-05, ""center_offsets"": [-0.0007667025337395732, 0.00041563008287940213, -0.0006219471885489158, 0.0005891145251764721, -0.0004771918327394446, 0.0007625989899744255, -0.0005633791477587259, 0.0002730943422313882], ""center_x"": 0.00021163765759176347, ""center_y"": -0.0005464321328339283, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.003484296619061268, 0.003720964127415057, 0.0037663999980604348, 0.004047772780757799, 0.0040648686957775425, 0.004047947347634149, 0.0037777691963828018, 0.003477989777980236], ""length"": 0.012763291621949044, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 3.804174100821537e-08, ""u_stations"": [-0.006129696742347001, -0.004384950819949132, -0.0026402048975512635, -0.0008954589751533949, 0.000849286947244474, 0.002594032869642343, 0.004338778792040211, 0.006083524714438081]}","[[-0.006329419704165599, 0.0009277009533949584], [-0.004893813766484004, 0.0026588090609636506], [-0.002989480968698762, 0.0020247747652422307], [-0.0015681507016842584, 0.0038279162826792583], [0.00034727634031399236, 0.003137901692986976], [0.0018210101535064776, 0.004676620879002866], [0.003842763682915441, 0.0034500949319022124], [0.0054498902640914395, 0.004315729388401468], [0.0068021354232338975, -0.0025075458231458314], [0.005311563315539078, -0.003961300891001844], [0.003394855263678315, -0.0032648224712994943], [0.0019277004839430112, -0.004836738711563147], [5.626536748856709e-06, -0.004113184594552107], [-0.0015251016893182787, -0.0053643164581545725], [-0.0034470999893199523, -0.004641144048269484], [-0.0049747224402540875, -0.0059079472998110096]]",16,9.389128718881917e-05,1,1,1,0,1,1,469.0,0.6110363391655451,0.758563074352548,0.3557692307692308,1.8106457400128089,0.00016798849236422027,-1.4931286253384607e-07,-0.06991876781040152,rect_p2_0097,new real COMSOL forward required,-0.006129696742347001,-0.004384950819949132,-0.0026402048975512635,-0.0008954589751533949,0.000849286947244474,0.002594032869642343,0.004338778792040211,0.006083524714438081,0.003484296619061268,0.003720964127415057,0.0037663999980604348,0.004047772780757799,0.0040648686957775425,0.004047947347634149,0.0037777691963828018,0.003477989777980236,-0.0007667025337395732,0.00041563008287940213,-0.0006219471885489158,0.0005891145251764721,-0.0004771918327394446,0.0007625989899744255,-0.0005633791477587259,0.0002730943422313882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_004_00,rect_p2_0105,rect_p2_0105__true_reference,104,train,rectangular_notch,pilot_v2_rectangular_notch,original_rect_rot_reference,true_reference,reference,0,0,1,0,0,0,51a48b97b957bf58,20.61_expanded_profile_perturbation,0.00225,0.0005,0.0,0.0,0.01,0.0019,"{""angle_deg"": 0.0, ""angle_rad"": 0.0, ""area_proxy"": 0.00014000000000000001, ""center_offsets"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""center_x"": 0.00225, ""center_y"": 0.0005, ""depth_proxy"": 0.0019, ""half_widths"": [0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007], ""length"": 0.01, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 0.0, ""u_stations"": [-0.005, -0.0035714285714285718, -0.002142857142857143, -0.0007142857142857142, 0.0007142857142857142, 0.0021428571428571425, 0.0035714285714285718, 0.005]}","[[-0.0027500000000000003, 0.0075], [-0.001321428571428572, 0.0075], [0.00010714285714285687, 0.0075], [0.0015357142857142857, 0.0075], [0.002964285714285714, 0.0075], [0.004392857142857143, 0.0075], [0.005821428571428571, 0.0075], [0.0072499999999999995, 0.0075], [0.0072499999999999995, -0.006500000000000001], [0.005821428571428571, -0.006500000000000001], [0.004392857142857143, -0.006500000000000001], [0.002964285714285714, -0.006500000000000001], [0.0015357142857142857, -0.006500000000000001], [0.00010714285714285687, -0.006500000000000001], [-0.001321428571428572, -0.006500000000000001], [-0.0027500000000000003, -0.006500000000000001]]",16,0.00014,1,1,1,0,1,1,704.0,0.5385450597176982,0.7000705716302047,0.012622720897615708,0.7071067811865476,0.003057298604934783,-2.1946389655032748e-07,0.3669039357967846,rect_p2_0105,true_reference reuses original NPZ arrays,-0.005,-0.0035714285714285718,-0.002142857142857143,-0.0007142857142857142,0.0007142857142857142,0.0021428571428571425,0.0035714285714285718,0.005,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
expanded_profile_perturb_004_01,rect_p2_0105,rect_p2_0105__profile_extracted_reference,104,train,rectangular_notch,pilot_v2_rectangular_notch,profile_polygon_notch,profile_extracted_reference,reference,1,1,0,0,0,1,44ea14ed9d9b5e95,20.61_expanded_profile_perturbation,0.0015481115640456772,-7.465697866390949e-05,0.037177877048304,2.1301354461241098,0.012591607380706145,0.001500000013038516,"{""angle_deg"": 2.1301354461241098, ""angle_rad"": 0.037177877048304, ""area_proxy"": 0.00010242124287863166, ""center_offsets"": [0.0004429574058108114, -0.0006024203937963557, 0.0006197159183667433, -0.0007194890961331122, 0.0005260609580118152, -0.0007897303209968282, 0.00038557851693853834, -0.0005895580605713631], ""center_x"": 0.0015481115640456772, ""center_y"": -7.465697866390949e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0034837739427744725, 0.0041181634100912095, 0.004053706157502738, 0.004118163412362925, 0.004059490274176543, 0.004437626991020731, 0.004047829624517365, 0.003784882530534358], ""length"": 0.012591607380706145, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 2.1946389655032748e-07, ""u_stations"": [-0.006289955170395127, -0.004491154116008535, -0.0026923530616219426, -0.0008935520072353501, 0.0009052490471512416, 0.002704050101537833, 0.004502851155924427, 0.006301652210311018]}","[[-0.004883451043245067, 0.003615567615861779], [-0.003070616838159637, 0.003271723483421714], [-0.0013160889225598655, 0.004495462765957432], [0.0005288506271500324, 0.0032884560791967866], [0.002282293278483133, 0.004541373041881676], [0.00411470330558195, 0.003671226615239676], [0.005883064434802377, 0.00452305548401312], [0.007726641205539306, 0.003352687549866398], [0.00800800417341763, -0.004211846669772202], [0.00618397452842666, -0.003567009521414005], [0.004444590399952161, -0.005197894409456672], [0.0025840702087843873, -0.0035719971474338424], [0.0008349892379424711, -0.004942179298140779], [-0.0010147419755462733, -0.003606347183864154], [-0.002764478227536075, -0.00495891188937556], [-0.004624472074136135, -0.0033471655709677185]]",16,0.00010242124287863168,1,1,1,0,1,1,514.0,0.7089136490250696,0.8296658516707417,0.2791023842917251,2.2766503381285563,0.0,0.0,0.0,rect_p2_0105,new real COMSOL forward required,-0.006289955170395127,-0.004491154116008535,-0.0026923530616219426,-0.0008935520072353501,0.0009052490471512416,0.002704050101537833,0.004502851155924427,0.006301652210311018,0.0034837739427744725,0.0041181634100912095,0.004053706157502738,0.004118163412362925,0.004059490274176543,0.004437626991020731,0.004047829624517365,0.003784882530534358,0.0004429574058108114,-0.0006024203937963557,0.0006197159183667433,-0.0007194890961331122,0.0005260609580118152,-0.0007897303209968282,0.00038557851693853834,-0.0005895580605713631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
