split,sample_index,hard_case_type,component_slot,presence_true,presence_pred,presence_correct,type_true,type_pred,type_correct,true_center_x_bin,pred_center_x_bin,true_center_y_bin,pred_center_y_bin,x_bin_correct,y_bin_correct,both_bins_correct,center_offset_error,center_coord_error,center_grid_error,local_vertex_grid_mae,local_vertex_grid_max_error,decoded_vertex_mae,pred_area,target_area,area_diff,polygon_iou,zero_iou,is_true_rotated,is_true_multi_component,signed_area_flip,pred_signed_area,true_signed_area,true_center_x,true_center_y,pred_center_x,pred_center_y,true_bin_center_x,true_bin_center_y,pred_bin_center_x,pred_bin_center_y
train,9,both_bins_wrong_like,0,True,True,True,1,1,True,15,15,5,5,True,True,True,0.00225280225276947,1.3586447087428363e-05,0.03384355021588246,0.008337587118148804,0.01566314697265625,7.063022167130839e-06,184,184,0,1.0,False,True,True,False,-8.979104478759808e-06,-8.96000002537959e-06,0.008370742609258741,-0.0005414141469373135,0.008357162587344646,-0.0005409963559941389,0.009849246591329575,-0.0011111116036772728,0.009849246591329575,-0.0011111116036772728
train,9,both_bins_wrong_like,1,True,True,True,0,0,True,17,17,6,6,True,True,True,0.0006539300084114075,3.9258976401785044e-06,0.009795782916710977,0.007887959480285645,0.012524127960205078,2.8167269192636013e-06,184,184,0,1.0,False,True,True,False,-4.709725611630662e-06,-4.693333654999738e-06,0.014770742505788803,0.0008585858449805528,0.014766820706427097,0.0008584065071772784,0.016281407326459885,0.0005050506442785263,0.016281407326459885,0.0005050506442785263
train,9,both_bins_wrong_like,2,False,False,True,-1,1,True,0,6,0,6,False,False,False,0.33698755502700806,0.017189960902765894,42.80038741056948,0.0,0.0,0.0,184,184,0,1.0,False,True,True,False,-3.3412728455045387e-06,0.0,0.0,0.0,-0.017184475902467966,0.0004342163010733202,-0.03839195892214775,-0.00919191911816597,-0.01909547671675682,0.0005050506442785263
train,10,both_bins_wrong_like,0,True,True,True,1,1,True,9,9,4,4,True,True,True,0.0020777881145477295,1.2714738361250766e-05,0.0316491345234561,0.006895005702972412,0.01323699951171875,6.553833372890949e-06,161,160,1,0.9937888198757764,False,True,True,False,-8.02687766306872e-06,-8.011851280196252e-06,-0.010925739770755172,-0.002157575770979747,-0.010938451625406742,-0.0021573049889411777,-0.009447235614061356,-0.0027272729203104973,-0.009447235614061356,-0.0027272729203104973
train,10,both_bins_wrong_like,1,True,True,True,0,0,True,11,11,5,5,True,True,True,0.00024218857288360596,1.4171001628377892e-06,0.0035287178464964994,0.006466329097747803,0.010286808013916016,2.3050779418554157e-06,161,160,1,0.9937888198757764,False,True,True,False,-4.706845871828814e-06,-4.693333484257262e-06,-0.004525739816017449,-0.0007575757626909763,-0.0045271564158611,-0.0007575381096103229,-0.0030150748789310455,-0.0011111116036772728,-0.0030150748789310455,-0.0011111116036772728
train,10,both_bins_wrong_like,2,False,False,True,-1,1,True,0,6,0,6,False,False,False,0.3003884255886078,0.017572498388117534,43.84673617067726,0.0,0.0,0.0,161,160,1,0.9937888198757764,False,True,True,False,-3.080630940245136e-06,0.0,0.0,0.0,-0.01755410502664745,0.0008038011656026356,-0.03839195892214775,-0.00919191911816597,-0.01909547671675682,0.0005050506442785263
train,11,both_bins_wrong_like,0,True,True,True,1,1,True,14,14,6,6,True,True,True,0.0029775500297546387,1.430041994977937e-05,0.037426841291935624,0.019394725561141968,0.054282188415527344,1.034591332427226e-05,120,120,0,1.0,False,True,False,False,-9.012778620801542e-06,-8.960000059734202e-06,0.005154662205313798,0.0010747474880190566,0.005140622612088919,0.0010774662805488333,0.0066331662237644196,0.0005050506442785263,0.0066331662237644196,0.0005050506442785263
train,11,both_bins_wrong_like,1,False,False,True,-1,0,True,0,17,0,5,False,False,False,0.28763046860694885,0.016275898920707608,40.49901894461184,0.0,0.0,0.0,120,120,0,1.0,False,True,False,False,-5.576214303102718e-06,0.0,0.0,0.0,0.016274170950055122,-0.00023716147552477196,-0.03839195892214775,-0.00919191911816597,0.016281407326459885,-0.0011111116036772728
train,11,both_bins_wrong_like,2,False,False,True,-1,1,True,0,6,0,6,False,False,False,0.27288469672203064,0.020039411810482875,49.98165561416169,0.0,0.0,0.0,120,120,0,1.0,False,True,False,False,-3.0126240772798078e-06,0.0,0.0,0.0,-0.02002123137935996,0.0008534165244782344,-0.03839195892214775,-0.00919191911816597,-0.01909547671675682,0.0005050506442785263
train,12,geometry_or_type_interaction,0,True,True,True,1,1,True,15,15,5,5,True,True,True,0.001542992889881134,9.688145643405608e-06,0.024110005608585425,0.00818374752998352,0.01604175567626953,5.209498340263963e-06,105,105,0,1.0,False,True,True,False,-4.79607617791383e-06,-4.778667019375457e-06,0.010204444406554103,-0.0016533333400730044,0.010194757720455527,-0.0016535015020053834,0.009849246591329575,-0.0011111116036772728,0.009849246591329575,-0.0011111116036772728
train,12,geometry_or_type_interaction,1,True,True,True,0,0,True,17,17,5,5,True,True,True,0.0001314990222454071,5.467238006300994e-07,0.0014346015875402365,0.006120249629020691,0.00971841812133789,2.1955129341222346e-06,105,105,0,1.0,False,True,True,False,-3.76604810749179e-06,-3.7546660796006735e-06,0.016604444477707148,-0.0006533333216793835,0.016604980686679482,-0.0006532266124850139,0.016281407326459885,-0.0011111116036772728,0.016281407326459885,-0.0011111116036772728
train,12,geometry_or_type_interaction,2,False,False,True,-1,1,True,0,6,0,6,False,False,False,0.07268279045820236,0.018701396374692224,46.551628816246975,0.0,0.0,0.0,105,105,0,1.0,False,True,True,False,-1.927752046880835e-06,0.0,0.0,0.0,-0.018697061110287905,0.000402656431106152,-0.03839195892214775,-0.00919191911816597,-0.01909547671675682,0.0005050506442785263
train,13,geometry_or_type_interaction,0,True,True,True,1,1,True,15,15,6,6,True,True,True,0.0018548443913459778,1.0452963135755832e-05,0.026216782806213694,0.006297022104263306,0.013388633728027344,5.612950189970434e-06,120,120,0,1.0,False,True,True,False,-4.792354425116904e-06,-4.778666936965372e-06,0.009626666782423854,0.0012053333484800532,0.009616243187338114,0.0012061163579346612,0.009849246591329575,0.0005050506442785263,0.009849246591329575,0.0005050506442785263
train,13,geometry_or_type_interaction,1,True,True,True,0,0,True,16,16,7,7,True,True,True,0.0003456100821495056,1.0774482765486e-06,0.0052338854459570636,0.004499152302742004,0.007000923156738281,1.9011495169252157e-06,120,120,0,1.0,False,True,True,False,-3.763469534692754e-06,-3.754666625976552e-06,0.014426667243242264,0.002005333313718438,0.014426906825974584,0.002004282840061933,0.01306532695889473,0.002121211960911751,0.01306532695889473,0.002121211960911751
train,13,geometry_or_type_interaction,2,False,False,True,-1,1,True,0,6,0,6,False,False,False,0.3273943066596985,0.020346531325207435,50.61333540172826,0.0,0.0,0.0,120,120,0,1.0,False,True,True,False,-2.1173204255666616e-06,0.0,0.0,0.0,-0.020346349570900202,8.600061846664175e-05,-0.03839195892214775,-0.00919191911816597,-0.01909547671675682,0.0005050506442785263
train,14,geometry_or_type_interaction,0,True,True,True,1,1,True,5,5,7,7,True,True,True,0.001847635954618454,1.057655417873261e-05,0.026452575718371868,0.006805822253227234,0.011682510375976562,5.636888090521097e-06,141,140,1,0.9929078014184397,False,True,True,False,-4.793938314458148e-06,-4.778666847359003e-06,-0.02266666665673256,0.0025000000023283064,-0.022677223663777113,0.002500642731320113,-0.022311557084321976,0.002121211960911751,-0.022311557084321976,0.002121211960911751
train,14,geometry_or_type_interaction,1,True,True,True,0,0,True,7,7,7,7,True,True,True,0.000779174268245697,2.789377407794175e-06,0.008634804853255056,0.005691245198249817,0.009168624877929688,2.4031760403886437e-06,141,140,1,0.9929078014184397,False,True,True,False,-3.7651473860872506e-06,-3.7546660796006735e-06,-0.01555555546656251,0.001500000013038516,-0.01555303786881268,0.001498799043474719,-0.015879396349191666,0.002121211960911751,-0.015879396349191666,0.002121211960911751
train,14,geometry_or_type_interaction,2,True,True,True,1,1,True,6,6,6,6,True,True,True,0.000396728515625,1.4794368525984557e-06,0.00468230472651225,0.005334317684173584,0.00793313980102539,1.9101862562820315e-06,141,140,1,0.9929078014184397,False,True,True,False,-2.782745287872434e-06,-2.7733333251633646e-06,-0.01804444449953735,0.0009666666592238471,-0.01804312877357006,0.0009659901988925412,-0.01909547671675682,0.0005050506442785263,-0.01909547671675682,0.0005050506442785263
train,15,geometry_or_type_interaction,0,True,True,True,1,1,True,6,6,8,8,True,True,True,0.001997709274291992,1.1065537790309404e-05,0.027798207086881323,0.00887589156627655,0.015089035034179688,5.967915058135986e-06,105,105,0,1.0,False,True,True,False,-4.796836651907964e-06,-4.778666285497465e-06,-0.01994666690006852,0.0034933332935906947,-0.01995769515633583,0.0034942408674396574,-0.01909547671675682,0.0037373732775449753,-0.01909547671675682,0.0037373732775449753
train,15,geometry_or_type_interaction,1,True,True,True,0,0,True,8,8,8,8,True,True,True,0.000476248562335968,1.8497058268146822e-06,0.005465834870288182,0.00837014615535736,0.013827800750732422,3.052409738302231e-06,105,105,0,1.0,False,True,True,False,-3.7696017894228023e-06,-3.754666625976552e-06,-0.012124444358050823,0.004493333166465163,-0.01212616078555584,0.004494022578001022,-0.01266331598162651,0.0037373732775449753,-0.01266331598162651,0.0037373732775449753
train,15,geometry_or_type_interaction,2,False,False,True,-1,1,True,0,6,0,6,False,False,False,0.28201019763946533,0.019984838577750807,49.86667884556835,0.0,0.0,0.0,105,105,0,1.0,False,True,True,False,-1.7560502985432182e-06,0.0,0.0,0.0,-0.019963825587183237,0.0009162100759567693,-0.03839195892214775,-0.00919191911816597,-0.01909547671675682,0.0005050506442785263
train,16,geometry_or_type_interaction,0,True,True,True,1,1,True,16,16,3,3,True,True,True,0.001651763916015625,1.0393607049643235e-05,0.025863014037430427,0.0026630014181137085,0.006198883056640625,5.278096068650484e-06,105,105,0,1.0,False,True,True,False,-4.776306124803847e-06,-4.778667467121274e-06,0.014239999698475003,-0.0035800000187009573,0.014229607302695513,-0.0035801586927846074,0.01306532695889473,-0.004343434236943722,0.01306532695889473,-0.004343434236943722
train,16,geometry_or_type_interaction,1,True,True,True,0,0,True,19,19,3,3,True,True,True,0.00020918995141983032,7.578403901389659e-07,0.002335694242239728,0.0022993534803390503,0.004342555999755859,9.972136467695236e-07,105,105,0,1.0,False,True,True,False,-3.7536328384340026e-06,-3.754665533224795e-06,0.021351111121475697,-0.00458000018261373,0.021350425202399492,-0.0045796779450029135,0.022713564336299896,-0.004343434236943722,0.022713564336299896,-0.004343434236943722
train,16,geometry_or_type_interaction,2,False,False,True,-1,1,True,0,6,0,6,False,False,False,0.18924424052238464,0.019714480758286274,49.0447015289317,0.0,0.0,0.0,105,105,0,1.0,False,True,True,False,-2.131640351183859e-06,0.0,0.0,0.0,-0.019713811110705137,0.0001624901851755567,-0.03839195892214775,-0.00919191911816597,-0.01909547671675682,0.0005050506442785263
train,17,rare_y_bin_wrong,0,True,True,True,1,1,True,11,11,2,2,True,True,True,0.0024942494928836823,1.5980959363148188e-05,0.0397546901685261,0.013882353901863098,0.028985023498535156,8.360366337001324e-06,136,137,-1,0.9927007299270073,False,True,False,False,-1.0262121196341948e-05,-1.0296296797012014e-05,-0.0026666666381061077,-0.006565656629391015,-0.0026826473185792565,-0.006565751042217016,-0.0030150748789310455,-0.0059595960192382336,-0.0030150748789310455,-0.0059595960192382336
train,17,rare_y_bin_wrong,1,False,False,True,-1,0,True,0,17,0,5,False,False,False,0.7224071621894836,0.014076450143441768,35.019664564953914,0.0,0.0,0.0,136,137,-1,0.9927007299270073,False,True,False,False,-6.493596815722121e-06,0.0,0.0,0.0,0.014075839659199119,0.0001310974039370194,-0.03839195892214775,-0.00919191911816597,0.016281407326459885,-0.0011111116036772728
train,17,rare_y_bin_wrong,2,False,False,True,-1,1,True,0,6,0,6,False,False,False,0.6047503352165222,0.016778529452831356,42.17546394958334,0.0,0.0,0.0,136,137,-1,0.9927007299270073,False,True,False,False,-4.590268756834884e-06,0.0,0.0,0.0,-0.016718501690775156,0.0014180098078213632,-0.03839195892214775,-0.00919191911816597,-0.01909547671675682,0.0005050506442785263
train,18,rare_y_bin_wrong,0,True,True,True,1,1,True,13,13,3,3,True,True,True,0.0031430721282958984,1.939245257693238e-05,0.048257063699533656,0.025594651699066162,0.048858642578125,1.048613921739161e-05,140,140,0,1.0,False,True,False,False,-1.1319671789575768e-05,-1.1390222971665177e-05,0.004799999936949462,-0.004949494847096503,0.00478060997556895,-0.004949184018187225,0.0034170858561992645,-0.004343434236943722,0.0034170858561992645,-0.004343434236943722
train,18,rare_y_bin_wrong,1,False,False,True,-1,0,True,0,11,0,5,False,False,False,0.42985719442367554,0.003971929256888345,9.906221998550242,0.0,0.0,0.0,140,140,0,1.0,False,True,False,False,-7.021895493433803e-06,0.0,0.0,0.0,-0.003968385222833604,-0.0001677520340308547,-0.03839195892214775,-0.00919191911816597,-0.0030150748789310455,-0.0011111116036772728
train,18,rare_y_bin_wrong,2,False,False,True,-1,1,True,0,6,0,6,False,False,False,0.31657564640045166,0.018362126414636266,46.00404886446396,0.0,0.0,0.0,140,140,0,1.0,False,True,False,False,-4.261243241250254e-06,0.0,0.0,0.0,-0.018317327834665775,0.0012818687391700223,-0.03839195892214775,-0.00919191911816597,-0.01909547671675682,0.0005050506442785263
train,19,rare_y_bin_wrong,0,True,True,True,1,1,True,13,13,8,8,True,True,True,0.003141731023788452,1.9044068509065912e-05,0.047425910714387336,0.022237345576286316,0.04188060760498047,1.014611916616559e-05,132,132,0,1.0,False,True,False,False,-1.0239905072914016e-05,-1.029629382350212e-05,0.00479999982053414,0.0031313131330534816,0.004780963063240051,0.003131840785499662,0.0034170858561992645,0.0037373732775449753,0.0034170858561992645,0.0037373732775449753
train,19,rare_y_bin_wrong,1,False,False,True,-1,0,True,0,11,0,5,False,False,False,0.4313191771507263,0.004084898691327973,10.204313752932414,0.0,0.0,0.0,132,132,0,1.0,False,True,False,False,-7.4775007027976604e-06,0.0,0.0,0.0,-0.004079024423845112,-0.0002189910228480585,-0.03839195892214775,-0.00919191911816597,-0.0030150748789310455,-0.0011111116036772728
train,19,rare_y_bin_wrong,2,False,False,True,-1,1,True,0,6,0,6,False,False,False,0.46576881408691406,0.017549325844900838,44.0418400832395,0.0,0.0,0.0,132,132,0,1.0,False,True,False,False,-4.825819508299595e-06,0.0,0.0,0.0,-0.017496328800916672,0.001362833849270828,-0.03839195892214775,-0.00919191911816597,-0.01909547671675682,0.0005050506442785263
train,20,x_bin_wrong_like,0,True,True,True,0,0,True,20,20,7,7,True,True,True,0.002380780875682831,1.3098213088019291e-05,0.03294997534404528,0.011106103658676147,0.0181121826171875,7.15086207492277e-06,224,224,0,1.0,False,False,False,False,-1.8911454909326228e-05,-1.8861037075093437e-05,0.025607147254049778,0.0015600000624544919,0.025594099424779415,0.0015611478156642988,0.025929652154445648,0.002121211960911751,0.025929652154445648,0.002121211960911751
train,20,x_bin_wrong_like,1,False,False,True,-1,0,True,0,7,0,7,False,False,False,0.53424072265625,0.01583830675664532,42.2094431483881,0.0,0.0,0.0,224,224,0,1.0,False,False,False,False,-7.653552499756059e-06,0.0,0.0,0.0,-0.015437739435583353,0.003539514378644526,-0.03839195892214775,-0.00919191911816597,-0.015879396349191666,0.002121211960911751
train,20,x_bin_wrong_like,2,False,False,True,-1,1,True,0,6,0,6,False,False,False,0.18122705817222595,0.018208348200608737,45.388873820040835,0.0,0.0,0.0,224,224,0,1.0,False,False,False,False,-3.7510826353105394e-06,0.0,0.0,0.0,-0.018195344600826502,0.0006880254732095636,-0.03839195892214775,-0.00919191911816597,-0.01909547671675682,0.0005050506442785263
train,21,x_bin_wrong_like,0,True,True,True,1,1,True,3,3,5,5,True,True,True,0.002827165648341179,1.6807895262905917e-05,0.04190439916873603,0.011566579341888428,0.01946258544921875,9.003750164993107e-06,190,189,1,0.9947368421052631,False,True,False,False,-1.581054347790569e-05,-1.57629628136044e-05,-0.02890541637316346,-0.001560000004246831,-0.02892221137881279,-0.0015593418793287128,-0.028743717819452286,-0.0011111116036772728,-0.028743717819452286,-0.0011111116036772728
