split,sample_index,component_slot,matched_slot,presence_true,presence_prob,presence_pred,type_true,type_pred,type_correct,center_x_true,center_x_pred,center_y_true,center_y_pred,axis_x_true,axis_x_pred,axis_y_true,axis_y_pred,depth_true,depth_pred,rotation_true,rotation_pred,center_error,axis_error,depth_error,rotation_error,target_schema,type_vocab,run_label,center_x_bin_true_derived,center_x_bin_pred_derived,center_y_bin_true_derived,center_y_bin_pred_derived,x_bin_correct,y_bin_correct,both_bins_correct,center_x_grid_error,center_y_grid_error,center_grid_error,center_offset_x_abs_error,center_offset_y_abs_error,center_offset_mae,pred_mask_iou,pred_area,target_area,area_diff,hard_case_type,defect_type,rotation_angle,component_type_combination
train,10,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,3531.545166015625,3531.756103515625,1128.787841796875,1129.6331787109375,650.0,649.3399658203125,180.0,180.02157592773438,80.0,80.03054809570312,0.0,0.0013920329511165,0.8712571859359741,0.6603867411613464,0.030548095703125,0.0013885498046875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,19,19,4,4,True,True,True,0.009328125,0.027896118164062497,0.02941440675313651,0.001166015624999999,0.003487014770507807,0.002326515197753903,1.0,174,174,0,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
train,11,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,1641.093017578125,1641.0592041015625,2340.9091796875,2341.15234375,650.0,649.9131469726562,180.0,179.99533081054688,85.0,85.00031280517578,0.0,0.0002872329205274,0.2455037981271743,0.086978442966938,0.0003128051757812,0.0002899169921875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,9,9,9,9,True,True,True,0.0014953070746527779,0.008024414062499999,0.008162546434413368,0.00018691338433157734,0.001003051757812512,0.0005949825710720447,1.0,168,168,0,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
train,12,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,2844.108154296875,2843.90234375,1613.6363525390625,1614.7125244140625,650.0,651.5859985351562,180.0,179.74685668945312,70.0,69.98162841796875,0.0,-0.000274870544672,1.0956751108169556,1.6060737371444702,0.01837158203125,0.000274658203125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,15,15,6,6,True,True,True,0.009101399739583333,0.035513671875,0.03666137432318725,0.0011376749674479048,0.004439208984374998,0.0027884419759114515,1.0,174,174,0,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
train,13,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,953.65576171875,953.270263671875,886.3636474609375,885.5158081054688,650.0,650.503662109375,180.0,180.02001953125,75.0,75.00446319580078,0.0,-0.0017574839293956,0.9313647747039796,0.5040597915649414,0.0044631958007812,0.0017547607421875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,5,5,3,3,True,True,True,0.01704758029513889,0.027978698730468748,0.03276320461385823,0.002130947536892386,0.0034973373413085818,0.002814142439100484,1.0,174,174,0,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
train,14,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,2156.6708984375,2156.63134765625,2098.48486328125,2099.203369140625,650.0,649.95849609375,180.0,180.1133270263672,80.0,79.9872055053711,0.0,-0.0023114550858736,0.7195935845375061,0.1206879839301109,0.0127944946289062,0.0023040771484375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,11,11,8,8,True,True,True,0.0017490234375,0.023710693359375,0.023775114354451253,0.00021862792968746492,0.0029638366699218655,0.0015912322998046652,0.9655172413793104,174,168,6,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
train,15,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,3494.974853515625,3495.357421875,940.0,939.2879028320312,625.0,625.9284057617188,130.0,129.8724365234375,85.0,84.99713134765625,0.0,-0.0004944913089275,0.8083569407463074,0.9371284246444702,0.00286865234375,0.00048828125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,19,19,3,3,True,True,True,0.016918023003472223,0.023499206542968748,0.028955693921837212,0.0021147528754340283,0.0029374008178711386,0.0025260768466525835,1.0,140,140,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,16,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,1505.025146484375,1505.3431396484375,1070.0,1070.013671875,520.0,518.758056640625,145.0,145.12423706054688,70.0,70.01014709472656,0.0,0.0021734256297349,0.3182869255542755,1.248141884803772,0.0101470947265625,0.002166748046875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,8,8,4,4,True,True,True,0.014062364366319444,0.00045117187499999997,0.014069600123383817,0.0017577955457899197,5.639648437499867e-05,0.0009070960150824592,1.0,115,115,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,17,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,2771.356689453125,2771.493408203125,1200.0,1199.0963134765625,555.0,553.5391845703125,160.0,160.10067749023438,75.0,75.0030517578125,0.0,-0.0003293715417385,0.913970112800598,1.464280605316162,0.0030517578125,0.000335693359375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,15,15,4,4,True,True,True,0.006046006944444444,0.029821655273437497,0.03042836379465733,0.0007557508680555436,0.0037277069091796733,0.0022417288886176084,1.0,144,144,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,18,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,781.4070434570312,781.4534301757812,1330.0,1329.7950439453125,590.0,590.1770629882812,130.0,130.0479736328125,80.0,79.99761962890625,0.0,-0.0004783831536769,0.2101397514343261,0.1834469139575958,0.00238037109375,0.0004730224609375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,4,4,5,5,True,True,True,0.0020513237847222224,0.0067635498046875,0.00706778149282046,0.00025641547309027124,0.0008454437255859381,0.0005509295993381047,1.0,130,130,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,19,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,2047.7386474609373,2047.829345703125,1460.0,1459.3968505859375,625.0,624.7777709960938,145.0,145.02767944335938,85.0,85.0130386352539,0.0,0.0002075489610433,0.6099306344985962,0.2239461541175842,0.0130386352539062,0.000213623046875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,11,11,6,6,True,True,True,0.004010877821190611,0.0199039306640625,0.02030402907741038,0.0005013597276488369,0.0024879913330078107,0.0014946755303283238,1.0,140,140,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,20,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,3314.0703125,3313.921142578125,1590.0,1590.3563232421875,520.0,519.5147094726562,160.0,160.03567504882812,70.0,69.96401977539062,0.0,-0.0012411680072546,0.3862873613834381,0.4866000413894653,0.035980224609375,0.0012359619140625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,18,18,6,6,True,True,True,0.006596625434027778,0.0117586669921875,0.013482645013127875,0.0008245781792534657,0.001469833374023441,0.0011472057766384533,1.0,138,138,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,21,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,1324.12060546875,1323.438720703125,810.0,809.884521484375,555.0,555.314697265625,130.0,129.87857055664062,75.0,74.99471282958984,0.0,0.0012350585311651,0.6915938854217529,0.3373121321201324,0.0052871704101562,0.0012359619140625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,7,7,3,3,True,True,True,0.030154459635416665,0.003810791015625,0.03039430150651173,0.003769307454427079,0.0004763488769531088,0.002122828165690094,1.0,96,96,0,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
train,22,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,3056.0,3055.81201171875,1778.0,1778.4169921875,450.0,449.9700317382813,120.0,119.70930480957033,80.0,80.0035171508789,0.0,0.0008018370717763,0.4574080109596252,0.2922358512878418,0.0035171508789062,0.0008087158203125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,16,16,7,7,True,True,True,0.008313259548611111,0.0137607421875,0.016076949644550614,0.001039157443576355,0.0017200927734375149,0.001379625108506935,1.0,80,80,0,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
train,23,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,3229.0,3229.0693359375,1927.0,1927.1495361328125,480.0,479.7678833007813,130.0,130.0712432861328,85.0,84.99768829345703,0.0,-0.0002561956644058,0.1648287773132324,0.2428039759397506,0.0023117065429687,0.0002593994140625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,17,17,7,7,True,True,True,0.003066189236111111,0.0049346923828125,0.005809707853638713,0.0003832736545139048,0.0006168365478515514,0.0005000551011827281,1.0,84,84,0,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
train,24,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,1402.0,1401.833740234375,2076.0,2076.10546875,420.0,420.1640930175781,110.0,110.01213836669922,70.0,69.99952697753906,0.0,-0.0003263894468545,0.1968907415866851,0.1645413637161255,0.0004730224609375,0.0003204345703125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,7,7,8,8,True,True,True,0.007352376302083333,0.0034804687499999996,0.008134562066095702,0.0009190470377604121,0.00043505859375000955,0.0006770528157552108,1.0,76,76,0,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
train,25,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,1575.0,1575.019775390625,1025.0,1024.977783203125,450.0,450.69573974609375,120.0,120.07829284667967,75.0,74.99147033691406,0.0,-0.0019225794821977,0.0297431014478206,0.7001311182975769,0.0085296630859375,0.001922607421875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,8,8,4,4,True,True,True,0.00087451171875,0.0007331542968749999,0.0011411774486281064,0.00010931396484373246,9.164428710939365e-05,0.00010047912597656306,1.0,80,80,0,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
train,26,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,1748.0,1748.0074462890625,1174.0,1173.7557373046875,480.0,479.7503967285156,130.0,129.78819274902344,80.0,80.0032730102539,0.0,-7.228925824165344e-05,0.2443761676549911,0.3273592889308929,0.0032730102539062,7.62939453125e-05,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,9,9,4,4,True,True,True,0.0003292914496527778,0.0080606689453125,0.00806739218736388,4.116143120660998e-05,0.0010075836181641096,0.0005243725246853598,1.0,84,84,0,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
train,27,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,2100.0,2100.008544921875,2342.42431640625,2342.61328125,810.0,809.9376831054688,180.0,179.9562530517578,85.0,85.0087890625,0.0,0.000562634319067,0.189157947897911,0.076139286160469,0.0087890625,0.0005645751953125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,11,11,9,9,True,True,True,0.00037787543402777776,0.0062358398437499995,0.006247278479509434,4.723442925347321e-05,0.0007794799804687613,0.00041335720486111727,1.0,216,216,0,rare_y_bin_wrong,rectangular_notch,0.0,rectangular_notch
train,28,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,2330.0,2329.88232421875,1624.242431640625,1624.237060546875,720.0,720.7166137695312,200.0,199.81689453125,70.0,70.01004791259766,0.0,-0.0061491038650274,0.1177982911467552,0.739637017250061,0.0100479125976562,0.0061492919921875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,12,12,6,6,True,True,True,0.005203884548611111,0.00017724609375,0.005206902205056583,0.0006504855685763866,2.2155761718739564e-05,0.0003363206651475631,1.0,186,186,0,rare_y_bin_wrong,rectangular_notch,0.0,rectangular_notch
train,29,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,2560.0,2560.6357421875,887.8787841796875,887.5654907226562,750.0,749.9536743164062,220.0,219.96466064453125,75.0,75.00064086914062,0.0,0.0003463495522737,0.7087460160255432,0.0582661032676696,0.000640869140625,0.0003509521484375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,14,14,3,3,True,True,True,0.028113932291666668,0.010338684082031249,0.02995465869357326,0.0035142415364582957,0.001292335510253928,0.002403288523356112,1.0,231,231,0,rare_y_bin_wrong,rectangular_notch,0.0,rectangular_notch
val,0,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,2874.924560546875,2851.426513671875,1310.0,1609.40185546875,840.0,672.9818725585938,220.0,188.07666015625,80.0,72.41786193847656,0.0,-0.079897217452526,300.3225402832031,170.0416259765625,7.582138061523437,0.07989501953125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,15,15,5,6,True,False,False,1.0391358506944444,9.880261230468749,9.934755422178359,0.12989198133680557,0.2350326538085944,0.18246231757269998,0.0,182,259,-77,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
val,1,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,875.9296264648438,974.9352416992188,1405.0,813.1785888671875,880.0,735.9319458007812,240.0,214.09278869628903,85.0,72.3392333984375,0.0,-0.0704576596617698,600.0455932617188,146.37892150878906,12.6607666015625,0.070465087890625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,4,5,5,3,False,False,False,4.3782483181423615,19.530106567382813,20.01484751050194,0.4527189602322047,0.441263320922851,0.44699114057752787,0.0,231,312,-81,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
val,2,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,2151.306640625,2133.27490234375,1500.0,2095.435302734375,760.0,727.440185546875,260.0,193.0293731689453,70.0,80.698486328125,0.0,-0.0302520189434289,595.708251953125,74.46614074707031,10.698486328125,0.0302581787109375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,11,11,6,8,True,False,False,0.7974035373263889,19.649364990234375,19.665538307424715,0.0996754421657986,0.4561706237792972,0.2779230329725479,0.0,224,264,-40,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
val,3,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,3359.68603515625,3330.256591796875,1856.060546875,1573.4549560546875,650.0,609.743896484375,180.0,193.44309997558597,75.0,72.06031036376953,0.0,-0.0102122481912374,284.1337890625,42.44137954711914,2.9396896362304688,0.0102081298828125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,18,18,7,6,True,False,False,1.3014353841145834,9.325984497070312,9.416353906827274,0.16267942301432292,0.16574806213378876,0.16421374257405585,0.0,189,168,21,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
val,4,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,1469.233642578125,1497.096923828125,1128.787841796875,1106.243408203125,650.0,529.658203125,180.0,148.2795867919922,80.0,69.15924072265625,0.0,-0.0079991985112428,35.84151077270508,124.45213317871094,10.84075927734375,0.00799560546875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,8,8,4,4,True,True,True,1.2321762152777778,0.74396630859375,1.439355443877182,0.1540220269097222,0.09299578857421875,0.12350890774197047,0.5287356321839081,92,174,-82,both_bins_wrong_like,rectangular_notch,0.0,rectangular_notch
val,5,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,2771.356689453125,2794.7470703125,810.0,1214.7584228515625,625.0,563.3991088867188,160.0,168.3043975830078,85.0,72.34232330322266,0.0,-0.0171535070985555,405.4336853027344,62.15812683105469,12.657676696777344,0.01715087890625,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,15,15,3,5,True,False,False,1.0343746202256945,13.357027954101563,13.397019318550587,0.1292968275282118,0.3303715057373052,0.22983416663275852,0.0,125,140,-15,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
val,6,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,781.4070434570312,813.9271240234375,940.0,1372.44384765625,520.0,671.8509521484375,130.0,182.16436767578125,70.0,76.20988464355469,0.0,-0.0013873763382434,433.6649169921875,160.5609893798828,6.209884643554688,0.0013885498046875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,4,4,3,5,True,False,False,1.4381102294921875,14.27064697265625,14.34292599333738,0.17976377868652343,0.21616912841796934,0.1979664535522464,0.0,174,115,59,bins_correct_center_or_offset_bad,rectangular_notch,0.0,rectangular_notch
val,7,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,1651.0,1544.78515625,1613.0,1093.1915283203125,450.0,492.7778625488281,120.0,132.67222595214844,75.0,76.10545349121094,0.0,-0.0447115153074264,530.5491943359375,44.6153678894043,1.1054534912109375,0.044708251953125,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,9,8,6,4,False,False,False,4.697056423611111,17.153679565429687,17.785135975865533,0.41286794704861157,0.1442099456787113,0.27853894636366144,0.0,110,76,34,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
val,8,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,1824.0,1740.1119384765625,1762.0,1166.425048828125,480.0,495.20806884765625,130.0,134.43319702148438,80.0,79.28997802734375,0.0,0.0015599206089973,601.453857421875,15.841041564941406,0.71002197265625,0.001556396484375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,10,9,7,4,False,False,False,3.709716498480903,19.653973388671876,20.00101663570439,0.5362854376898876,0.5432533264160155,0.5397693820529516,0.0,84,84,0,geometry_or_type_interaction,rectangular_notch,0.0,rectangular_notch
val,9,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,2560.0,2574.645751953125,1372.727294921875,877.9745483398438,810.0,750.2498779296875,180.0,218.03347778320312,85.0,75.03089141845703,0.0,-0.0133458729833364,494.969482421875,70.82811737060547,9.969108581542969,0.0133514404296875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,14,14,5,3,True,False,False,0.6476676974826389,16.32684063720703,16.33968171780336,0.08095846218532982,0.040855079650878326,0.06090677091810407,0.0,231,216,15,rare_y_bin_wrong,rectangular_notch,0.0,rectangular_notch
test,0,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,2513.115478515625,2474.13916015625,1310.0,1626.903076171875,760.0,771.101806640625,240.0,236.9034118652344,70.0,72.78185272216797,0.0,-0.0426889732480049,319.2909545898437,11.525579452514648,2.7818527221679688,0.042694091796875,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,13,13,5,6,True,False,False,1.7236194118923611,10.457801513671875,10.598890337031039,0.21545242648654514,0.307225189208985,0.2613388078477651,0.0,272,264,8,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
test,1,0,0,1,1.0,1,rectangular_notch,rectangular_notch,1.0,3770.402099609375,3769.720458984375,1405.0,1302.1416015625,800.0,795.0586547851562,260.0,257.60845947265625,75.0,74.98287963867188,0.0,-0.0108409244567155,102.86065673828124,5.489659309387207,0.017120361328125,0.010833740234375,center_x|center_y|axis_x|axis_y|depth_or_shape_param|rotation_angle,rectangular_notch,repaired_v3_train_candidate,20,20,5,5,True,True,True,0.030143663194444444,3.3943271484374997,3.394460992713074,0.003767957899305563,0.4242908935546875,0.21402942572699654,0.4166666666666667,315,280,35,x_bin_wrong_like,rectangular_notch,0.0,rectangular_notch
